Date of Reading,(CUS) LR0430 (Flow) (Flow (m3/hr)),(IN) LR0401 (Flow) (Flow (m3/hr)),Peacehaven WWTW trunk main (Balance) (Flow (m3/hr))
10/04/2022 22:30:00,3.2,4.92,1.72
10/04/2022 22:45:00,2.6,4.32,1.72
10/04/2022 23:00:00,2.4,3.8,1.4
10/04/2022 23:15:00,2.2,3.48,1.28
10/04/2022 23:30:00,2,3.2,1.2
10/04/2022 23:45:00,2,3.04,1.04
11/04/2022 00:00:00,1.6,2.84,1.24
11/04/2022 00:15:00,1.8,2.76,0.96
11/04/2022 00:30:00,1.8,2.72,0.92
11/04/2022 00:45:00,1.8,2.96,1.16
11/04/2022 01:00:00,2.4,3.96,1.56
11/04/2022 01:15:00,3.6,5.6,2
11/04/2022 01:30:00,4.2,6.64,2.44
11/04/2022 01:45:00,4,6.12,2.12
11/04/2022 02:00:00,3.4,5.44,2.04
11/04/2022 02:15:00,3,4.88,1.88
11/04/2022 02:30:00,2.8,4.36,1.56
11/04/2022 02:45:00,2.4,3.92,1.52
11/04/2022 03:00:00,2.4,3.64,1.24
11/04/2022 03:15:00,2,3.4,1.4
11/04/2022 03:30:00,2,3.16,1.16
11/04/2022 03:45:00,2,3,1
11/04/2022 04:00:00,1.8,2.96,1.16
11/04/2022 04:15:00,1.8,2.92,1.12
11/04/2022 04:30:00,1.8,2.84,1.04
11/04/2022 04:45:00,1.8,2.8,1
11/04/2022 05:00:00,2.2,3.52,1.32
11/04/2022 05:15:00,3.2,5.12,1.92
11/04/2022 05:30:00,4.2,6.68,2.48
11/04/2022 05:45:00,4.2,6.44,2.24
11/04/2022 06:00:00,3.6,5.88,2.28
11/04/2022 06:15:00,3.4,5.24,1.84
11/04/2022 06:30:00,3,4.64,1.64
11/04/2022 06:45:00,2.6,4.32,1.72
11/04/2022 07:00:00,2.4,3.88,1.48
11/04/2022 07:15:00,2.4,3.56,1.16
11/04/2022 07:30:00,2,3.44,1.44
11/04/2022 07:45:00,2,3.08,1.08
11/04/2022 08:00:00,1.8,3,1.2
11/04/2022 08:15:00,2,2.92,0.92
11/04/2022 08:30:00,1.6,2.8,1.2
11/04/2022 08:45:00,1.8,2.72,0.92
11/04/2022 09:00:00,2,3.28,1.28
11/04/2022 09:15:00,3,4.64,1.64
11/04/2022 09:30:00,4,6.28,2.28
11/04/2022 09:45:00,5.8,9.12,3.32
11/04/2022 10:00:00,8,12.88,4.88
11/04/2022 10:15:00,8.6,13.56,4.96
11/04/2022 10:30:00,7.8,12.32,4.52
11/04/2022 10:45:00,7.4,11.48,4.08
11/04/2022 11:00:00,7,11.08,4.08
11/04/2022 11:15:00,7.8,12.28,4.48
11/04/2022 11:30:00,13.6,21.44,7.84
11/04/2022 11:45:00,15,23.28,8.28
11/04/2022 12:00:00,11.8,18.32,6.52
11/04/2022 12:15:00,9.6,14.96,5.36
11/04/2022 12:30:00,9,13.8,4.8
11/04/2022 12:45:00,7.8,11.92,4.12
11/04/2022 13:00:00,7,10.68,3.68
11/04/2022 13:15:00,7,11,4
11/04/2022 13:30:00,7.6,11.64,4.04
11/04/2022 13:45:00,7.6,11.64,4.04
11/04/2022 14:00:00,6.2,9.72,3.52
11/04/2022 14:15:00,5,7.64,2.64
11/04/2022 14:30:00,4,6.4,2.4
11/04/2022 14:45:00,3.4,5.36,1.96
11/04/2022 15:00:00,3,4.64,1.64
11/04/2022 15:15:00,2.8,4.24,1.44
11/04/2022 15:30:00,2.4,4.08,1.68
11/04/2022 15:45:00,2.4,3.48,1.08
11/04/2022 16:00:00,2,3.28,1.28
11/04/2022 16:15:00,2,3.12,1.12
11/04/2022 16:30:00,1.8,3,1.2
11/04/2022 16:45:00,2,3,1
11/04/2022 17:00:00,1.8,2.96,1.16
11/04/2022 17:15:00,2.2,3.6,1.4
11/04/2022 17:30:00,3.2,5,1.8
11/04/2022 17:45:00,4.4,6.96,2.56
11/04/2022 18:00:00,4.6,7.4,2.8
11/04/2022 18:15:00,4.2,6.52,2.32
11/04/2022 18:30:00,3.8,5.84,2.04
11/04/2022 18:45:00,3.2,5.2,2
11/04/2022 19:00:00,3,4.72,1.72
11/04/2022 19:15:00,2.8,4.36,1.56
11/04/2022 19:30:00,2.6,4.04,1.44
11/04/2022 19:45:00,2.4,3.76,1.36
11/04/2022 20:00:00,2.2,3.52,1.32
11/04/2022 20:15:00,2,3.4,1.4
11/04/2022 20:30:00,2,3.2,1.2
11/04/2022 20:45:00,2,3.16,1.16
11/04/2022 21:00:00,2,3.12,1.12
11/04/2022 21:15:00,2.2,3.48,1.28
11/04/2022 21:30:00,3,4.68,1.68
11/04/2022 21:45:00,4.2,6.56,2.36
11/04/2022 22:00:00,5,8,3
11/04/2022 22:15:00,4.6,7.36,2.76
11/04/2022 22:30:00,4.2,6.44,2.24
11/04/2022 22:45:00,3.6,5.76,2.16
11/04/2022 23:00:00,3.2,5.12,1.92
11/04/2022 23:15:00,3,4.64,1.64
11/04/2022 23:30:00,2.6,4.28,1.68
11/04/2022 23:45:00,2.6,3.96,1.36
12/04/2022 00:00:00,2.2,3.72,1.52
12/04/2022 00:15:00,2.2,3.48,1.28
12/04/2022 00:30:00,2.2,3.32,1.12
12/04/2022 00:45:00,2,3.2,1.2
12/04/2022 01:00:00,2,3.04,1.04
12/04/2022 01:15:00,1.8,3.12,1.32
12/04/2022 01:30:00,2.6,3.92,1.32
12/04/2022 01:45:00,3.4,5.52,2.12
12/04/2022 02:00:00,4.8,7.44,2.64
12/04/2022 02:15:00,4.8,7.76,2.96
12/04/2022 02:30:00,4.6,6.96,2.36
12/04/2022 02:45:00,3.8,6.2,2.4
12/04/2022 03:00:00,3.6,5.48,1.88
12/04/2022 03:15:00,3,4.96,1.96
12/04/2022 03:30:00,2.8,4.44,1.64
12/04/2022 03:45:00,2.6,4.12,1.52
12/04/2022 04:00:00,2.6,3.88,1.28
12/04/2022 04:15:00,2.2,3.64,1.44
12/04/2022 04:30:00,2.2,3.44,1.24
12/04/2022 04:45:00,2,3.32,1.32
12/04/2022 05:00:00,2,3.2,1.2
12/04/2022 05:15:00,2,3.04,1.04
12/04/2022 05:30:00,2,3.32,1.32
12/04/2022 05:45:00,2.8,4.44,1.64
12/04/2022 06:00:00,4,6.24,2.24
12/04/2022 06:15:00,5,7.8,2.8
12/04/2022 06:30:00,4.6,7.36,2.76
12/04/2022 06:45:00,4.2,6.44,2.24
12/04/2022 07:00:00,3.6,5.76,2.16
12/04/2022 07:15:00,3.4,5.32,1.92
12/04/2022 07:30:00,3,4.8,1.8
12/04/2022 07:45:00,2.8,4.4,1.6
12/04/2022 08:00:00,2.6,4.2,1.6
12/04/2022 08:15:00,2.6,4,1.4
12/04/2022 08:30:00,2.4,3.76,1.36
12/04/2022 08:45:00,2.2,3.64,1.44
12/04/2022 09:00:00,2.2,3.4,1.2
12/04/2022 09:15:00,2,3.2,1.2
12/04/2022 09:30:00,2,3.16,1.16
12/04/2022 09:45:00,2.4,3.92,1.52
12/04/2022 10:00:00,3.4,5.36,1.96
12/04/2022 10:15:00,4.6,7.32,2.72
12/04/2022 10:30:00,5,7.88,2.88
12/04/2022 10:45:00,4.6,7.04,2.44
12/04/2022 11:00:00,4,6.28,2.28
12/04/2022 11:15:00,3.6,5.64,2.04
12/04/2022 11:30:00,3.2,5.16,1.96
12/04/2022 11:45:00,3,4.68,1.68
12/04/2022 12:00:00,2.6,4.28,1.68
12/04/2022 12:15:00,2.6,4,1.4
12/04/2022 12:30:00,2.2,3.68,1.48
12/04/2022 12:45:00,2.2,3.48,1.28
12/04/2022 13:00:00,2.2,3.36,1.16
12/04/2022 13:15:00,2.2,3.36,1.16
12/04/2022 13:30:00,2,3.24,1.24
12/04/2022 13:45:00,2.2,3.44,1.24
12/04/2022 14:00:00,2.8,4.64,1.84
12/04/2022 14:15:00,4.8,7.6,2.8
12/04/2022 14:30:00,10.4,16.44,6.04
12/04/2022 14:45:00,11.2,17.56,6.36
12/04/2022 15:00:00,9.4,14.8,5.4
12/04/2022 15:15:00,8.6,13.44,4.84
12/04/2022 15:30:00,7.6,11.96,4.36
12/04/2022 15:45:00,8,12.64,4.64
12/04/2022 16:00:00,9.2,14.44,5.24
12/04/2022 16:15:00,9.2,14.44,5.24
12/04/2022 16:30:00,7,10.96,3.96
12/04/2022 16:45:00,5.6,8.56,2.96
12/04/2022 17:00:00,4.4,6.96,2.56
12/04/2022 17:15:00,3.8,5.84,2.04
12/04/2022 17:30:00,3.4,5.32,1.92
12/04/2022 17:45:00,3,4.88,1.88
12/04/2022 18:00:00,3.6,5.72,2.12
12/04/2022 18:15:00,4.8,7.28,2.48
12/04/2022 18:30:00,5.6,8.96,3.36
12/04/2022 18:45:00,5.6,8.84,3.24
12/04/2022 19:00:00,5,7.68,2.68
12/04/2022 19:15:00,4.2,6.72,2.52
12/04/2022 19:30:00,3.8,5.92,2.12
12/04/2022 19:45:00,3.4,5.24,1.84
12/04/2022 20:00:00,2.8,4.48,1.68
12/04/2022 20:15:00,2.6,4.08,1.48
12/04/2022 20:30:00,3.4,5.44,2.04
12/04/2022 20:45:00,4.2,6.56,2.36
12/04/2022 21:00:00,4.6,7.2,2.6
12/04/2022 21:15:00,5,7.76,2.76
12/04/2022 21:30:00,5.8,9.44,3.64
12/04/2022 21:45:00,5.4,8.36,2.96
12/04/2022 22:00:00,4.4,6.88,2.48
12/04/2022 22:15:00,3.6,5.72,2.12
12/04/2022 22:30:00,3,4.92,1.92
12/04/2022 22:45:00,2.8,4.24,1.44
12/04/2022 23:00:00,2.4,3.76,1.36
12/04/2022 23:15:00,2,3.4,1.4
12/04/2022 23:30:00,2,3.08,1.08
12/04/2022 23:45:00,2,3.08,1.08
13/04/2022 00:00:00,1.8,3,1.2
13/04/2022 00:15:00,1.8,2.92,1.12
13/04/2022 00:30:00,1.8,2.84,1.04
13/04/2022 00:45:00,1.8,2.88,1.08
13/04/2022 01:00:00,1.8,2.8,1
13/04/2022 01:15:00,1.8,2.84,1.04
13/04/2022 01:30:00,1.6,2.84,1.24
13/04/2022 01:45:00,1.8,2.8,1
13/04/2022 02:00:00,1.8,2.8,1
13/04/2022 02:15:00,1.8,2.8,1
13/04/2022 02:30:00,1.8,2.84,1.04
13/04/2022 02:45:00,1.6,2.84,1.24
13/04/2022 03:00:00,1.8,2.8,1
13/04/2022 03:15:00,1.8,2.8,1
13/04/2022 03:30:00,1.8,2.76,0.96
13/04/2022 03:45:00,1.6,2.8,1.2
13/04/2022 04:00:00,1.8,2.76,0.96
13/04/2022 04:15:00,1.6,2.76,1.16
13/04/2022 04:30:00,1.8,2.8,1
13/04/2022 04:45:00,1.8,2.76,0.96
13/04/2022 05:00:00,1.6,2.76,1.16
13/04/2022 05:15:00,1.8,2.76,0.96
13/04/2022 05:30:00,1.8,2.84,1.04
13/04/2022 05:45:00,1.8,2.84,1.04
13/04/2022 06:00:00,1.8,2.92,1.12
13/04/2022 06:15:00,1.8,2.92,1.12
13/04/2022 06:30:00,1.8,2.84,1.04
13/04/2022 06:45:00,1.8,2.92,1.12
13/04/2022 07:00:00,1.8,2.88,1.08
13/04/2022 07:15:00,1.8,2.92,1.12
13/04/2022 07:30:00,1.8,2.96,1.16
13/04/2022 07:45:00,2,2.96,0.96
13/04/2022 08:00:00,1.8,3,1.2
13/04/2022 08:15:00,1.8,2.84,1.04
13/04/2022 08:30:00,1.8,2.84,1.04
13/04/2022 08:45:00,1.8,2.88,1.08
13/04/2022 09:00:00,1.8,3,1.2
13/04/2022 09:15:00,1.8,2.88,1.08
13/04/2022 09:30:00,1.8,2.76,0.96
13/04/2022 09:45:00,1.8,2.8,1
13/04/2022 10:00:00,1.6,2.8,1.2
13/04/2022 10:15:00,1.8,2.88,1.08
13/04/2022 10:30:00,1.8,2.84,1.04
13/04/2022 10:45:00,1.8,2.84,1.04
13/04/2022 11:00:00,1.8,2.8,1
13/04/2022 11:15:00,1.6,2.84,1.24
13/04/2022 11:30:00,1.8,2.76,0.96
13/04/2022 11:45:00,1.8,2.88,1.08
13/04/2022 12:00:00,2.4,3.8,1.4
13/04/2022 12:15:00,6,9.24,3.24
13/04/2022 12:30:00,9,14.24,5.24
13/04/2022 12:45:00,13.4,21.28,7.88
13/04/2022 13:00:00,16.8,26.28,9.48
13/04/2022 13:15:00,14,22.04,8.04
13/04/2022 13:30:00,9.4,14.52,5.12
13/04/2022 13:45:00,8.6,12.92,4.32
13/04/2022 14:00:00,8.4,13,4.6
13/04/2022 14:15:00,8.4,13.08,4.68
13/04/2022 14:30:00,8.4,12.72,4.32
13/04/2022 14:45:00,6.4,10.04,3.64
13/04/2022 15:00:00,5,7.64,2.64
13/04/2022 15:15:00,3.8,6.08,2.28
13/04/2022 15:30:00,3.4,5.28,1.88
13/04/2022 15:45:00,3,4.64,1.64
13/04/2022 16:00:00,2.4,4.04,1.64
13/04/2022 16:15:00,2.4,3.72,1.32
13/04/2022 16:30:00,2.2,3.44,1.24
13/04/2022 16:45:00,2,3.2,1.2
13/04/2022 17:00:00,2,3.12,1.12
13/04/2022 17:15:00,2,3.04,1.04
13/04/2022 17:30:00,1.8,2.96,1.16
13/04/2022 17:45:00,2.2,3.4,1.2
13/04/2022 18:00:00,3,4.8,1.8
13/04/2022 18:15:00,4.2,6.72,2.52
13/04/2022 18:30:00,5.2,8.08,2.88
13/04/2022 18:45:00,4.6,7.32,2.72
13/04/2022 19:00:00,4.2,6.44,2.24
13/04/2022 19:15:00,3.6,5.72,2.12
13/04/2022 19:30:00,3.2,5.12,1.92
13/04/2022 19:45:00,3,4.76,1.76
13/04/2022 20:00:00,2.8,4.36,1.56
13/04/2022 20:15:00,2.4,3.96,1.56
13/04/2022 20:30:00,2.4,3.64,1.24
13/04/2022 20:45:00,2.2,3.48,1.28
13/04/2022 21:00:00,2,3.24,1.24
13/04/2022 21:15:00,2,3.12,1.12
13/04/2022 21:30:00,1.8,3.04,1.24
13/04/2022 21:45:00,2.2,3.52,1.32
13/04/2022 22:00:00,3.2,4.96,1.76
13/04/2022 22:15:00,4.4,6.8,2.4
13/04/2022 22:30:00,5.2,8.2,3
13/04/2022 22:45:00,4.8,7.52,2.72
13/04/2022 23:00:00,4.2,6.64,2.44
13/04/2022 23:15:00,3.6,5.76,2.16
13/04/2022 23:30:00,3.2,5.04,1.84
13/04/2022 23:45:00,2.8,4.4,1.6
14/04/2022 00:00:00,2.4,3.92,1.52
14/04/2022 00:15:00,2.2,3.48,1.28
14/04/2022 00:30:00,2.2,3.36,1.16
14/04/2022 00:45:00,2,3.12,1.12
14/04/2022 01:00:00,1.8,2.92,1.12
14/04/2022 01:15:00,1.8,2.84,1.04
14/04/2022 01:30:00,1.6,2.8,1.2
14/04/2022 01:45:00,1.8,2.8,1
14/04/2022 02:00:00,1.8,2.76,0.96
14/04/2022 02:15:00,1.6,2.76,1.16
14/04/2022 02:30:00,2.2,3.4,1.2
14/04/2022 02:45:00,3.4,5.32,1.92
14/04/2022 03:00:00,6.2,9.8,3.6
14/04/2022 03:15:00,9.6,15.16,5.56
14/04/2022 03:30:00,12.8,20.32,7.52
14/04/2022 03:45:00,10.4,16.44,6.04
14/04/2022 04:00:00,7.2,11.68,4.48
14/04/2022 04:15:00,5.8,8.92,3.12
14/04/2022 04:30:00,4.4,7,2.6
14/04/2022 04:45:00,3.6,5.76,2.16
14/04/2022 05:00:00,3,4.88,1.88
14/04/2022 05:15:00,2.6,4.36,1.76
14/04/2022 05:30:00,2.6,4.04,1.44
14/04/2022 05:45:00,3,4.96,1.96
14/04/2022 06:00:00,4.8,7.48,2.68
14/04/2022 06:15:00,5.2,8.52,3.32
14/04/2022 06:30:00,5.4,8.84,3.44
14/04/2022 06:45:00,5.8,9.16,3.36
14/04/2022 07:00:00,7.6,12.4,4.8
14/04/2022 07:15:00,12.6,20.56,7.96
14/04/2022 07:30:00,16.6,26.8,10.2
14/04/2022 07:45:00,13.6,21.76,8.16
14/04/2022 08:00:00,9.2,14.56,5.36
14/04/2022 08:15:00,6.2,10.04,3.84
14/04/2022 08:30:00,4.8,7.56,2.76
14/04/2022 08:45:00,3.8,6.12,2.32
14/04/2022 09:00:00,3.2,5.2,2
14/04/2022 09:15:00,2.8,4.6,1.8
14/04/2022 09:30:00,2.6,4.2,1.6
14/04/2022 09:45:00,2.4,3.76,1.36
14/04/2022 10:00:00,2.2,3.48,1.28
14/04/2022 10:15:00,2,3.24,1.24
14/04/2022 10:30:00,2,3.2,1.2
14/04/2022 10:45:00,1.8,3.12,1.32
14/04/2022 11:00:00,1.8,2.92,1.12
14/04/2022 11:15:00,2,3.2,1.2
14/04/2022 11:30:00,2.6,4.24,1.64
14/04/2022 11:45:00,3.8,5.92,2.12
14/04/2022 12:00:00,4.6,7.4,2.8
14/04/2022 12:15:00,4.2,7,2.8
14/04/2022 12:30:00,3.8,6.24,2.44
14/04/2022 12:45:00,3.4,5.48,2.08
14/04/2022 13:00:00,3.2,4.96,1.76
14/04/2022 13:15:00,2.8,4.56,1.76
14/04/2022 13:30:00,2.6,4.28,1.68
14/04/2022 13:45:00,2.6,4.2,1.6
14/04/2022 14:00:00,2.4,3.8,1.4
14/04/2022 14:15:00,2.2,3.68,1.48
14/04/2022 14:30:00,2.2,3.4,1.2
14/04/2022 14:45:00,2,3.36,1.36
14/04/2022 15:00:00,2,3.16,1.16
14/04/2022 15:15:00,2,3.12,1.12
14/04/2022 15:30:00,2.2,3.56,1.36
14/04/2022 15:45:00,3,4.84,1.84
14/04/2022 16:00:00,4.2,6.76,2.56
14/04/2022 16:15:00,4.8,7.96,3.16
14/04/2022 16:30:00,4.4,7.16,2.76
14/04/2022 16:45:00,4,6.44,2.44
14/04/2022 17:00:00,5.4,8.84,3.44
14/04/2022 17:15:00,6.4,10.28,3.88
14/04/2022 17:30:00,6.6,10.72,4.12
14/04/2022 17:45:00,6.6,10.72,4.12
14/04/2022 18:00:00,7.4,11.92,4.52
14/04/2022 18:15:00,6.4,10.4,4
14/04/2022 18:30:00,5.2,8.44,3.24
14/04/2022 18:45:00,4.4,6.96,2.56
14/04/2022 19:00:00,3.6,5.92,2.32
14/04/2022 19:15:00,3.2,5.2,2
14/04/2022 19:30:00,3.2,5.04,1.84
14/04/2022 19:45:00,3.8,6.08,2.28
14/04/2022 20:00:00,5,7.92,2.92
14/04/2022 20:15:00,5.8,9.52,3.72
14/04/2022 20:30:00,5.6,9,3.4
14/04/2022 20:45:00,4.6,7.56,2.96
14/04/2022 21:00:00,4,6.52,2.52
14/04/2022 21:15:00,3.6,5.64,2.04
14/04/2022 21:30:00,3.2,5.08,1.88
14/04/2022 21:45:00,2.8,4.56,1.76
14/04/2022 22:00:00,2.6,4.12,1.52
14/04/2022 22:15:00,2.2,3.88,1.68
14/04/2022 22:30:00,2.4,3.56,1.16
14/04/2022 22:45:00,2,3.36,1.36
14/04/2022 23:00:00,2,3.2,1.2
14/04/2022 23:15:00,1.8,3.08,1.28
14/04/2022 23:30:00,2,3.04,1.04
14/04/2022 23:45:00,2.2,3.72,1.52
15/04/2022 00:00:00,3.2,5.2,2
15/04/2022 00:15:00,4.6,7.24,2.64
15/04/2022 00:30:00,6.6,10.72,4.12
15/04/2022 00:45:00,9.2,14.88,5.68
15/04/2022 01:00:00,8.8,14.44,5.64
15/04/2022 01:15:00,8.2,13.24,5.04
15/04/2022 01:30:00,7.6,12.32,4.72
15/04/2022 01:45:00,7.6,12.24,4.64
15/04/2022 02:00:00,8.6,14.08,5.48
15/04/2022 02:15:00,9.2,15.08,5.88
15/04/2022 02:30:00,7.4,11.72,4.32
15/04/2022 02:45:00,5.6,9.08,3.48
15/04/2022 03:00:00,4.6,7.24,2.64
15/04/2022 03:15:00,3.8,6.04,2.24
15/04/2022 03:30:00,3.2,5.28,2.08
15/04/2022 03:45:00,2.8,4.6,1.8
15/04/2022 04:00:00,2.6,4.16,1.56
15/04/2022 04:15:00,2.4,3.8,1.4
15/04/2022 04:30:00,2.2,3.52,1.32
15/04/2022 04:45:00,2,3.24,1.24
15/04/2022 05:00:00,1.8,3.12,1.32
15/04/2022 05:15:00,2,3.04,1.04
15/04/2022 05:30:00,1.8,2.96,1.16
15/04/2022 05:45:00,1.8,2.96,1.16
15/04/2022 06:00:00,1.8,3,1.2
15/04/2022 06:15:00,1.8,3,1.2
15/04/2022 06:30:00,1.8,2.88,1.08
15/04/2022 06:45:00,2,3,1
15/04/2022 07:00:00,1.8,2.96,1.16
15/04/2022 07:15:00,1.8,3,1.2
15/04/2022 07:30:00,2.2,3.64,1.44
15/04/2022 07:45:00,3,4.56,1.56
15/04/2022 08:00:00,4.8,7.88,3.08
15/04/2022 08:15:00,8.6,14.2,5.6
15/04/2022 08:30:00,10,16.36,6.36
15/04/2022 08:45:00,8.4,13.6,5.2
15/04/2022 09:00:00,6.2,9.84,3.64
15/04/2022 09:15:00,4.6,7.52,2.92
15/04/2022 09:30:00,3.8,5.96,2.16
15/04/2022 09:45:00,3,4.88,1.88
15/04/2022 10:00:00,2.6,4.2,1.6
15/04/2022 10:15:00,2.2,3.64,1.44
15/04/2022 10:30:00,2,3.16,1.16
15/04/2022 10:45:00,1.8,3.04,1.24
15/04/2022 11:00:00,2,3,1
15/04/2022 11:15:00,1.8,2.92,1.12
15/04/2022 11:30:00,1.8,2.92,1.12
15/04/2022 11:45:00,1.8,2.92,1.12
15/04/2022 12:00:00,1.6,2.84,1.24
15/04/2022 12:15:00,2,3,1
15/04/2022 12:30:00,1.6,2.84,1.24
15/04/2022 12:45:00,1.8,2.92,1.12
15/04/2022 13:00:00,1.8,2.84,1.04
15/04/2022 13:15:00,1.8,2.8,1
15/04/2022 13:30:00,1.8,3.08,1.28
15/04/2022 13:45:00,1.8,2.84,1.04
15/04/2022 14:00:00,1.8,2.76,0.96
15/04/2022 14:15:00,1.6,2.76,1.16
15/04/2022 14:30:00,1.8,2.76,0.96
15/04/2022 14:45:00,1.6,2.72,1.12
15/04/2022 15:00:00,1.6,2.76,1.16
15/04/2022 15:15:00,1.8,2.72,0.92
15/04/2022 15:30:00,1.6,2.72,1.12
15/04/2022 15:45:00,1.8,2.76,0.96
15/04/2022 16:00:00,1.6,2.72,1.12
15/04/2022 16:15:00,1.6,2.72,1.12
15/04/2022 16:30:00,1.8,2.72,0.92
15/04/2022 16:45:00,1.6,2.68,1.08
15/04/2022 17:00:00,1.6,2.72,1.12
15/04/2022 17:15:00,1.8,2.76,0.96
15/04/2022 17:30:00,1.8,2.8,1
15/04/2022 17:45:00,1.6,2.76,1.16
15/04/2022 18:00:00,1.8,2.76,0.96
15/04/2022 18:15:00,1.6,2.8,1.2
15/04/2022 18:30:00,1.6,2.68,1.08
15/04/2022 18:45:00,1.8,2.72,0.92
15/04/2022 19:00:00,1.6,2.72,1.12
15/04/2022 19:15:00,1.8,2.76,0.96
15/04/2022 19:30:00,1.6,2.68,1.08
15/04/2022 19:45:00,1.6,2.68,1.08
15/04/2022 20:00:00,1.8,2.84,1.04
15/04/2022 20:15:00,1.6,2.72,1.12
15/04/2022 20:30:00,1.6,2.68,1.08
15/04/2022 20:45:00,1.6,2.64,1.04
15/04/2022 21:00:00,1.8,2.64,0.84
15/04/2022 21:15:00,1.6,2.64,1.04
15/04/2022 21:30:00,1.8,2.88,1.08
15/04/2022 21:45:00,4.6,7.64,3.04
15/04/2022 22:00:00,6,9.6,3.6
15/04/2022 22:15:00,6,9.68,3.68
15/04/2022 22:30:00,6,9.68,3.68
15/04/2022 22:45:00,6.4,10.64,4.24
15/04/2022 23:00:00,5.4,8.76,3.36
15/04/2022 23:15:00,4.4,7.04,2.64
15/04/2022 23:30:00,3.6,5.76,2.16
15/04/2022 23:45:00,3,4.84,1.84
16/04/2022 00:00:00,2.6,4.16,1.56
16/04/2022 00:15:00,2.2,3.52,1.32
16/04/2022 00:30:00,1.8,3.12,1.32
16/04/2022 00:45:00,1.8,2.88,1.08
16/04/2022 01:00:00,1.8,2.76,0.96
16/04/2022 01:15:00,1.6,2.76,1.16
16/04/2022 01:30:00,1.8,2.76,0.96
16/04/2022 01:45:00,1.6,2.72,1.12
16/04/2022 02:00:00,1.6,2.68,1.08
16/04/2022 02:15:00,1.8,2.72,0.92
16/04/2022 02:30:00,1.6,2.68,1.08
16/04/2022 02:45:00,1.6,2.68,1.08
16/04/2022 03:00:00,1.6,2.72,1.12
16/04/2022 03:15:00,1.8,2.64,0.84
16/04/2022 03:30:00,1.6,2.68,1.08
16/04/2022 03:45:00,1.6,2.68,1.08
16/04/2022 04:00:00,1.6,2.68,1.08
16/04/2022 04:15:00,1.8,2.68,0.88
16/04/2022 04:30:00,1.6,2.64,1.04
16/04/2022 04:45:00,1.6,2.68,1.08
16/04/2022 05:00:00,1.6,2.64,1.04
16/04/2022 05:15:00,1.6,2.64,1.04
16/04/2022 05:30:00,1.6,2.64,1.04
16/04/2022 05:45:00,1.8,2.68,0.88
16/04/2022 06:00:00,1.6,2.76,1.16
16/04/2022 06:15:00,1.6,2.72,1.12
16/04/2022 06:30:00,1.8,2.68,0.88
16/04/2022 06:45:00,1.6,2.6,1
16/04/2022 07:00:00,1.6,2.64,1.04
16/04/2022 07:15:00,1.6,2.68,1.08
16/04/2022 07:30:00,1.6,2.72,1.12
16/04/2022 07:45:00,1.8,2.72,0.92
16/04/2022 08:00:00,1.6,2.64,1.04
16/04/2022 08:15:00,1.6,2.64,1.04
16/04/2022 08:30:00,1.6,2.64,1.04
16/04/2022 08:45:00,1.6,2.64,1.04
16/04/2022 09:00:00,1.6,2.64,1.04
16/04/2022 09:15:00,1.6,2.6,1
16/04/2022 09:30:00,1.8,2.64,0.84
16/04/2022 09:45:00,1.6,2.64,1.04
16/04/2022 10:00:00,1.6,2.64,1.04
16/04/2022 10:15:00,1.6,2.64,1.04
16/04/2022 10:30:00,1.6,2.6,1
16/04/2022 10:45:00,1.6,2.6,1
16/04/2022 11:00:00,1.6,2.6,1
16/04/2022 11:15:00,1.6,2.64,1.04
16/04/2022 11:30:00,1.8,2.84,1.04
16/04/2022 11:45:00,1.6,2.72,1.12
16/04/2022 12:00:00,1.6,2.64,1.04
16/04/2022 12:15:00,1.8,3.04,1.24
16/04/2022 12:30:00,2.2,3.28,1.08
16/04/2022 12:45:00,2,3.24,1.24
16/04/2022 13:00:00,1.8,3.16,1.36
16/04/2022 13:15:00,2,3.12,1.12
16/04/2022 13:30:00,2,3.08,1.08
16/04/2022 13:45:00,1.8,3.04,1.24
16/04/2022 14:00:00,1.8,3,1.2
16/04/2022 14:15:00,1.8,2.92,1.12
16/04/2022 14:30:00,1.8,2.88,1.08
16/04/2022 14:45:00,1.8,2.88,1.08
16/04/2022 15:00:00,2.2,3.48,1.28
16/04/2022 15:15:00,3.8,6.24,2.44
16/04/2022 15:30:00,9.2,14.96,5.76
16/04/2022 15:45:00,15,24.32,9.32
16/04/2022 16:00:00,17.4,27.84,10.44
16/04/2022 16:15:00,19.8,31.64,11.84
16/04/2022 16:30:00,21.4,34.12,12.72
16/04/2022 16:45:00,17.6,27.72,10.12
16/04/2022 17:00:00,9.2,14.52,5.32
16/04/2022 17:15:00,6.6,10.44,3.84
16/04/2022 17:30:00,5,7.88,2.88
16/04/2022 17:45:00,4,6.28,2.28
16/04/2022 18:00:00,3.2,5.24,2.04
16/04/2022 18:15:00,2.8,4.48,1.68
16/04/2022 18:30:00,2.6,4.04,1.44
16/04/2022 18:45:00,2.2,3.56,1.36
16/04/2022 19:00:00,2,3.32,1.32
16/04/2022 19:15:00,2,3.08,1.08
16/04/2022 19:30:00,1.8,3,1.2
16/04/2022 19:45:00,1.8,2.88,1.08
16/04/2022 20:00:00,1.6,2.64,1.04
16/04/2022 20:15:00,1.8,2.76,0.96
16/04/2022 20:30:00,1.6,2.6,1
