Date of Reading,(CUS) UN0633 (Flow) (Flow (m3/hr)),(CUS) UN0630 (Flow) (Flow (m3/hr)),(IN) NX1201 (Flow) (Flow (m3/hr)),(OUT) UN0401 (Flow) (Flow (m3/hr)),(OUT) UN0601 (Flow) (Flow (m3/hr)),(OUT) UN0602 Flow (Flow (m3/hr)),(OUT) UN1301 15 Min flow (Flow (m3/hr)),(OUT) UN0402 Flow (Flow (m3/hr)),Pulborough 200mm Trunk main (Balance) (Flow (m3/hr))
30/04/2021 02:45:00,,,18.4,7.08,10.4,,,,0.92
30/04/2021 03:00:00,,,20,6.76,12.36,,,,0.88
30/04/2021 03:15:00,,,18,6.36,10.84,,,,0.8
30/04/2021 03:30:00,,,16.8,6.16,10.24,,,,0.4
30/04/2021 03:45:00,,,18.4,6.32,11,,,,1.08
30/04/2021 04:00:00,,,18.8,6.76,11.48,,,,0.56
30/04/2021 04:15:00,,,20,6.64,12.36,,,,1
30/04/2021 04:30:00,,,21.6,7.32,13.32,,,,0.96
30/04/2021 04:45:00,,,26,8.12,16.84,,,,1.04
30/04/2021 05:00:00,,,28.8,8.68,19,,,,1.12
30/04/2021 05:15:00,,,35.6,10.44,23.32,,,,1.84
30/04/2021 05:30:00,,,42.00001,14.32,26,,,,1.68001
30/04/2021 05:45:00,,,53.6,19,32.2,,,,2.4
30/04/2021 06:00:00,,,64.8,21.92,40.36,,,,2.52
30/04/2021 06:15:00,,,69.59999,24,42.36001,,,,3.23998
30/04/2021 06:30:00,,,79.6,25.36,50.92002,,,,3.31998
30/04/2021 06:45:00,,,85.60001,28.52,53.35999,,,,3.72002
30/04/2021 07:00:00,,,86,30.64,51.91999,,,,3.44001
30/04/2021 07:15:00,,,84.80002,27.52,53.64,,,,3.64002
30/04/2021 07:30:00,,,87.59999,23.64,60.08,,,,3.87999
30/04/2021 07:45:00,,,81.60001,23.6,54.43999,,,,3.56002
30/04/2021 08:00:00,,,76,23.32,49.20001,,,,3.47999
30/04/2021 08:15:00,,,75.6,22,50.11999,,,,3.48001
30/04/2021 08:30:00,,,71.20001,22.28,45.87998,,,,3.04003
30/04/2021 08:45:00,,,72,24.2,44.96,,,,2.84
30/04/2021 09:00:00,,,72,24.44,44.12002,,,,3.43998
30/04/2021 09:15:00,,,64.8,21.92,40.32,,,,2.56
30/04/2021 09:30:00,,,69.19999,22.84,42.99998,,,,3.36001
30/04/2021 09:45:00,,,64.4,20.08,41.47999,,,,2.84001
30/04/2021 10:00:00,,,67.20001,21.68,42.88,,,,2.64001
30/04/2021 10:15:00,,,58.79999,20.88,35.4,,,,2.51999
30/04/2021 10:30:00,,,63.20002,21.16,39.28,,,,2.76002
30/04/2021 10:45:00,,,61.99999,24.88,34.48,,,,2.63999
30/04/2021 11:00:00,,,65.59999,25.76,37.00001,,,,2.83998
30/04/2021 11:15:00,,,61.6,23.28,35.52,,,,2.8
30/04/2021 11:30:00,,,64.00001,22.64,38.56,,,,2.80001
30/04/2021 11:45:00,,,63.20002,23.88,36.60001,,,,2.72001
30/04/2021 12:00:00,,,64.00001,25.28,35.96,,,,2.76001
30/04/2021 12:15:00,,,60.00001,20.56,36.79999,,,,2.64002
30/04/2021 12:30:00,,,57.2,18.36,36.28001,,,,2.55999
30/04/2021 12:45:00,,,54.79999,20.04,32.48,,,,2.27999
30/04/2021 13:00:00,,,58,21.56,33.88,,,,2.56
30/04/2021 13:15:00,,,58.79999,22.04,34.52,,,,2.23999
30/04/2021 13:30:00,,,56.40001,21.36,32.28,,,,2.76001
30/04/2021 13:45:00,,,62.39999,21.56,38.23999,,,,2.6
30/04/2021 14:00:00,,,51.19999,20.76,28.24,,,,2.19999
30/04/2021 14:15:00,,,53.20001,20.12,30.64,,,,2.44001
30/04/2021 14:30:00,,,53.6,19.92,31.4,,,,2.28
30/04/2021 14:45:00,,,56.80001,21.08,33.28,,,,2.44001
30/04/2021 15:00:00,,,56.80001,20.64,33.88,,,,2.28001
30/04/2021 15:15:00,,,61.6,23.88,35.24,,,,2.48
30/04/2021 15:30:00,,,62.39999,22.24,37.12,,,,3.03999
30/04/2021 15:45:00,,,60.00001,20.8,36.83999,,,,2.36002
30/04/2021 16:00:00,,,56.40001,19.36,34.64,,,,2.40001
30/04/2021 16:15:00,,,61.99999,20.72,38.76001,,,,2.51998
30/04/2021 16:30:00,,,66.80002,20.32,43.44001,,,,3.04001
30/04/2021 16:45:00,,,61.99999,20.88,38.40001,,,,2.71998
30/04/2021 17:00:00,,,66.39998,20.92,42.36001,,,,3.11997
30/04/2021 17:15:00,,,73.59998,23.68,46.76,,,,3.15998
30/04/2021 17:30:00,,,69.99998,23.36,43.80001,,,,2.83997
30/04/2021 17:45:00,,,69.99998,22.84,44.20001,,,,2.95997
30/04/2021 18:00:00,,,64.4,21.4,40.11998,,,,2.88002
30/04/2021 18:15:00,,,72.4,20.24,48.96,,,,3.2
30/04/2021 18:30:00,,,65.59999,21.96,40.92001,,,,2.71998
30/04/2021 18:45:00,,,64.00001,20.96,40.28,,,,2.76001
30/04/2021 19:00:00,,,68,20.12,44.71999,,,,3.16001
30/04/2021 19:15:00,,,61.2,20.68,37.91999,,,,2.60001
30/04/2021 19:30:00,,,55.19999,16.88,35.88,,,,2.43999
30/04/2021 19:45:00,,,52.80001,18.16,32.48,,,,2.16001
30/04/2021 20:00:00,,,49.60001,16.36,30.72,,,,2.52001
30/04/2021 20:15:00,,,49.20001,17.56,29.8,,,,1.84001
30/04/2021 20:30:00,,,43.2,13.48,27.56,,,,2.16
30/04/2021 20:45:00,,,47.99999,15.32,30.56,,,,2.11999
30/04/2021 21:00:00,,,43.99999,15.6,26.52,,,,1.87999
30/04/2021 21:15:00,,,49.60001,16.76,30.96,,,,1.88001
30/04/2021 21:30:00,,,43.99999,14.28,27.6,,,,2.11999
30/04/2021 21:45:00,,,43.6,14.52,27.36,,,,1.72
30/04/2021 22:00:00,,,42.40001,14.24,26.36,,,,1.80001
30/04/2021 22:15:00,,,38.80001,13.12,23.72,,,,1.96001
30/04/2021 22:30:00,,,31.6,9.56,20.6,,,,1.44
30/04/2021 22:45:00,,,30,10.64,18.4,,,,0.96
30/04/2021 23:00:00,,,29.6,10.08,18.2,,,,1.32
30/04/2021 23:15:00,,,25.2,8.72,15.28,,,,1.2
30/04/2021 23:30:00,,,22.8,7.96,14,,,,0.84
30/04/2021 23:45:00,,,22.8,8.08,13.48,,,,1.24
01/05/2021 00:00:00,,,21.6,7.92,12.8,,,,0.88
01/05/2021 00:15:00,,,19.6,7.12,11.68,,,,0.8
01/05/2021 00:30:00,,,21.6,6.68,13.96,,,,0.96
01/05/2021 00:45:00,,,17.6,6.4,10.64,,,,0.56
01/05/2021 01:00:00,,,18,6.56,10.6,,,,0.84
01/05/2021 01:15:00,,,18.8,7.52,10.48,,,,0.8
01/05/2021 01:30:00,,,18.4,7.28,10.6,,,,0.52
01/05/2021 01:45:00,,,18.4,7.32,10.08,,,,1
01/05/2021 02:00:00,,,18.4,7.8,10,,,,0.6
01/05/2021 02:15:00,,,18.8,7,10.96,,,,0.84
01/05/2021 02:30:00,,,17.6,6.76,10.08,,,,0.76
01/05/2021 02:45:00,,,17.2,6.8,9.88,,,,0.52
01/05/2021 03:00:00,,,18.4,6.76,10.56,,,,1.08
01/05/2021 03:15:00,,,17.6,6.28,10.68,,,,0.64
01/05/2021 03:30:00,,,18,6.4,10.88,,,,0.72
01/05/2021 03:45:00,,,18.4,6.96,10.84,,,,0.6
01/05/2021 04:00:00,,,18,6.36,10.92,,,,0.72
01/05/2021 04:15:00,,,21.6,6.36,14.2,,,,1.04
01/05/2021 04:30:00,,,19.6,6.4,12.36,,,,0.84
01/05/2021 04:45:00,,,19.2,6.96,11.48,,,,0.76
01/05/2021 05:00:00,,,22.4,6.84,14.48,,,,1.08
01/05/2021 05:15:00,,,26.8,8.56,17.04,,,,1.2
01/05/2021 05:30:00,,,30,9.68,19.28,,,,1.04
01/05/2021 05:45:00,,,35.6,12.76,21.28,,,,1.56
01/05/2021 06:00:00,,,40.39999,14.72,23.68,,,,1.99999
01/05/2021 06:15:00,,,43.6,15.8,25.88,,,,1.92
01/05/2021 06:30:00,,,50.8,15.12,33.48,,,,2.2
01/05/2021 06:45:00,,,50.8,18,30.72,,,,2.08
01/05/2021 07:00:00,,,58.39999,19.72,36.20002,,,,2.47997
01/05/2021 07:15:00,,,67.20001,20.28,43.99999,,,,2.92002
01/05/2021 07:30:00,,,74.80001,22.32,49.32,,,,3.16001
01/05/2021 07:45:00,,,81.60001,22.88,54.83999,,,,3.88002
01/05/2021 08:00:00,,,82.4,22.92,56.12,,,,3.36
01/05/2021 08:15:00,,,87.99998,24.6,59.4,,,,3.99998
01/05/2021 08:30:00,,,81.60001,22.68,55.12,,,,3.80001
01/05/2021 08:45:00,,,82.00001,22.44,56.23999,,,,3.32002
01/05/2021 09:00:00,,,83.2,26,53.39999,,,,3.80001
01/05/2021 09:15:00,,,84.80002,25.16,55.68001,,,,3.96001
01/05/2021 09:30:00,,,86,26.32,56.08001,,,,3.59999
01/05/2021 09:45:00,,,81.60001,25.04,52.92,,,,3.64001
01/05/2021 10:00:00,,,82.8,27,52.36002,,,,3.43998
01/05/2021 10:15:00,,,79.99999,24.68,51.76001,,,,3.55998
01/05/2021 10:30:00,,,82.00001,25.84,52.36002,,,,3.79999
01/05/2021 10:45:00,,,73.19999,21.48,48.31999,,,,3.4
01/05/2021 11:00:00,,,80.39999,23.84,53.12002,,,,3.43997
01/05/2021 11:15:00,,,72,21.88,46.87999,,,,3.24001
01/05/2021 11:30:00,,,69.99998,19,47.84,,,,3.15998
01/05/2021 11:45:00,,,70.40002,22.84,44.6,,,,2.96002
01/05/2021 12:00:00,,,67.20001,24,40.11998,,,,3.08003
01/05/2021 12:15:00,,,61.99999,23.84,35.48,,,,2.67999
01/05/2021 12:30:00,,,57.6,19.84,35.44,,,,2.32
01/05/2021 12:45:00,,,53.6,18.92,32.32,,,,2.36
01/05/2021 13:00:00,,,53.6,18.28,32.8,,,,2.52
01/05/2021 13:15:00,,,51.59999,17.76,31.52,,,,2.31999
01/05/2021 13:30:00,,,54,19.28,32.4,,,,2.32
01/05/2021 13:45:00,,,49.60001,18.84,28.92,,,,1.84001
01/05/2021 14:00:00,,,51.19999,19.64,29.4,,,,2.15999
01/05/2021 14:15:00,,,60.40001,18.6,38.95999,,,,2.84002
01/05/2021 14:30:00,,,62.79998,20.68,39.35999,,,,2.75999
01/05/2021 14:45:00,,,61.2,19.6,38.92,,,,2.68
01/05/2021 15:00:00,,,54.4,18.88,33.2,,,,2.32
01/05/2021 15:15:00,,,56.40001,18.64,35.12,,,,2.64001
01/05/2021 15:30:00,,,59.19998,22.36,34.52,,,,2.31998
01/05/2021 15:45:00,,,57.2,21.76,33,,,,2.44
01/05/2021 16:00:00,,,60.8,20.84,37.44,,,,2.52
01/05/2021 16:15:00,,,56.80001,19.2,34.92,,,,2.68001
01/05/2021 16:30:00,,,57.2,22.2,32.68,,,,2.32
01/05/2021 16:45:00,,,57.2,21,33.84,,,,2.36
01/05/2021 17:00:00,,,58,21.2,34.32,,,,2.48
01/05/2021 17:15:00,,,63.20002,23.4,37.12,,,,2.68002
01/05/2021 17:30:00,,,62.79998,23.64,36.56002,,,,2.59996
01/05/2021 17:45:00,,,62.39999,23.2,36.24001,,,,2.95998
01/05/2021 18:00:00,,,62.39999,21.36,38.48,,,,2.55999
01/05/2021 18:15:00,,,58.79999,20.04,36.20002,,,,2.55997
01/05/2021 18:30:00,,,56.80001,19.24,35,,,,2.56001
01/05/2021 18:45:00,,,55.59998,18.72,34.64,,,,2.23998
01/05/2021 19:00:00,,,55.59998,20.6,32.36,,,,2.63998
01/05/2021 19:15:00,,,50.8,18,30.84,,,,1.96
01/05/2021 19:30:00,,,48.39998,16.64,29.44,,,,2.31998
01/05/2021 19:45:00,,,46.8,14.8,30.12,,,,1.88
01/05/2021 20:00:00,,,50.4,15.08,32.84,,,,2.48
01/05/2021 20:15:00,,,51.19999,14.64,34.4,,,,2.15999
01/05/2021 20:30:00,,,46.4,13.68,30.88,,,,1.84
01/05/2021 20:45:00,,,41.60002,12.04,27.64,,,,1.92002
01/05/2021 21:00:00,,,44.39999,13.2,29.08,,,,2.11999
01/05/2021 21:15:00,,,47.99999,14.16,31.68,,,,2.15999
01/05/2021 21:30:00,,,44.39999,14.16,28.44,,,,1.79999
01/05/2021 21:45:00,,,45.60001,13.4,30.32,,,,1.88001
01/05/2021 22:00:00,,,42.8,13.4,27.24,,,,2.16
01/05/2021 22:15:00,,,42.8,12.48,28.64,,,,1.68
01/05/2021 22:30:00,,,32.8,10.04,21.32,,,,1.44
01/05/2021 22:45:00,,,30.8,9.48,20.04,,,,1.28
01/05/2021 23:00:00,,,29.6,8.84,19.32,,,,1.44
01/05/2021 23:15:00,,,28.8,9.84,17.84,,,,1.12
01/05/2021 23:30:00,,,25.2,8.36,15.52,,,,1.32
01/05/2021 23:45:00,,,23.6,8,14.88,,,,0.72
02/05/2021 00:00:00,,,23.6,7.88,14.72,,,,1
02/05/2021 00:15:00,,,22.4,7.48,13.76,,,,1.16
02/05/2021 00:30:00,,,22.4,7.96,13.76,,,,0.68
02/05/2021 00:45:00,,,21.2,6.76,13.32,,,,1.12
02/05/2021 01:00:00,,,21.2,6.84,13.52,,,,0.84
02/05/2021 01:15:00,,,20,6.72,12.4,,,,0.88
02/05/2021 01:30:00,,,20.4,6.96,12.6,,,,0.84
02/05/2021 01:45:00,,,20.4,6.92,12.52,,,,0.96
02/05/2021 02:00:00,,,20,6.76,12.56,,,,0.68
02/05/2021 02:15:00,,,20,6.6,12.64,,,,0.76
02/05/2021 02:30:00,,,20,6.56,12.36,,,,1.08
02/05/2021 02:45:00,,,20,6.8,12.36,,,,0.84
02/05/2021 03:00:00,,,20.4,6.48,13.32,,,,0.6
02/05/2021 03:15:00,,,20.4,6.56,13,,,,0.84
02/05/2021 03:30:00,,,20,6.56,12.56,,,,0.88
02/05/2021 03:45:00,,,20.4,6.76,12.56,,,,1.08
02/05/2021 04:00:00,,,20,6.88,12.56,,,,0.56
02/05/2021 04:15:00,,,20.4,6.44,12.92,,,,1.04
02/05/2021 04:30:00,,,22.4,6.68,14.64,,,,1.08
02/05/2021 04:45:00,,,21.2,7,13.6,,,,0.6
02/05/2021 05:00:00,,,22.8,7.24,14.44,,,,1.12
02/05/2021 05:15:00,,,26,8.92,15.88,,,,1.2
02/05/2021 05:30:00,,,28.4,9.76,17.72,,,,0.92
02/05/2021 05:45:00,,,33.6,14.48,17.44,,,,1.68
02/05/2021 06:00:00,,,34.8,13.92,19.68,,,,1.2
02/05/2021 06:15:00,,,35.2,13.68,19.88,,,,1.64
02/05/2021 06:30:00,,,41.60002,13.92,26,,,,1.68002
02/05/2021 06:45:00,,,53.20001,18.2,32.4,,,,2.60001
02/05/2021 07:00:00,,,55.59998,17.76,35.64,,,,2.19998
02/05/2021 07:15:00,,,62.39999,20.08,39.80002,,,,2.51997
02/05/2021 07:30:00,,,65.99999,22.24,40.84002,,,,2.91997
02/05/2021 07:45:00,,,72.4,21.6,47.56,,,,3.24
02/05/2021 08:00:00,,,77.60002,23.8,50.32001,,,,3.48001
02/05/2021 08:15:00,,,85.20001,22.56,58.83998,,,,3.80003
02/05/2021 08:30:00,,,87.99998,23.28,61.04002,,,,3.67996
02/05/2021 08:45:00,,,86.4,25.92,56.36002,,,,4.11998
02/05/2021 09:00:00,,,81.60001,24.84,53.32,,,,3.44001
02/05/2021 09:15:00,,,79.6,25.16,50.76,,,,3.68
02/05/2021 09:30:00,,,87.19999,27.08,56.27999,,,,3.84
02/05/2021 09:45:00,,,80.39999,26.92,49.92001,,,,3.55998
02/05/2021 10:00:00,,,79.6,23.48,52.56,,,,3.56
02/05/2021 10:15:00,,,74.40001,24.6,46.59998,,,,3.20003
02/05/2021 10:30:00,,,72.4,25.52,43.71998,,,,3.16002
02/05/2021 10:45:00,,,68.4,23.84,41.51999,,,,3.04001
02/05/2021 11:00:00,,,67.60001,21,43.63999,,,,2.96002
02/05/2021 11:15:00,,,65.59999,21.44,41.44,,,,2.71999
02/05/2021 11:30:00,,,64.8,21,40.96001,,,,2.83999
02/05/2021 11:45:00,,,60.8,18.72,39.48001,,,,2.59999
02/05/2021 12:00:00,,,59.60002,21.48,35.48,,,,2.64002
02/05/2021 12:15:00,,,60.8,18.4,39.80002,,,,2.59998
02/05/2021 12:30:00,,,52.40002,16.88,33.04,,,,2.48002
02/05/2021 12:45:00,,,54,19.24,32.28,,,,2.48
02/05/2021 13:00:00,,,50.8,17.64,30.96,,,,2.2
02/05/2021 13:15:00,,,57.6,17.56,37.64002,,,,2.39998
02/05/2021 13:30:00,,,51.59999,18.52,30.92,,,,2.15999
02/05/2021 13:45:00,,,51.59999,18.36,30.96,,,,2.27999
02/05/2021 14:00:00,,,50.8,17.24,31.24,,,,2.32
02/05/2021 14:15:00,,,50.4,18.24,30,,,,2.16
02/05/2021 14:30:00,,,49.60001,17.4,30.08,,,,2.12001
02/05/2021 14:45:00,,,51.99998,16.12,33.24,,,,2.63998
02/05/2021 15:00:00,,,50.8,16.72,32,,,,2.08
02/05/2021 15:15:00,,,59.19998,18.2,38.52,,,,2.47998
02/05/2021 15:30:00,,,55.59998,15.8,37.08,,,,2.71998
02/05/2021 15:45:00,,,60.00001,16.56,41.11999,,,,2.32002
02/05/2021 16:00:00,,,53.20001,15.92,34.68,,,,2.60001
02/05/2021 16:15:00,,,54,18.84,32.96,,,,2.2
02/05/2021 16:30:00,,,54.4,19.08,33.16,,,,2.16
02/05/2021 16:45:00,,,59.60002,21.92,34.84,,,,2.84002
02/05/2021 17:00:00,,,63.20002,23.48,37.19999,,,,2.52003
02/05/2021 17:15:00,,,66.39998,23.16,40.24001,,,,2.99997
02/05/2021 17:30:00,,,61.99999,21.24,38.16,,,,2.59999
02/05/2021 17:45:00,,,63.60001,20.24,40.56001,,,,2.8
02/05/2021 18:00:00,,,61.99999,21.4,37.64002,,,,2.95997
02/05/2021 18:15:00,,,59.60002,19.72,37.28002,,,,2.6
02/05/2021 18:30:00,,,61.2,19.56,38.84,,,,2.8
02/05/2021 18:45:00,,,57.2,20.36,34.48,,,,2.36
02/05/2021 19:00:00,,,57.2,18.72,36,,,,2.48
02/05/2021 19:15:00,,,55.59998,18.8,34.28,,,,2.51998
02/05/2021 19:30:00,,,51.99998,16.24,33.6,,,,2.15998
02/05/2021 19:45:00,,,46.4,14.52,29.64,,,,2.24
02/05/2021 20:00:00,,,48.39998,15.04,31.44,,,,1.91998
02/05/2021 20:15:00,,,48.80002,15.32,30.96,,,,2.52002
02/05/2021 20:30:00,,,43.6,13.72,28,,,,1.88
02/05/2021 20:45:00,,,39.6,13.16,24.56,,,,1.88
02/05/2021 21:00:00,,,41.60002,12.8,26.96,,,,1.84002
02/05/2021 21:15:00,,,47.59999,15.04,30.64,,,,1.91999
02/05/2021 21:30:00,,,46.00001,16.12,27.76,,,,2.12001
02/05/2021 21:45:00,,,45.20002,14,29.36,,,,1.84002
02/05/2021 22:00:00,,,39.6,12.96,24.8,,,,1.84
02/05/2021 22:15:00,,,36.4,12.16,22.72,,,,1.52
02/05/2021 22:30:00,,,32,11.2,19.48,,,,1.32
02/05/2021 22:45:00,,,30.4,9.24,19.68,,,,1.48
02/05/2021 23:00:00,,,26.8,9.28,16.52,,,,1
02/05/2021 23:15:00,,,25.6,8.44,15.72,,,,1.44
02/05/2021 23:30:00,,,23.2,7.84,14.56,,,,0.8
02/05/2021 23:45:00,,,24,8.68,14.16,,,,1.16
03/05/2021 00:00:00,,,22,8.2,12.96,,,,0.84
03/05/2021 00:15:00,,,20.4,7.32,12.28,,,,0.8
03/05/2021 00:30:00,,,20.4,7.16,12.4,,,,0.84
03/05/2021 00:45:00,,,19.6,7.28,11.56,,,,0.76
03/05/2021 01:00:00,,,19.2,7.08,11.28,,,,0.84
03/05/2021 01:15:00,,,20.4,6.96,12.36,,,,1.08
03/05/2021 01:30:00,,,18.8,7.08,10.96,,,,0.76
03/05/2021 01:45:00,,,18,6.96,10.56,,,,0.48
03/05/2021 02:00:00,,,18.8,7.36,10.64,,,,0.8
03/05/2021 02:15:00,,,18.4,6.76,10.68,,,,0.96
03/05/2021 02:30:00,,,18.4,7.04,10.52,,,,0.84
03/05/2021 02:45:00,,,18,6.8,10.76,,,,0.44
03/05/2021 03:00:00,,,18,6.68,10.44,,,,0.88
03/05/2021 03:15:00,,,18,6.84,10.48,,,,0.68
03/05/2021 03:30:00,,,19.2,6.92,11.36,,,,0.92
03/05/2021 03:45:00,,,18.4,6.88,10.84,,,,0.68
03/05/2021 04:00:00,,,18.8,6.96,10.92,,,,0.92
03/05/2021 04:15:00,,,18.8,7.16,10.96,,,,0.68
03/05/2021 04:30:00,,,19.2,6.96,11.28,,,,0.96
03/05/2021 04:45:00,,,20.8,7.28,12.6,,,,0.92
03/05/2021 05:00:00,,,24.8,7.68,16.12,,,,1
03/05/2021 05:15:00,,,25.6,9.2,15.44,,,,0.96
03/05/2021 05:30:00,,,26,10.04,14.84,,,,1.12
03/05/2021 05:45:00,,,32.4,12.8,17.92,,,,1.68
03/05/2021 06:00:00,,,37.59998,15.08,20.96,,,,1.55998
03/05/2021 06:15:00,,,39.2,15.8,21.88,,,,1.52
03/05/2021 06:30:00,,,46.4,16.4,28.16,,,,1.84
03/05/2021 06:45:00,,,52.80001,20,30.56,,,,2.24001
03/05/2021 07:00:00,,,61.99999,22.76,36.56002,,,,2.67997
03/05/2021 07:15:00,,,64.4,22.2,39.35999,,,,2.84001
03/05/2021 07:30:00,,,68,22.24,42.99998,,,,2.76002
03/05/2021 07:45:00,,,83.2,21,58.60001,,,,3.59999
03/05/2021 08:00:00,,,86.4,22.76,59.60002,,,,4.03998
03/05/2021 08:15:00,,,87.19999,23.4,59.76,,,,4.03999
03/05/2021 08:30:00,,,89.20001,25.4,59.92002,,,,3.87999
03/05/2021 08:45:00,,,96.8,26.32,65.99999,,,,4.48001
03/05/2021 09:00:00,,,98.79998,25.92,68.51999,,,,4.35999
03/05/2021 09:15:00,,,98.39999,26.4,67.75999,,,,4.24
03/05/2021 09:30:00,,,96.40001,28.2,63.56002,,,,4.63999
03/05/2021 09:45:00,,,81.60001,24.04,54.04,,,,3.52001
03/05/2021 10:00:00,,,81.20002,23.48,54,,,,3.72002
03/05/2021 10:15:00,,,81.20002,21.64,55.96002,,,,3.6
03/05/2021 10:30:00,,,72.4,22.16,47.16,,,,3.08
03/05/2021 10:45:00,,,71.6,21.72,46.55999,,,,3.32001
03/05/2021 11:00:00,,,66.39998,20.52,42.95999,,,,2.91999
03/05/2021 11:15:00,,,65.59999,22,40.84002,,,,2.75997
03/05/2021 11:30:00,,,66.39998,21.68,41.72,,,,2.99998
03/05/2021 11:45:00,,,64.8,19.56,42.23999,,,,3.00001
03/05/2021 12:00:00,,,62.39999,19.92,39.64,,,,2.83999
03/05/2021 12:15:00,,,57.6,18.16,37.08,,,,2.36
03/05/2021 12:30:00,,,56.00002,17.96,35.44,,,,2.60002
03/05/2021 12:45:00,,,56.00002,18.2,35.6,,,,2.20002
03/05/2021 13:00:00,,,51.99998,17.44,32.08,,,,2.47998
03/05/2021 13:15:00,,,50.4,16.8,31.44,,,,2.16
03/05/2021 13:30:00,,,51.19999,16.32,32.68,,,,2.19999
03/05/2021 13:45:00,,,49.20001,14.28,32.52,,,,2.40001
03/05/2021 14:00:00,,,47.59999,16.52,29.08,,,,1.99999
03/05/2021 14:15:00,,,49.20001,17.84,29.16,,,,2.20001
03/05/2021 14:30:00,,,54,16.44,35.2,,,,2.36
03/05/2021 14:45:00,,,48.39998,15.52,30.72,,,,2.15998
03/05/2021 15:00:00,,,50,16.28,31.4,,,,2.32
03/05/2021 15:15:00,,,53.6,16.88,34.24,,,,2.48
03/05/2021 15:30:00,,,51.99998,16.28,33.6,,,,2.11998
03/05/2021 15:45:00,,,51.59999,16.32,32.8,,,,2.47999
03/05/2021 16:00:00,,,52.80001,16.72,33.88,,,,2.20001
03/05/2021 16:15:00,,,52.80001,15.36,35.2,,,,2.24001
03/05/2021 16:30:00,,,56.40001,18.4,35.4,,,,2.60001
03/05/2021 16:45:00,,,62.39999,21.92,37.64002,,,,2.83997
03/05/2021 17:00:00,,,63.20002,19.08,41.60002,,,,2.52
03/05/2021 17:15:00,,,66.39998,21.72,41.83999,,,,2.83999
03/05/2021 17:30:00,,,69.19999,20.16,45.87998,,,,3.16001
03/05/2021 17:45:00,,,70.40002,23.84,43.44001,,,,3.12001
03/05/2021 18:00:00,,,68.4,22.12,43.27999,,,,3.00001
03/05/2021 18:15:00,,,65.99999,22.28,41,,,,2.71999
03/05/2021 18:30:00,,,62.39999,19.24,40.47998,,,,2.68001
03/05/2021 18:45:00,,,58.79999,16.6,39.56,,,,2.63999
03/05/2021 19:00:00,,,58.39999,18.8,37.04,,,,2.55999
03/05/2021 19:15:00,,,54.79999,17.8,34.64,,,,2.35999
03/05/2021 19:30:00,,,52.80001,16.48,34,,,,2.32001
03/05/2021 19:45:00,,,52.80001,16.32,34,,,,2.48001
03/05/2021 20:00:00,,,46.4,14.04,30.36,,,,2
03/05/2021 20:15:00,,,45.20002,13.52,29.88,,,,1.80002
03/05/2021 20:30:00,,,47.59999,14.36,31.12,,,,2.11999
03/05/2021 20:45:00,,,43.2,15.2,26,,,,2
03/05/2021 21:00:00,,,40,12.84,25.56,,,,1.6
03/05/2021 21:15:00,,,50,16.6,31.24,,,,2.16
03/05/2021 21:30:00,,,43.2,14.8,26.16,,,,2.24
03/05/2021 21:45:00,,,42.8,13.08,28.04,,,,1.68
03/05/2021 22:00:00,,,36,11.48,22.8,,,,1.72
03/05/2021 22:15:00,,,30,9.6,19.16,,,,1.24
03/05/2021 22:30:00,,,29.2,9.32,18.64,,,,1.24
03/05/2021 22:45:00,,,26.8,8.36,17.2,,,,1.24
03/05/2021 23:00:00,,,23.2,7.88,14.52,,,,0.8
03/05/2021 23:15:00,,,24,7.72,15.04,,,,1.24
03/05/2021 23:30:00,,,22,7.72,13.28,,,,1
03/05/2021 23:45:00,,,20.4,7.56,11.88,,,,0.96
04/05/2021 00:00:00,,,19.6,7.6,11.32,,,,0.68
04/05/2021 00:15:00,,,19.2,7.12,11.16,,,,0.92
04/05/2021 00:30:00,,,19.2,6.96,11.36,,,,0.88
04/05/2021 00:45:00,,,18,7.04,10.32,,,,0.64
04/05/2021 01:00:00,,,18,6.56,10.8,,,,0.64
04/05/2021 01:15:00,,,20.8,6.6,13.28,,,,0.92
04/05/2021 01:30:00,,,18,6.68,10.72,,,,0.6
04/05/2021 01:45:00,,,17.6,6.36,10.4,,,,0.84
04/05/2021 02:00:00,,,17.6,6.44,10.24,,,,0.92
04/05/2021 02:15:00,,,17.6,6.24,10.76,,,,0.6
04/05/2021 02:30:00,,,17.2,6.32,10.2,,,,0.68
04/05/2021 02:45:00,,,16.8,6.08,9.88,,,,0.84
04/05/2021 03:00:00,,,18.8,6.32,11.96,,,,0.52
04/05/2021 03:15:00,,,17.2,6.08,10.4,,,,0.72
04/05/2021 03:30:00,,,17.6,6.4,10.56,,,,0.64
04/05/2021 03:45:00,,,18.8,6.2,11.6,,,,1
04/05/2021 04:00:00,,,18.8,6.4,11.56,,,,0.84
04/05/2021 04:15:00,,,21.6,7.08,13.76,,,,0.76
04/05/2021 04:30:00,,,21.2,7.16,13.08,,,,0.96
04/05/2021 04:45:00,,,24.8,7.96,15.64,,,,1.2
04/05/2021 05:00:00,,,27.2,8.6,17.36,,,,1.24
04/05/2021 05:15:00,,,36.79999,10.92,24.4,,,,1.47999
04/05/2021 05:30:00,,,45.60001,12.76,30.84,,,,2.00001
