Date of Reading,(IN) SD1101 (Flow) (Flow (m3/hr)),(OUT) SD1003 (Flow) (Flow (m3/hr)),Southdown WSR 12" outlet TM to Queenborough (Balance) (Flow (m3/hr))
05/04/2022 00:00:00,35.6,27.2,8.4
05/04/2022 00:15:00,36,28,8
05/04/2022 00:30:00,36.79999,28,8.79999
05/04/2022 00:45:00,36.4,27.33333,9.06667
05/04/2022 01:00:00,32.4,24.8,7.6
05/04/2022 01:15:00,35.6,28.66667,6.93333
05/04/2022 01:30:00,35.6,27.2,8.4
05/04/2022 01:45:00,34.4,26,8.4
05/04/2022 02:00:00,33.2,25.2,8
05/04/2022 02:15:00,34.8,26.66667,8.13333
05/04/2022 02:30:00,35.2,27.6,7.6
05/04/2022 02:45:00,31.6,24,7.6
05/04/2022 03:00:00,35.2,27.2,8
05/04/2022 03:15:00,34.8,26.66667,8.13333
05/04/2022 03:30:00,32.8,26,6.8
05/04/2022 03:45:00,34,27.33333,6.66667
05/04/2022 04:00:00,35.6,28.4,7.2
05/04/2022 04:15:00,37.59998,30,7.59998
05/04/2022 04:30:00,35.2,28.4,6.8
05/04/2022 04:45:00,38.00002,31.33333,6.66669
05/04/2022 05:00:00,38.00002,30.8,7.20002
05/04/2022 05:15:00,38.40001,30,8.40001
05/04/2022 05:30:00,40,32.4,7.6
05/04/2022 05:45:00,43.6,35.33333,8.26667
05/04/2022 06:00:00,44.39999,36,8.39999
05/04/2022 06:15:00,45.60001,37.33334,8.26667
05/04/2022 06:30:00,48.39998,40.00001,8.39997
05/04/2022 06:45:00,50.8,42.66667,8.13333
05/04/2022 07:00:00,51.59999,43.2,8.39999
05/04/2022 07:15:00,50.8,42.00001,8.79999
05/04/2022 07:30:00,53.6,44.8,8.8
05/04/2022 07:45:00,54,45.33333,8.66667
05/04/2022 08:00:00,55.19999,46.39999,8.8
05/04/2022 08:15:00,55.19999,45.33333,9.86666
05/04/2022 08:30:00,55.19999,46.39999,8.8
05/04/2022 08:45:00,55.19999,45.33333,9.86666
05/04/2022 09:00:00,53.6,45.2,8.4
05/04/2022 09:15:00,54.4,46,8.4
05/04/2022 09:30:00,52.80001,44.8,8.00001
05/04/2022 09:45:00,54.4,46,8.4
05/04/2022 10:00:00,53.20001,44.8,8.40001
05/04/2022 10:15:00,51.59999,43.33334,8.26665
05/04/2022 10:30:00,54,45.2,8.8
05/04/2022 10:45:00,50.8,41.33334,9.46666
05/04/2022 11:00:00,53.20001,44.4,8.80001
05/04/2022 11:15:00,52.40002,42.66667,9.73335
05/04/2022 11:30:00,51.59999,42.80001,8.79998
05/04/2022 11:45:00,49.60001,39.33334,10.26667
05/04/2022 12:00:00,51.19999,41.60001,9.59998
05/04/2022 12:15:00,49.60001,40.00001,9.6
05/04/2022 12:30:00,48.39998,40.00001,8.39997
05/04/2022 12:45:00,50.8,41.33334,9.46666
05/04/2022 13:00:00,50.4,41.60001,8.79999
05/04/2022 13:15:00,49.60001,41.33334,8.26667
05/04/2022 13:30:00,48.80002,40.00001,8.80001
05/04/2022 13:45:00,47.2,38,9.2
05/04/2022 14:00:00,46.4,38.4,8
05/04/2022 14:15:00,45.60001,37.33334,8.26667
05/04/2022 14:30:00,46.8,38.40001,8.39999
05/04/2022 14:45:00,46.4,38.66667,7.73333
05/04/2022 15:00:00,47.99999,39.20001,8.79998
05/04/2022 15:15:00,46.4,38.66667,7.73333
05/04/2022 15:30:00,49.60001,40.80001,8.8
05/04/2022 15:45:00,49.60001,40.66668,8.93333
05/04/2022 16:00:00,49.20001,40.80001,8.4
05/04/2022 16:15:00,51.59999,42.00001,9.59998
05/04/2022 16:30:00,51.99998,43.60001,8.39997
05/04/2022 16:45:00,54.4,45.33333,9.06667
05/04/2022 17:00:00,51.99998,43.2,8.79998
05/04/2022 17:15:00,51.99998,43.33334,8.66664
05/04/2022 17:30:00,52.80001,43.6,9.20001
05/04/2022 17:45:00,51.59999,42.00001,9.59998
05/04/2022 18:00:00,54.79999,45.2,9.59999
05/04/2022 18:15:00,51.99998,42.66668,9.3333
05/04/2022 18:30:00,54.4,44.8,9.6
05/04/2022 18:45:00,51.99998,42.66668,9.3333
05/04/2022 19:00:00,49.20001,40.00001,9.2
05/04/2022 19:15:00,52.80001,44,8.80001
05/04/2022 19:30:00,50.8,41.20001,9.59999
05/04/2022 19:45:00,51.19999,42.00001,9.19998
05/04/2022 20:00:00,46.00001,37.6,8.40001
05/04/2022 20:15:00,44.79998,36.66667,8.13331
05/04/2022 20:30:00,44.39999,36,8.39999
05/04/2022 20:45:00,42.00001,34.66667,7.33334
05/04/2022 21:00:00,43.2,35.2,8
05/04/2022 21:15:00,41.19998,33.33333,7.86665
05/04/2022 21:30:00,40,32.4,7.6
05/04/2022 21:45:00,40,32.66667,7.33333
05/04/2022 22:00:00,39.6,32,7.6
05/04/2022 22:15:00,39.2,31.33333,7.86667
05/04/2022 22:30:00,37.59998,30.4,7.19998
05/04/2022 22:45:00,35.6,28,7.6
05/04/2022 23:00:00,35.2,28.4,6.8
05/04/2022 23:15:00,34.8,28,6.8
05/04/2022 23:30:00,33.2,26.4,6.8
05/04/2022 23:45:00,34,28,6
06/04/2022 00:00:00,32.8,26.4,6.4
06/04/2022 00:15:00,39.6,31.33333,8.26667
06/04/2022 00:30:00,34,27.2,6.8
06/04/2022 00:45:00,33.2,26.66667,6.53333
06/04/2022 01:00:00,34.4,27.6,6.8
06/04/2022 01:15:00,34.4,,34.4
06/04/2022 01:30:00,32.8,,32.8
06/04/2022 01:45:00,30.8,24.66667,6.13333
06/04/2022 02:00:00,32,26,6
06/04/2022 02:15:00,30.8,25.33333,5.46667
06/04/2022 02:30:00,31.2,24.8,6.4
06/04/2022 02:45:00,31.6,26,5.6
06/04/2022 03:00:00,30.4,24.4,6
06/04/2022 03:15:00,31.6,25.33333,6.26667
06/04/2022 03:30:00,32.8,26.4,6.4
06/04/2022 03:45:00,31.6,26,5.6
06/04/2022 04:00:00,32.4,26,6.4
06/04/2022 04:15:00,36,30,6
06/04/2022 04:30:00,36.79999,30,6.79999
06/04/2022 04:45:00,36,30,6
06/04/2022 05:00:00,36,29.2,6.8
06/04/2022 05:15:00,37.59998,30.66667,6.93331
06/04/2022 05:30:00,38.00002,32,6.00002
06/04/2022 05:45:00,40.39999,32.66667,7.73332
06/04/2022 06:00:00,41.19998,34,7.19998
06/04/2022 06:15:00,44.79998,36.66667,8.13331
06/04/2022 06:30:00,46.8,38.80001,7.99999
06/04/2022 06:45:00,48.80002,41.33334,7.46668
06/04/2022 07:00:00,48.80002,40.40001,8.40001
06/04/2022 07:15:00,50,42.00001,7.99999
06/04/2022 07:30:00,52.40002,43.60001,8.80001
06/04/2022 07:45:00,55.19999,46,9.19999
06/04/2022 08:00:00,54.4,45.6,8.8
06/04/2022 08:15:00,54.79999,45.33333,9.46666
06/04/2022 08:30:00,51.99998,43.60001,8.39997
06/04/2022 08:45:00,51.99998,44,7.99998
06/04/2022 09:00:00,54,45.6,8.4
06/04/2022 09:15:00,54.4,46,8.4
06/04/2022 09:30:00,55.19999,46.39999,8.8
06/04/2022 09:45:00,50.8,41.33334,9.46666
06/04/2022 10:00:00,49.60001,41.60001,8
06/04/2022 10:15:00,49.20001,39.33334,9.86667
06/04/2022 10:30:00,50,42.00001,7.99999
06/04/2022 10:45:00,50.8,42.00001,8.79999
06/04/2022 11:00:00,47.59999,40.40001,7.19998
06/04/2022 11:15:00,49.60001,,49.60001
06/04/2022 11:30:00,48.80002,,48.80002
06/04/2022 11:45:00,49.20001,42.00001,7.2
06/04/2022 12:00:00,51.19999,42.80001,8.39998
06/04/2022 12:15:00,52.80001,44.72727,8.07274
06/04/2022 12:30:00,50.8,42.40001,8.39999
06/04/2022 12:45:00,46.00001,38,8.00001
06/04/2022 13:00:00,48.80002,41.20001,7.60001
06/04/2022 13:15:00,49.20001,42.66668,6.53333
06/04/2022 13:30:00,49.20001,41.60001,7.6
06/04/2022 13:45:00,47.99999,41.33334,6.66665
06/04/2022 14:00:00,48.80002,41.20001,7.60001
06/04/2022 14:15:00,48.80002,41.33334,7.46668
06/04/2022 14:30:00,46.4,39.20001,7.19999
06/04/2022 14:45:00,49.60001,42.66668,6.93333
06/04/2022 15:00:00,46.4,39.6,6.8
06/04/2022 15:15:00,45.60001,39.33334,6.26667
06/04/2022 15:30:00,45.60001,38.80001,6.8
06/04/2022 15:45:00,45.60001,40.00001,5.6
06/04/2022 16:00:00,52.80001,45.20001,7.6
06/04/2022 16:15:00,47.59999,40.66667,6.93332
06/04/2022 16:30:00,47.59999,40.40001,7.19998
06/04/2022 16:45:00,47.59999,40.00001,7.59998
06/04/2022 17:00:00,47.99999,40.80001,7.19998
06/04/2022 17:15:00,49.60001,41.33334,8.26667
06/04/2022 17:30:00,53.20001,45.2,8.00001
06/04/2022 17:45:00,50.8,41.33334,9.46666
06/04/2022 18:00:00,51.19999,43.20001,7.99998
06/04/2022 18:15:00,56.40001,48.66666,7.73335
06/04/2022 18:30:00,51.99998,44,7.99998
06/04/2022 18:45:00,50,40.66668,9.33332
06/04/2022 19:00:00,46.4,39.60001,6.79999
06/04/2022 19:15:00,46.4,39.33334,7.06666
06/04/2022 19:30:00,43.99999,37.2,6.79999
06/04/2022 19:45:00,45.60001,38,7.60001
06/04/2022 20:00:00,44.79998,38,6.79998
06/04/2022 20:15:00,48.39998,42,6.39998
06/04/2022 20:30:00,44.39999,37.2,7.19999
06/04/2022 20:45:00,43.2,36.66667,6.53333
06/04/2022 21:00:00,42.8,35.6,7.2
06/04/2022 21:15:00,44.39999,38,6.39999
06/04/2022 21:30:00,43.2,36,7.2
06/04/2022 21:45:00,39.6,32.66667,6.93333
06/04/2022 22:00:00,37.59998,31.6,5.99998
06/04/2022 22:15:00,38.40001,32,6.40001
06/04/2022 22:30:00,34.4,28.8,5.6
06/04/2022 22:45:00,36.4,30.66667,5.73333
06/04/2022 23:00:00,36,30.4,5.6
06/04/2022 23:15:00,31.6,26.66667,4.93333
06/04/2022 23:30:00,40.79999,34.4,6.39999
06/04/2022 23:45:00,31.6,26,5.6
07/04/2022 00:00:00,32,30,2
07/04/2022 00:15:00,34.8,29.33333,5.46667
07/04/2022 00:30:00,33.6,28,5.6
07/04/2022 00:45:00,32.4,27.33333,5.06667
07/04/2022 01:00:00,34,28.4,5.6
07/04/2022 01:15:00,32.4,27.33333,5.06667
07/04/2022 01:30:00,31.2,26.4,4.8
07/04/2022 01:45:00,31.6,26.66667,4.93333
07/04/2022 02:00:00,30.4,25.6,4.8
07/04/2022 02:15:00,30,24,6
07/04/2022 02:30:00,30,25.6,4.4
07/04/2022 02:45:00,29.6,24.66667,4.93333
07/04/2022 03:00:00,29.2,24.8,4.4
07/04/2022 03:15:00,29.2,24.66667,4.53333
07/04/2022 03:30:00,30,25.2,4.8
07/04/2022 03:45:00,30,24.66667,5.33333
07/04/2022 04:00:00,30,25.6,4.4
07/04/2022 04:15:00,32,27.33333,4.66667
07/04/2022 04:30:00,32,27.6,4.4
07/04/2022 04:45:00,34.4,29.33333,5.06667
07/04/2022 05:00:00,36.4,30.8,5.6
07/04/2022 05:15:00,38.00002,31.33333,6.66669
07/04/2022 05:30:00,40,33.6,6.4
07/04/2022 05:45:00,39.6,33.33333,6.26667
07/04/2022 06:00:00,43.6,36.4,7.2
07/04/2022 06:15:00,46.4,40.00001,6.39999
07/04/2022 06:30:00,46.8,39.60001,7.19999
07/04/2022 06:45:00,46.8,38.66667,8.13333
07/04/2022 07:00:00,47.99999,40.40001,7.59998
07/04/2022 07:15:00,49.20001,,49.20001
07/04/2022 07:30:00,52.40002,,52.40002
07/04/2022 07:45:00,50.8,44,6.8
07/04/2022 08:00:00,51.19999,44,7.19999
07/04/2022 08:15:00,56.80001,47.99999,8.80002
07/04/2022 08:30:00,54.79999,46.8,7.99999
07/04/2022 08:45:00,52.40002,43.33334,9.06668
07/04/2022 09:00:00,54.79999,46.79999,8
07/04/2022 09:15:00,52.40002,44.66667,7.73335
07/04/2022 09:30:00,53.20001,45.2,8.00001
07/04/2022 09:45:00,48.80002,41.33334,7.46668
07/04/2022 10:00:00,47.2,40.00001,7.19999
07/04/2022 10:15:00,50,42.66668,7.33332
07/04/2022 10:30:00,50,43.2,6.8
07/04/2022 10:45:00,51.19999,44,7.19999
07/04/2022 11:00:00,49.20001,43.2,6.00001
07/04/2022 11:15:00,49.20001,43.33334,5.86667
07/04/2022 11:30:00,47.99999,41.60001,6.39998
07/04/2022 11:45:00,46.00001,39.33334,6.66667
07/04/2022 12:00:00,45.60001,39.60001,6
07/04/2022 12:15:00,47.2,40.66668,6.53332
07/04/2022 12:30:00,45.20002,39.20001,6.00001
07/04/2022 12:45:00,48.39998,42.66668,5.7333
07/04/2022 13:00:00,46.8,40.80001,5.99999
07/04/2022 13:15:00,47.59999,42.66667,4.93332
07/04/2022 13:30:00,52.80001,45.6,7.20001
07/04/2022 13:45:00,49.60001,43.33334,6.26667
07/04/2022 14:00:00,46.8,40.80001,5.99999
07/04/2022 14:15:00,46.4,40.66668,5.73332
07/04/2022 14:30:00,47.59999,41.60001,5.99998
07/04/2022 14:45:00,47.2,40.66668,6.53332
07/04/2022 15:00:00,46.00001,40.00001,6
07/04/2022 15:15:00,46.8,39.33334,7.46666
07/04/2022 15:30:00,44.79998,39.20001,5.59997
07/04/2022 15:45:00,47.2,40.00001,7.19999
07/04/2022 16:00:00,46.8,40.00001,6.79999
07/04/2022 16:15:00,47.59999,41.33334,6.26665
07/04/2022 16:30:00,50,42.80001,7.19999
07/04/2022 16:45:00,51.19999,45.33333,5.86666
07/04/2022 17:00:00,50.4,43.2,7.2
07/04/2022 17:15:00,50,42.66668,7.33332
07/04/2022 17:30:00,51.19999,43.60001,7.59998
07/04/2022 17:45:00,50.4,42.66668,7.73332
07/04/2022 18:00:00,49.20001,41.60001,7.6
07/04/2022 18:15:00,50,42,8
07/04/2022 18:30:00,47.99999,40.40001,7.59998
07/04/2022 18:45:00,47.2,40.00001,7.19999
07/04/2022 19:00:00,49.60001,41.60001,8
07/04/2022 19:15:00,50.8,42.66667,8.13333
07/04/2022 19:30:00,49.20001,41.20001,8
07/04/2022 19:45:00,47.2,40.00001,7.19999
07/04/2022 20:00:00,49.20001,40.8,8.40001
07/04/2022 20:15:00,49.20001,39.33334,9.86667
07/04/2022 20:30:00,43.2,35.6,7.6
07/04/2022 20:45:00,39.6,32.66667,6.93333
07/04/2022 21:00:00,41.60002,34.4,7.20002
07/04/2022 21:15:00,41.60002,34,7.60002
07/04/2022 21:30:00,41.19998,34,7.19998
07/04/2022 21:45:00,46.4,40.00001,6.39999
07/04/2022 22:00:00,40.39999,33.2,7.19999
07/04/2022 22:15:00,40,31.33333,8.66667
07/04/2022 22:30:00,35.6,28.8,6.8
07/04/2022 22:45:00,37.19999,30,7.19999
07/04/2022 23:00:00,33.2,26.8,6.4
07/04/2022 23:15:00,34,27.33333,6.66667
07/04/2022 23:30:00,38.00002,30.8,7.20002
07/04/2022 23:45:00,34.8,28,6.8
08/04/2022 00:00:00,35.2,28,7.2
08/04/2022 00:15:00,34,28,6
08/04/2022 00:30:00,31.6,25.6,6
08/04/2022 00:45:00,30.8,25.33333,5.46667
08/04/2022 01:00:00,32.4,26.4,6
08/04/2022 01:15:00,32,26.66667,5.33333
08/04/2022 01:30:00,34.8,28.4,6.4
08/04/2022 01:45:00,31.6,25.33333,6.26667
08/04/2022 02:00:00,31.6,25.2,6.4
08/04/2022 02:15:00,32.8,26.66667,6.13333
08/04/2022 02:30:00,31.6,25.6,6
08/04/2022 02:45:00,32.4,26.66667,5.73333
08/04/2022 03:00:00,30.8,24.8,6
08/04/2022 03:15:00,30.4,24.66667,5.73333
08/04/2022 03:30:00,31.2,25.2,6
08/04/2022 03:45:00,32.8,26.66667,6.13333
08/04/2022 04:00:00,33.6,27.2,6.4
08/04/2022 04:15:00,32.4,26.66667,5.73333
08/04/2022 04:30:00,33.6,26.8,6.8
08/04/2022 04:45:00,36,30.66667,5.33333
08/04/2022 05:00:00,37.59998,30.4,7.19998
08/04/2022 05:15:00,38.40001,31.33333,7.06668
08/04/2022 05:30:00,39.2,31.6,7.6
08/04/2022 05:45:00,41.60002,34,7.60002
08/04/2022 06:00:00,41.19998,33.6,7.59998
08/04/2022 06:15:00,42.8,35.33333,7.46667
08/04/2022 06:30:00,48.80002,39.60001,9.20001
08/04/2022 06:45:00,51.59999,,51.59999
08/04/2022 07:00:00,52.40002,,52.40002
08/04/2022 07:15:00,51.59999,,51.59999
08/04/2022 07:30:00,52.40002,,52.40002
08/04/2022 07:45:00,52.40002,,52.40002
08/04/2022 08:00:00,56.80001,,56.80001
08/04/2022 08:15:00,54.4,44,10.4
08/04/2022 08:30:00,51.99998,42.00001,9.99997
08/04/2022 08:45:00,53.6,44.66667,8.93333
08/04/2022 09:00:00,53.6,44,9.6
08/04/2022 09:15:00,52.80001,43.33334,9.46667
08/04/2022 09:30:00,52.80001,43.20001,9.6
08/04/2022 09:45:00,52.80001,,52.80001
08/04/2022 10:00:00,52.80001,,52.80001
08/04/2022 10:15:00,52.80001,44,8.80001
08/04/2022 10:30:00,51.99998,42.40001,9.59997
08/04/2022 10:45:00,52.40002,43.33334,9.06668
08/04/2022 11:00:00,52.40002,42.80001,9.60001
08/04/2022 11:15:00,51.19999,42.00001,9.19998
08/04/2022 11:30:00,50.8,42.00001,8.79999
08/04/2022 11:45:00,52.40002,44,8.40002
08/04/2022 12:00:00,52.80001,43.20001,9.6
08/04/2022 12:15:00,56.00002,46.66666,9.33336
08/04/2022 12:30:00,54,44.8,9.2
08/04/2022 12:45:00,56.80001,46.66666,10.13335
08/04/2022 13:00:00,52.80001,43.60001,9.2
08/04/2022 13:15:00,54.79999,44.66667,10.13332
08/04/2022 13:30:00,54.79999,45.2,9.59999
08/04/2022 13:45:00,54,44,10
08/04/2022 14:00:00,52.80001,43.60001,9.2
08/04/2022 14:15:00,50,40.66668,9.33332
08/04/2022 14:30:00,51.59999,42.40001,9.19998
08/04/2022 14:45:00,50,41.33334,8.66666
08/04/2022 15:00:00,50,41.20001,8.79999
08/04/2022 15:15:00,51.19999,42.66668,8.53331
08/04/2022 15:30:00,49.60001,40.40001,9.2
08/04/2022 15:45:00,50,40.66668,9.33332
08/04/2022 16:00:00,49.60001,41.20001,8.4
08/04/2022 16:15:00,50.4,41.33334,9.06666
08/04/2022 16:30:00,52.40002,43.20001,9.20001
08/04/2022 16:45:00,54,44.66667,9.33333
08/04/2022 17:00:00,50.4,41.60001,8.79999
08/04/2022 17:15:00,54.4,44.66667,9.73333
08/04/2022 17:30:00,50.8,41.60001,9.19999
08/04/2022 17:45:00,54.4,45.33333,9.06667
08/04/2022 18:00:00,52.80001,43.60001,9.2
08/04/2022 18:15:00,50.8,41.33334,9.46666
08/04/2022 18:30:00,50.8,41.60001,9.19999
08/04/2022 18:45:00,51.59999,41.33334,10.26665
08/04/2022 19:00:00,48.80002,39.60001,9.20001
08/04/2022 19:15:00,48.80002,38.66667,10.13335
08/04/2022 19:30:00,46.00001,37.6,8.40001
08/04/2022 19:45:00,45.20002,36,9.20002
08/04/2022 20:00:00,43.99999,35.2,8.79999
08/04/2022 20:15:00,45.20002,36,9.20002
08/04/2022 20:30:00,43.6,35.2,8.4
08/04/2022 20:45:00,43.2,34,9.2
08/04/2022 21:00:00,43.2,34.8,8.4
08/04/2022 21:15:00,44.79998,36,8.79998
08/04/2022 21:30:00,40.79999,32.4,8.39999
08/04/2022 21:45:00,40.79999,32,8.79999
08/04/2022 22:00:00,38.80001,30.8,8.00001
08/04/2022 22:15:00,39.6,31.33333,8.26667
08/04/2022 22:30:00,37.19999,29.2,7.99999
08/04/2022 22:45:00,36.79999,28.66667,8.13332
08/04/2022 23:00:00,35.2,27.6,7.6
08/04/2022 23:15:00,35.6,28,7.6
08/04/2022 23:30:00,34,26,8
08/04/2022 23:45:00,33.6,25.33333,8.26667
09/04/2022 00:00:00,34.4,26.8,7.6
09/04/2022 00:15:00,35.2,26.66667,8.53333
09/04/2022 00:30:00,34,26.8,7.2
09/04/2022 00:45:00,32,24,8
09/04/2022 01:00:00,32,24.8,7.2
09/04/2022 01:15:00,31.2,24,7.2
09/04/2022 01:30:00,32,24.8,7.2
09/04/2022 01:45:00,31.2,24,7.2
09/04/2022 02:00:00,32,24.4,7.6
09/04/2022 02:15:00,31.2,24,7.2
09/04/2022 02:30:00,32.4,24.8,7.6
09/04/2022 02:45:00,34,26.66667,7.33333
09/04/2022 03:00:00,34,26,8
09/04/2022 03:15:00,32.8,25.33333,7.46667
09/04/2022 03:30:00,33.6,26,7.6
09/04/2022 03:45:00,32.8,25.33333,7.46667
09/04/2022 04:00:00,33.6,25.2,8.4
09/04/2022 04:15:00,32.4,24.66667,7.73333
09/04/2022 04:30:00,33.6,25.2,8.4
09/04/2022 04:45:00,34.4,27.33333,7.06667
09/04/2022 05:00:00,35.2,26.4,8.8
09/04/2022 05:15:00,38.00002,29.33333,8.66669
09/04/2022 05:30:00,38.40001,29.6,8.80001
09/04/2022 05:45:00,40.79999,31.33333,9.46666
09/04/2022 06:00:00,40.79999,31.6,9.19999
09/04/2022 06:15:00,43.99999,34.66667,9.33332
09/04/2022 06:30:00,46.8,36.8,10
09/04/2022 06:45:00,48.39998,38,10.39998
09/04/2022 07:00:00,49.60001,38.80001,10.8
09/04/2022 07:15:00,53.20001,41.33334,11.86667
09/04/2022 07:30:00,57.2,45.2,12
09/04/2022 07:45:00,58,46,12
09/04/2022 08:00:00,56.40001,44.8,11.60001
09/04/2022 08:15:00,56.40001,45.33333,11.06668
09/04/2022 08:30:00,60.40001,48.39999,12.00002
09/04/2022 08:45:00,58,47.99999,10.00001
09/04/2022 09:00:00,58,46.79999,11.20001
09/04/2022 09:15:00,58.79999,47.33332,11.46667
09/04/2022 09:30:00,58.39999,46.79999,11.6
09/04/2022 09:45:00,59.19998,48.66666,10.53332
09/04/2022 10:00:00,60.40001,49.19999,11.20002
09/04/2022 10:15:00,56.00002,46,10.00002
09/04/2022 10:30:00,56.40001,46,10.40001
09/04/2022 10:45:00,56.80001,46.66666,10.13335
09/04/2022 11:00:00,55.59998,45.6,9.99998
09/04/2022 11:15:00,54.79999,44.66667,10.13332
09/04/2022 11:30:00,52.80001,42.80001,10
09/04/2022 11:45:00,51.19999,42.00001,9.19998
09/04/2022 12:00:00,55.19999,44.8,10.39999
09/04/2022 12:15:00,52.40002,43.33334,9.06668
09/04/2022 12:30:00,55.19999,44.4,10.79999
09/04/2022 12:45:00,51.99998,42.00001,9.99997
09/04/2022 13:00:00,50.8,41.20001,9.59999
09/04/2022 13:15:00,51.99998,42.66668,9.3333
09/04/2022 13:30:00,47.59999,38.4,9.19999
09/04/2022 13:45:00,49.20001,41.33334,7.86667
09/04/2022 14:00:00,51.19999,41.20001,9.99998
09/04/2022 14:15:00,49.20001,40.66667,8.53334
09/04/2022 14:30:00,50.4,40.80001,9.59999
09/04/2022 14:45:00,46.8,36,10.8
09/04/2022 15:00:00,47.99999,38.80001,9.19998
09/04/2022 15:15:00,50.4,40.00001,10.39999
09/04/2022 15:30:00,52.40002,42.40001,10.00001
09/04/2022 15:45:00,49.20001,38.66667,10.53334
09/04/2022 16:00:00,47.99999,38.4,9.59999
09/04/2022 16:15:00,49.20001,38,11.20001
09/04/2022 16:30:00,46.8,37.2,9.6
09/04/2022 16:45:00,48.80002,40.00001,8.80001
09/04/2022 17:00:00,50.8,40.40001,10.39999
09/04/2022 17:15:00,49.60001,39.33334,10.26667
09/04/2022 17:30:00,51.19999,40.80001,10.39998
09/04/2022 17:45:00,50.8,40.00001,10.79999
09/04/2022 18:00:00,50.8,40.4,10.4
09/04/2022 18:15:00,47.59999,38,9.59999
09/04/2022 18:30:00,49.20001,38.80001,10.4
09/04/2022 18:45:00,49.20001,38.66667,10.53334
09/04/2022 19:00:00,47.99999,37.6,10.39999
09/04/2022 19:15:00,48.80002,,48.80002
09/04/2022 19:30:00,45.20002,,45.20002
09/04/2022 19:45:00,45.20002,35.33333,9.86669
09/04/2022 20:00:00,43.2,34,9.2
09/04/2022 20:15:00,42.40001,33.33333,9.06668
09/04/2022 20:30:00,41.19998,32,9.19998
09/04/2022 20:45:00,42.8,34,8.8
09/04/2022 21:00:00,42.40001,32.4,10.00001
09/04/2022 21:15:00,41.19998,30.66667,10.53331
09/04/2022 21:30:00,42.40001,32.8,9.60001
09/04/2022 21:45:00,40.39999,30.66667,9.73332
09/04/2022 22:00:00,38.00002,28.4,9.60002
09/04/2022 22:15:00,38.40001,29.33333,9.06668
09/04/2022 22:30:00,36.79999,27.6,9.19999
09/04/2022 22:45:00,36.4,27.33333,9.06667
09/04/2022 23:00:00,37.59998,28,9.59998
09/04/2022 23:15:00,34.8,26,8.8
09/04/2022 23:30:00,34.4,25.6,8.8
09/04/2022 23:45:00,37.19999,28.66667,8.53332
10/04/2022 00:00:00,35.6,26.8,8.8
10/04/2022 00:15:00,34.4,25.33333,9.06667
10/04/2022 00:30:00,34.4,25.2,9.2
10/04/2022 00:45:00,34.4,25.33333,9.06667
10/04/2022 01:00:00,32.8,24,8.8
10/04/2022 01:15:00,32,23.33333,8.66667
10/04/2022 01:30:00,33.2,24.4,8.8
10/04/2022 01:45:00,32.8,23.33333,9.46667
10/04/2022 02:00:00,32,23.2,8.8
10/04/2022 02:15:00,32.4,23.33333,9.06667
10/04/2022 02:30:00,33.6,24.8,8.8
10/04/2022 02:45:00,32.8,24,8.8
10/04/2022 03:00:00,34,24.8,9.2
10/04/2022 03:15:00,34.8,26.66667,8.13333
10/04/2022 03:30:00,32.8,23.6,9.2
10/04/2022 03:45:00,32.8,24.66667,8.13333
10/04/2022 04:00:00,32.4,23.6,8.8
10/04/2022 04:15:00,33.2,24,9.2
10/04/2022 04:30:00,32.4,23.6,8.8
10/04/2022 04:45:00,33.2,24,9.2
10/04/2022 05:00:00,34.4,25.6,8.8
10/04/2022 05:15:00,36,26,10
10/04/2022 05:30:00,36.4,26.8,9.6
10/04/2022 05:45:00,37.59998,27.33333,10.26665
10/04/2022 06:00:00,38.40001,28.4,10.00001
10/04/2022 06:15:00,42.40001,32,10.40001
10/04/2022 06:30:00,46.00001,34.8,11.20001
10/04/2022 06:45:00,46.8,36,10.8
10/04/2022 07:00:00,47.2,35.6,11.6
10/04/2022 07:15:00,50.8,39.33334,11.46666
10/04/2022 07:30:00,51.19999,39.60001,11.59998
10/04/2022 07:45:00,54.79999,42.66668,12.13331
10/04/2022 08:00:00,54.79999,42.80001,11.99998
10/04/2022 08:15:00,55.59998,44,11.59998
10/04/2022 08:30:00,60.00001,47.19999,12.80002
10/04/2022 08:45:00,62.79998,49.33332,13.46666
10/04/2022 09:00:00,61.6,48.39999,13.20001
10/04/2022 09:15:00,63.20002,47.99999,15.20003
10/04/2022 09:30:00,60.40001,47.59999,12.80002
10/04/2022 09:45:00,60.40001,47.99999,12.40002
10/04/2022 10:00:00,58.79999,46.39999,12.4
10/04/2022 10:15:00,58.79999,46.66666,12.13333
10/04/2022 10:30:00,60.40001,47.99999,12.40002
10/04/2022 10:45:00,61.2,47.99999,13.20001
10/04/2022 11:00:00,60.40001,47.59999,12.80002
10/04/2022 11:15:00,58,46,12
10/04/2022 11:30:00,56.80001,44.8,12.00001
10/04/2022 11:45:00,54.4,42.66668,11.73332
10/04/2022 12:00:00,54.4,42.80001,11.59999
10/04/2022 12:15:00,56.40001,46,10.40001
10/04/2022 12:30:00,55.59998,43.60001,11.99997
10/04/2022 12:45:00,55.19999,42.66668,12.53331
10/04/2022 13:00:00,52.80001,40.80001,12
10/04/2022 13:15:00,54.4,42.00001,12.39999
10/04/2022 13:30:00,51.59999,40.00001,11.59998
10/04/2022 13:45:00,50.8,38.66667,12.13333
