Date of Reading,(IN) SD1101 (Flow) (Flow (m3/hr)),(OUT) SD1003 (Flow) (Flow (m3/hr)),Southdown WSR 12" outlet TM to Queenborough (Balance) (Flow (m3/hr))
10/12/2022 19:15:00,20.4,36.66667,-16.26667
10/12/2022 19:30:00,16.4,34,-17.6
10/12/2022 19:45:00,15.6,34.66667,-19.06667
10/12/2022 20:00:00,18,36.4,-18.4
10/12/2022 20:15:00,15.2,32,-16.8
10/12/2022 20:30:00,15.6,33.6,-18
10/12/2022 20:45:00,14.8,32,-17.2
10/12/2022 21:00:00,15.6,32.8,-17.2
10/12/2022 21:15:00,20.4,38.66667,-18.26667
10/12/2022 21:30:00,17.2,35.2,-18
10/12/2022 21:45:00,17.2,34.66667,-17.46667
10/12/2022 22:00:00,16.4,34,-17.6
10/12/2022 22:15:00,15.6,32,-16.4
10/12/2022 22:30:00,14.8,32,-17.2
10/12/2022 22:45:00,14.4,31.33333,-16.93333
10/12/2022 23:00:00,15.6,32.4,-16.8
10/12/2022 23:15:00,14.4,30.66667,-16.26667
10/12/2022 23:30:00,13.6,31.2,-17.6
10/12/2022 23:45:00,11.2,30,-18.8
11/12/2022 00:00:00,10.4,28.4,-18
11/12/2022 00:15:00,10.4,27.33333,-16.93333
11/12/2022 00:30:00,10.4,28,-17.6
11/12/2022 00:45:00,9.6,27.33333,-17.73333
11/12/2022 01:00:00,12.8,29.6,-16.8
11/12/2022 01:15:00,12.4,27.33333,-14.93333
11/12/2022 01:30:00,9.6,26.4,-16.8
11/12/2022 01:45:00,9.2,26.66667,-17.46667
11/12/2022 02:00:00,7.6,25.6,-18
11/12/2022 02:15:00,7.2,24.66667,-17.46667
11/12/2022 02:30:00,8,25.2,-17.2
11/12/2022 02:45:00,8.8,26,-17.2
11/12/2022 03:00:00,8.8,26,-17.2
11/12/2022 03:15:00,9.6,26.66667,-17.06667
11/12/2022 03:30:00,8,26,-18
11/12/2022 03:45:00,7.2,25.33333,-18.13333
11/12/2022 04:00:00,7.6,24.8,-17.2
11/12/2022 04:15:00,7.6,26.66667,-19.06667
11/12/2022 04:30:00,7.6,26,-18.4
11/12/2022 04:45:00,6.4,24.66667,-18.26667
11/12/2022 05:00:00,7.6,26,-18.4
11/12/2022 05:15:00,8.4,28,-19.6
11/12/2022 05:30:00,8.4,27.2,-18.8
11/12/2022 05:45:00,8,27.33333,-19.33333
11/12/2022 06:00:00,10.8,28.8,-18
11/12/2022 06:15:00,8.8,27.33333,-18.53333
11/12/2022 06:30:00,9.6,26.8,-17.2
11/12/2022 06:45:00,9.6,27.33333,-17.73333
11/12/2022 07:00:00,12.4,29.2,-16.8
11/12/2022 07:15:00,14,30.66667,-16.66667
11/12/2022 07:30:00,18,33.6,-15.6
11/12/2022 07:45:00,18,33.33333,-15.33333
11/12/2022 08:00:00,20.4,35.6,-15.2
11/12/2022 08:15:00,21.2,35.33333,-14.13333
11/12/2022 08:30:00,22,36.8,-14.8
11/12/2022 08:45:00,26.4,41.33334,-14.93334
11/12/2022 09:00:00,29.2,42.80001,-13.60001
11/12/2022 09:15:00,29.2,44,-14.8
11/12/2022 09:30:00,28.8,42,-13.2
11/12/2022 09:45:00,33.2,46.66666,-13.46666
11/12/2022 10:00:00,29.2,42.8,-13.6
11/12/2022 10:15:00,32,44.66667,-12.66667
11/12/2022 10:30:00,31.6,44.8,-13.2
11/12/2022 10:45:00,31.2,44,-12.8
11/12/2022 11:00:00,30,43.60001,-13.60001
11/12/2022 11:15:00,31.6,44.66667,-13.06667
11/12/2022 11:30:00,34,46.4,-12.4
11/12/2022 11:45:00,34,45.33333,-11.33333
11/12/2022 12:00:00,29.6,43.2,-13.6
11/12/2022 12:15:00,30,42.66668,-12.66668
11/12/2022 12:30:00,31.6,44.8,-13.2
11/12/2022 12:45:00,30.8,44.00001,-13.20001
11/12/2022 13:00:00,31.2,44.4,-13.2
11/12/2022 13:15:00,29.6,42.66668,-13.06668
11/12/2022 13:30:00,26.8,40.40001,-13.60001
11/12/2022 13:45:00,28.4,40.66668,-12.26668
11/12/2022 14:00:00,28.4,42.40001,-14.00001
11/12/2022 14:15:00,30,42.66668,-12.66668
11/12/2022 14:30:00,28,41.60001,-13.60001
11/12/2022 14:45:00,25.2,38.66667,-13.46667
11/12/2022 15:00:00,25.6,39.60001,-14.00001
11/12/2022 15:15:00,25.2,39.33334,-14.13334
11/12/2022 15:30:00,27.2,41.20001,-14.00001
11/12/2022 15:45:00,26.4,40.00001,-13.60001
11/12/2022 16:00:00,24.8,39.20001,-14.40001
11/12/2022 16:15:00,28.4,42.66668,-14.26668
11/12/2022 16:30:00,30.4,43.60001,-13.20001
11/12/2022 16:45:00,26.4,41.33334,-14.93334
11/12/2022 17:00:00,30.4,43.60001,-13.20001
11/12/2022 17:15:00,28.8,42.66667,-13.86667
11/12/2022 17:30:00,30.4,43.60001,-13.20001
11/12/2022 17:45:00,30.8,44,-13.2
11/12/2022 18:00:00,32,44.8,-12.8
11/12/2022 18:15:00,32.8,45.33333,-12.53333
11/12/2022 18:30:00,28.4,41.60001,-13.20001
11/12/2022 18:45:00,32,45.33333,-13.33333
11/12/2022 19:00:00,28.8,42.40001,-13.60001
11/12/2022 19:15:00,28,42,-14
11/12/2022 19:30:00,30,42.80001,-12.80001
11/12/2022 19:45:00,29.2,42.66668,-13.46668
11/12/2022 20:00:00,25.6,40.00001,-14.40001
11/12/2022 20:15:00,22.4,38,-15.6
11/12/2022 20:30:00,23.2,37.6,-14.4
11/12/2022 20:45:00,23.2,38.66667,-15.46667
11/12/2022 21:00:00,23.2,38,-14.8
11/12/2022 21:15:00,23.2,38.66667,-15.46667
11/12/2022 21:30:00,20.8,35.6,-14.8
11/12/2022 21:45:00,19.2,34,-14.8
11/12/2022 22:00:00,21.6,36.4,-14.8
11/12/2022 22:15:00,22.4,37.33334,-14.93334
11/12/2022 22:30:00,18,34,-16
11/12/2022 22:45:00,18.8,35.33334,-16.53334
11/12/2022 23:00:00,18,33.2,-15.2
11/12/2022 23:15:00,17.2,31.33333,-14.13333
11/12/2022 23:30:00,14.4,29.6,-15.2
11/12/2022 23:45:00,14.4,28.66667,-14.26667
12/12/2022 00:00:00,11.2,27.2,-16
12/12/2022 00:15:00,13.6,28,-14.4
12/12/2022 00:30:00,13.2,28.8,-15.6
12/12/2022 00:45:00,12,27.33333,-15.33333
12/12/2022 01:00:00,12.4,27.2,-14.8
12/12/2022 01:15:00,12.4,26.66667,-14.26667
12/12/2022 01:30:00,10,25.6,-15.6
12/12/2022 01:45:00,10.8,26,-15.2
12/12/2022 02:00:00,11.2,26.8,-15.6
12/12/2022 02:15:00,12.8,27.33333,-14.53333
12/12/2022 02:30:00,11.6,27.2,-15.6
12/12/2022 02:45:00,11.2,26.66667,-15.46667
12/12/2022 03:00:00,10,26,-16
12/12/2022 03:15:00,10,26,-16
12/12/2022 03:30:00,10,25.6,-15.6
12/12/2022 03:45:00,13.2,29.25,-16.05
12/12/2022 04:00:00,12.8,27.6,-14.8
12/12/2022 04:15:00,11.6,27,-15.4
12/12/2022 04:30:00,11.2,26,-14.8
12/12/2022 04:45:00,13.2,28,-14.8
12/12/2022 05:00:00,12,27.2,-15.2
12/12/2022 05:15:00,14.4,28.66667,-14.26667
12/12/2022 05:30:00,14.4,29.2,-14.8
12/12/2022 05:45:00,15.6,29.33333,-13.73333
12/12/2022 06:00:00,16.4,30.4,-14
12/12/2022 06:15:00,28.4,41.33334,-12.93334
12/12/2022 06:30:00,23.6,36.4,-12.8
12/12/2022 06:45:00,23.6,36.66667,-13.06667
12/12/2022 07:00:00,25.6,38,-12.4
12/12/2022 07:15:00,28.4,40.66667,-12.26667
12/12/2022 07:30:00,30,42.00001,-12.00001
12/12/2022 07:45:00,28.8,42,-13.2
12/12/2022 08:00:00,30.4,42.00001,-11.60001
12/12/2022 08:15:00,28.4,40.66668,-12.26668
12/12/2022 08:30:00,28.4,40.40001,-12.00001
12/12/2022 08:45:00,26.4,40,-13.6
12/12/2022 09:00:00,27.6,40.00001,-12.40001
12/12/2022 09:15:00,31.6,44.00001,-12.40001
12/12/2022 09:30:00,33.2,44,-10.8
12/12/2022 09:45:00,31.2,42.66668,-11.46668
12/12/2022 10:00:00,32,43.6,-11.6
12/12/2022 10:15:00,32.8,44,-11.2
12/12/2022 10:30:00,32.4,44.4,-12
12/12/2022 10:45:00,28,40.66667,-12.66667
12/12/2022 11:00:00,32,43.60001,-11.60001
12/12/2022 11:15:00,31.6,44,-12.4
12/12/2022 11:30:00,31.2,43.2,-12
12/12/2022 11:45:00,28,40.00001,-12.00001
12/12/2022 12:00:00,28,40.40001,-12.40001
12/12/2022 12:15:00,26.8,38.66667,-11.86667
12/12/2022 12:30:00,30,42.00001,-12.00001
12/12/2022 12:45:00,30.8,43.33334,-12.53334
12/12/2022 13:00:00,26.8,40.00001,-13.20001
12/12/2022 13:15:00,27.6,40.66668,-13.06668
12/12/2022 13:30:00,25.2,38.80001,-13.60001
12/12/2022 13:45:00,25.2,39.33334,-14.13334
12/12/2022 14:00:00,30,42.40001,-12.40001
12/12/2022 14:15:00,27.6,40.66668,-13.06668
12/12/2022 14:30:00,25.2,38.4,-13.2
12/12/2022 14:45:00,27.6,40.66667,-13.06667
12/12/2022 15:00:00,25.6,38.4,-12.8
12/12/2022 15:15:00,28.8,41.33334,-12.53334
12/12/2022 15:30:00,28.4,41.20001,-12.80001
12/12/2022 15:45:00,28,42.00001,-14.00001
12/12/2022 16:00:00,30,42.00001,-12.00001
12/12/2022 16:15:00,28,40.66668,-12.66668
12/12/2022 16:30:00,28.8,40.80001,-12.00001
12/12/2022 16:45:00,28.8,41.33334,-12.53334
12/12/2022 17:00:00,34,45.6,-11.6
12/12/2022 17:15:00,32,44,-12
12/12/2022 17:30:00,30.4,42.40001,-12.00001
12/12/2022 17:45:00,30.4,44,-13.6
12/12/2022 18:00:00,34.8,46,-11.2
12/12/2022 18:15:00,34.4,43.33334,-8.93334
12/12/2022 18:30:00,30.4,42.40001,-12.00001
12/12/2022 18:45:00,31.2,43.33334,-12.13334
12/12/2022 19:00:00,32,43.60001,-11.60001
12/12/2022 19:15:00,33.6,44,-10.4
12/12/2022 19:30:00,30,42.00001,-12.00001
12/12/2022 19:45:00,31.6,44,-12.4
12/12/2022 20:00:00,29.2,41.2,-12
12/12/2022 20:15:00,26,38,-12
12/12/2022 20:30:00,25.6,38.8,-13.2
12/12/2022 20:45:00,28.8,41.33334,-12.53334
12/12/2022 21:00:00,27.6,40.00001,-12.40001
12/12/2022 21:15:00,27.2,40,-12.8
12/12/2022 21:30:00,23.6,36.8,-13.2
12/12/2022 21:45:00,23.2,36,-12.8
12/12/2022 22:00:00,22.4,36.4,-14
12/12/2022 22:15:00,23.6,36,-12.4
12/12/2022 22:30:00,19.6,34,-14.4
12/12/2022 22:45:00,20.4,34.66667,-14.26667
12/12/2022 23:00:00,19.6,33.6,-14
12/12/2022 23:15:00,17.6,31.33333,-13.73333
12/12/2022 23:30:00,15.6,30.8,-15.2
12/12/2022 23:45:00,16.8,32,-15.2
13/12/2022 00:00:00,13.6,29.6,-16
13/12/2022 00:15:00,12.8,28.66667,-15.86667
13/12/2022 00:30:00,13.2,29.2,-16
13/12/2022 00:45:00,14.4,30,-15.6
13/12/2022 01:00:00,12.4,28.8,-16.4
13/12/2022 01:15:00,10,26.66667,-16.66667
13/12/2022 01:30:00,9.2,28,-18.8
13/12/2022 01:45:00,7.2,26.66667,-19.46667
13/12/2022 02:00:00,6,26,-20
13/12/2022 02:15:00,6,26.66667,-20.66667
13/12/2022 02:30:00,5.2,26.4,-21.2
13/12/2022 02:45:00,5.6,,5.6
13/12/2022 03:00:00,7.2,,7.2
13/12/2022 03:15:00,8.4,28,-19.6
13/12/2022 03:30:00,8.8,28.8,-20
13/12/2022 03:45:00,8.4,28.66667,-20.26667
13/12/2022 04:00:00,7.6,27.6,-20
13/12/2022 04:15:00,8,29.33333,-21.33333
13/12/2022 04:30:00,8.8,28,-19.2
13/12/2022 04:45:00,8.4,28,-19.6
13/12/2022 05:00:00,9.6,28.8,-19.2
13/12/2022 05:15:00,10.4,30,-19.6
13/12/2022 05:30:00,11.2,30.4,-19.2
13/12/2022 05:45:00,12.4,32,-19.6
13/12/2022 06:00:00,16.4,34,-17.6
13/12/2022 06:15:00,18,35.33333,-17.33333
13/12/2022 06:30:00,18,34.8,-16.8
13/12/2022 06:45:00,21.6,38.66667,-17.06667
13/12/2022 07:00:00,22.8,38.80001,-16.00001
13/12/2022 07:15:00,25.6,42.00001,-16.40001
13/12/2022 07:30:00,28,43.20001,-15.20001
13/12/2022 07:45:00,26.8,42.66668,-15.86668
13/12/2022 08:00:00,27.6,42.40001,-14.80001
13/12/2022 08:15:00,28,42.66668,-14.66668
13/12/2022 08:30:00,26,40.80001,-14.80001
13/12/2022 08:45:00,25.6,42.00001,-16.40001
13/12/2022 09:00:00,24.8,39.60001,-14.80001
13/12/2022 09:15:00,23.2,39.33334,-16.13334
13/12/2022 09:30:00,0,38.4,-38.4
13/12/2022 09:45:00,0,40.66668,-40.66668
13/12/2022 10:00:00,0,42.00001,-42.00001
13/12/2022 10:15:00,0,40.00001,-40.00001
13/12/2022 10:30:00,0,42,-42
13/12/2022 10:45:00,36,,36
13/12/2022 11:00:00,48.80002,,48.80002
13/12/2022 11:15:00,45.20002,43.33334,1.86668
13/12/2022 11:30:00,39.6,40.00001,-0.40001
13/12/2022 11:45:00,37.59998,40.00001,-2.40003
13/12/2022 12:00:00,33.6,38,-4.4
13/12/2022 12:15:00,34,38.66667,-4.66667
13/12/2022 12:30:00,37.19999,42.00001,-4.80002
13/12/2022 12:45:00,36,42.00001,-6.00001
13/12/2022 13:00:00,35.2,41.20001,-6.00001
13/12/2022 13:15:00,35.6,41.33334,-5.73334
13/12/2022 13:30:00,35.6,42.40001,-6.80001
13/12/2022 13:45:00,30.8,39.33334,-8.53334
13/12/2022 14:00:00,29.2,38.80001,-9.60001
13/12/2022 14:15:00,28.4,40,-11.6
13/12/2022 14:30:00,27.6,40.8,-13.2
13/12/2022 14:45:00,27.2,40.00001,-12.80001
13/12/2022 15:00:00,27.6,40.80001,-13.20001
13/12/2022 15:15:00,32,42.00001,-10.00001
13/12/2022 15:30:00,28,39.20001,-11.20001
13/12/2022 15:45:00,29.2,40.66667,-11.46667
13/12/2022 16:00:00,32,41.60001,-9.60001
13/12/2022 16:15:00,30.4,38.66667,-8.26667
13/12/2022 16:30:00,31.6,40.8,-9.2
13/12/2022 16:45:00,34,42.66667,-8.66667
13/12/2022 17:00:00,36.79999,45.2,-8.40001
13/12/2022 17:15:00,36.79999,45.33333,-8.53334
13/12/2022 17:30:00,30.8,42.4,-11.6
13/12/2022 17:45:00,32,44,-12
13/12/2022 18:00:00,34.4,45.2,-10.8
13/12/2022 18:15:00,33.2,44.66667,-11.46667
13/12/2022 18:30:00,33.6,44,-10.4
13/12/2022 18:45:00,34.4,45.33333,-10.93333
13/12/2022 19:00:00,34.4,44.8,-10.4
13/12/2022 19:15:00,34.8,45.33333,-10.53333
13/12/2022 19:30:00,31.2,42.80001,-11.60001
13/12/2022 19:45:00,27.6,39.33334,-11.73334
13/12/2022 20:00:00,28,41.20001,-13.20001
13/12/2022 20:15:00,28.4,40.66667,-12.26667
13/12/2022 20:30:00,27.2,41.60001,-14.40001
13/12/2022 20:45:00,25.2,40.66668,-15.46668
13/12/2022 21:00:00,22.8,38.80001,-16.00001
13/12/2022 21:15:00,24.8,40.00001,-15.20001
13/12/2022 21:30:00,18.8,36,-17.2
13/12/2022 21:45:00,18.8,35.33334,-16.53334
13/12/2022 22:00:00,15.2,33.2,-18
13/12/2022 22:15:00,15.6,34,-18.4
13/12/2022 22:30:00,14.4,32.8,-18.4
13/12/2022 22:45:00,14.8,32.66667,-17.86667
13/12/2022 23:00:00,16.8,34.4,-17.6
13/12/2022 23:15:00,14.4,30.66667,-16.26667
13/12/2022 23:30:00,11.2,29.6,-18.4
13/12/2022 23:45:00,12.4,30.66667,-18.26667
14/12/2022 00:00:00,9.6,28,-18.4
14/12/2022 00:15:00,10.4,28,-17.6
14/12/2022 00:30:00,8.4,27.2,-18.8
14/12/2022 00:45:00,9.6,28.66667,-19.06667
14/12/2022 01:00:00,11.2,29.2,-18
14/12/2022 01:15:00,12.4,31.33333,-18.93333
14/12/2022 01:30:00,9.2,28.4,-19.2
14/12/2022 01:45:00,10,28.66667,-18.66667
14/12/2022 02:00:00,9.2,28,-18.8
14/12/2022 02:15:00,8.4,27.33333,-18.93333
14/12/2022 02:30:00,10.8,29.2,-18.4
14/12/2022 02:45:00,10.8,29.33333,-18.53333
14/12/2022 03:00:00,10,29.2,-19.2
14/12/2022 03:15:00,8.8,29.33333,-20.53333
14/12/2022 03:30:00,12,30.4,-18.4
14/12/2022 03:45:00,8.8,27.33333,-18.53333
14/12/2022 04:00:00,9.2,28,-18.8
14/12/2022 04:15:00,8.4,28.66667,-20.26667
14/12/2022 04:30:00,10.4,29.2,-18.8
14/12/2022 04:45:00,12,32,-20
14/12/2022 05:00:00,12,30.4,-18.4
14/12/2022 05:15:00,11.6,31.33333,-19.73333
14/12/2022 05:30:00,13.2,32.4,-19.2
14/12/2022 05:45:00,12.8,32.66667,-19.86667
14/12/2022 06:00:00,19.2,37.2,-18
14/12/2022 06:15:00,23.6,39.33334,-15.73334
14/12/2022 06:30:00,18,35.6,-17.6
14/12/2022 06:45:00,21.6,40,-18.4
14/12/2022 07:00:00,24,41.2,-17.2
14/12/2022 07:15:00,28.4,45.33334,-16.93334
14/12/2022 07:30:00,30.4,46.8,-16.4
14/12/2022 07:45:00,28.8,44.66667,-15.86667
14/12/2022 08:00:00,28,44.4,-16.4
14/12/2022 08:15:00,29.2,44.66667,-15.46667
14/12/2022 08:30:00,25.2,42.00001,-16.80001
14/12/2022 08:45:00,23.6,42.66668,-19.06668
14/12/2022 09:00:00,24.4,41.20001,-16.80001
14/12/2022 09:15:00,23.2,40,-16.8
14/12/2022 09:30:00,24.4,41.60001,-17.20001
14/12/2022 09:45:00,27.2,44,-16.8
14/12/2022 10:00:00,25.6,42.80001,-17.20001
14/12/2022 10:15:00,26.8,42.66668,-15.86668
14/12/2022 10:30:00,22.8,40.80001,-18.00001
14/12/2022 10:45:00,24.8,43.33334,-18.53334
14/12/2022 11:00:00,24.8,42.40001,-17.60001
14/12/2022 11:15:00,22.4,41.33334,-18.93334
14/12/2022 11:30:00,24.4,42.40001,-18.00001
14/12/2022 11:45:00,23.2,40.66668,-17.46668
14/12/2022 12:00:00,21.2,40.00001,-18.80001
14/12/2022 12:15:00,21.6,39.33334,-17.73334
14/12/2022 12:30:00,23.2,42.00001,-18.80001
14/12/2022 12:45:00,23.6,42.66667,-19.06667
14/12/2022 13:00:00,23.6,42.40001,-18.80001
14/12/2022 13:15:00,24.4,42.66667,-18.26667
14/12/2022 13:30:00,24.4,42.80001,-18.40001
14/12/2022 13:45:00,23.6,42.00001,-18.40001
14/12/2022 14:00:00,23.2,42.00001,-18.80001
14/12/2022 14:15:00,24.8,42.66668,-17.86668
14/12/2022 14:30:00,25.6,43.6,-18
14/12/2022 14:45:00,22.8,41.33334,-18.53334
14/12/2022 15:00:00,21.2,40.00001,-18.80001
14/12/2022 15:15:00,21.6,39.33334,-17.73334
14/12/2022 15:30:00,21.2,40.40001,-19.20001
14/12/2022 15:45:00,23.2,41.33334,-18.13334
14/12/2022 16:00:00,24,42.40001,-18.40001
14/12/2022 16:15:00,25.2,44,-18.8
14/12/2022 16:30:00,25.6,43.60001,-18.00001
14/12/2022 16:45:00,24.8,43.33334,-18.53334
14/12/2022 17:00:00,22.4,42.40001,-20.00001
14/12/2022 17:15:00,22.8,42.00001,-19.20001
14/12/2022 17:30:00,24.8,44.8,-20
14/12/2022 17:45:00,20.4,41.33334,-20.93334
14/12/2022 18:00:00,24,44,-20
14/12/2022 18:15:00,25.6,46,-20.4
14/12/2022 18:30:00,25.2,45.2,-20
14/12/2022 18:45:00,26.4,46,-19.6
14/12/2022 19:00:00,25.2,44,-18.8
14/12/2022 19:15:00,24,42.66668,-18.66668
14/12/2022 19:30:00,23.6,42.80001,-19.20001
14/12/2022 19:45:00,23.2,44,-20.8
14/12/2022 20:00:00,24,43.20001,-19.20001
14/12/2022 20:15:00,24.4,43.33334,-18.93334
14/12/2022 20:30:00,21.2,42.00001,-20.80001
14/12/2022 20:45:00,21.2,41.33334,-20.13334
14/12/2022 21:00:00,18,38.80001,-20.80001
14/12/2022 21:15:00,17.6,37.33334,-19.73334
14/12/2022 21:30:00,17.2,38.4,-21.2
14/12/2022 21:45:00,14.8,36,-21.2
14/12/2022 22:00:00,11.6,33.2,-21.6
14/12/2022 22:15:00,14.8,35.33333,-20.53333
14/12/2022 22:30:00,14.4,35.2,-20.8
14/12/2022 22:45:00,11.6,31.33333,-19.73333
14/12/2022 23:00:00,10.4,31.6,-21.2
14/12/2022 23:15:00,10,30.66667,-20.66667
14/12/2022 23:30:00,8.4,30,-21.6
14/12/2022 23:45:00,6.8,28.66667,-21.86667
15/12/2022 00:00:00,5.2,30,-24.8
15/12/2022 00:15:00,6.8,28.66667,-21.86667
15/12/2022 00:30:00,7.6,29.6,-22
15/12/2022 00:45:00,7.2,28,-20.8
15/12/2022 01:00:00,4.4,27.6,-23.2
15/12/2022 01:15:00,5.2,26.66667,-21.46667
15/12/2022 01:30:00,3.6,26.4,-22.8
15/12/2022 01:45:00,4,25.33333,-21.33333
15/12/2022 02:00:00,4,26,-22
15/12/2022 02:15:00,7.2,28.66667,-21.46667
15/12/2022 02:30:00,8.8,29.2,-20.4
15/12/2022 02:45:00,5.2,26.66667,-21.46667
15/12/2022 03:00:00,5.6,27.6,-22
15/12/2022 03:15:00,4.8,26.66667,-21.86667
15/12/2022 03:30:00,5.2,27.6,-22.4
15/12/2022 03:45:00,7.6,29.33333,-21.73333
15/12/2022 04:00:00,8,29.2,-21.2
15/12/2022 04:15:00,6.4,27.33333,-20.93333
15/12/2022 04:30:00,5.2,27.2,-22
15/12/2022 04:45:00,7.2,29,-21.8
15/12/2022 05:00:00,8,29.2,-21.2
15/12/2022 05:15:00,8.4,29.5,-21.1
15/12/2022 05:30:00,11.2,31.6,-20.4
15/12/2022 05:45:00,12,33.33333,-21.33333
15/12/2022 06:00:00,11.6,32.4,-20.8
15/12/2022 06:15:00,11.6,32,-20.4
15/12/2022 06:30:00,14.8,34.8,-20
15/12/2022 06:45:00,16.4,36.66667,-20.26667
15/12/2022 07:00:00,18.8,38,-19.2
15/12/2022 07:15:00,21.6,41.33334,-19.73334
15/12/2022 07:30:00,20.8,39.6,-18.8
15/12/2022 07:45:00,21.6,40.66667,-19.06667
15/12/2022 08:00:00,23.2,42.40001,-19.20001
15/12/2022 08:15:00,22,40.66668,-18.66668
15/12/2022 08:30:00,20,40.00001,-20.00001
15/12/2022 08:45:00,22.8,44,-21.2
15/12/2022 09:00:00,21.2,40.40001,-19.20001
15/12/2022 09:15:00,20.4,40.66667,-20.26667
15/12/2022 09:30:00,22.8,42.40001,-19.60001
15/12/2022 09:45:00,19.6,40.66667,-21.06667
15/12/2022 10:00:00,21.2,41.20001,-20.00001
15/12/2022 10:15:00,22.4,42.00001,-19.60001
15/12/2022 10:30:00,20,40.80001,-20.80001
15/12/2022 10:45:00,19.6,40.66667,-21.06667
15/12/2022 11:00:00,18.4,40.4,-22
15/12/2022 11:15:00,18.4,41.33334,-22.93334
15/12/2022 11:30:00,17.6,40.40001,-22.80001
15/12/2022 11:45:00,17.6,41.33334,-23.73334
15/12/2022 12:00:00,16.8,39.6,-22.8
15/12/2022 12:15:00,17.2,40.66667,-23.46667
15/12/2022 12:30:00,19.2,42.40001,-23.20001
15/12/2022 12:45:00,16.8,39.33334,-22.53334
15/12/2022 13:00:00,15.6,39.6,-24
15/12/2022 13:15:00,16,39.33334,-23.33334
15/12/2022 13:30:00,16.4,40.00001,-23.60001
15/12/2022 13:45:00,16.4,40.66667,-24.26667
15/12/2022 14:00:00,20,42.40001,-22.40001
15/12/2022 14:15:00,16.8,37.33334,-20.53334
15/12/2022 14:30:00,17.2,40.4,-23.2
15/12/2022 14:45:00,18,41.33334,-23.33334
15/12/2022 15:00:00,17.6,40.40001,-22.80001
15/12/2022 15:15:00,14,38.66667,-24.66667
15/12/2022 15:30:00,16.8,39.20001,-22.40001
15/12/2022 15:45:00,17.6,40.66667,-23.06667
15/12/2022 16:00:00,21.2,43.2,-22
15/12/2022 16:15:00,20.4,41.33334,-20.93334
15/12/2022 16:30:00,20.8,42.40001,-21.60001
15/12/2022 16:45:00,20.8,42.66668,-21.86668
15/12/2022 17:00:00,18.4,40.8,-22.4
15/12/2022 17:15:00,20.8,43.33334,-22.53334
15/12/2022 17:30:00,21.6,43.6,-22
15/12/2022 17:45:00,20,41.33334,-21.33334
15/12/2022 18:00:00,22.4,44,-21.6
15/12/2022 18:15:00,25.2,44.66667,-19.46667
15/12/2022 18:30:00,22.4,43.60001,-21.20001
15/12/2022 18:45:00,21.6,42.00001,-20.40001
15/12/2022 19:00:00,21.2,42.80001,-21.60001
15/12/2022 19:15:00,20,40,-20
15/12/2022 19:30:00,20.8,42.40001,-21.60001
15/12/2022 19:45:00,20,42.00001,-22.00001
15/12/2022 20:00:00,16.4,38.4,-22
15/12/2022 20:15:00,16.4,40.00001,-23.60001
15/12/2022 20:30:00,18,40.00001,-22.00001
15/12/2022 20:45:00,19.6,40.00001,-20.40001
15/12/2022 21:00:00,16,38.80001,-22.80001
15/12/2022 21:15:00,16.4,38.66667,-22.26667
15/12/2022 21:30:00,13.2,36.4,-23.2
15/12/2022 21:45:00,12.8,34.66667,-21.86667
15/12/2022 22:00:00,12.8,36,-23.2
15/12/2022 22:15:00,14,38,-24
15/12/2022 22:30:00,10.8,34.4,-23.6
15/12/2022 22:45:00,10.8,34.66667,-23.86667
15/12/2022 23:00:00,11.6,34.8,-23.2
15/12/2022 23:15:00,12.4,35.33333,-22.93333
15/12/2022 23:30:00,6.4,30.8,-24.4
15/12/2022 23:45:00,4.8,28,-23.2
16/12/2022 00:00:00,5.2,30,-24.8
16/12/2022 00:15:00,3.6,28.66667,-25.06667
16/12/2022 00:30:00,6.4,30.4,-24
16/12/2022 00:45:00,8,33.33333,-25.33333
16/12/2022 01:00:00,5.6,30.4,-24.8
16/12/2022 01:15:00,6,29.33333,-23.33333
16/12/2022 01:30:00,4.8,29.6,-24.8
16/12/2022 01:45:00,7.2,30.66667,-23.46667
16/12/2022 02:00:00,5.6,30.4,-24.8
16/12/2022 02:15:00,5.6,28.66667,-23.06667
16/12/2022 02:30:00,3.2,28.4,-25.2
16/12/2022 02:45:00,4,28,-24
16/12/2022 03:00:00,2.8,28.4,-25.6
16/12/2022 03:15:00,4,29.33333,-25.33333
16/12/2022 03:30:00,5.2,30,-24.8
16/12/2022 03:45:00,6,30.66667,-24.66667
16/12/2022 04:00:00,5.2,30,-24.8
16/12/2022 04:15:00,5.2,30,-24.8
16/12/2022 04:30:00,6.8,31.6,-24.8
16/12/2022 04:45:00,7.2,32,-24.8
16/12/2022 05:00:00,8,32,-24
16/12/2022 05:15:00,8.8,34,-25.2
16/12/2022 05:30:00,7.6,31.6,-24
16/12/2022 05:45:00,7.2,30.66667,-23.46667
16/12/2022 06:00:00,8,32,-24
16/12/2022 06:15:00,10,33.33333,-23.33333
16/12/2022 06:30:00,15.2,38.4,-23.2
16/12/2022 06:45:00,15.2,36.66667,-21.46667
16/12/2022 07:00:00,14.8,37.6,-22.8
16/12/2022 07:15:00,18.4,42,-23.6
16/12/2022 07:30:00,19.6,42.00001,-22.40001
16/12/2022 07:45:00,21.6,42.66667,-21.06667
16/12/2022 08:00:00,17.6,40.4,-22.8
