Date of Reading,(CUS) IF0832 (Flow) (Flow (m3/hr)),(CUS) IF0833 (Flow) (Flow (m3/hr)),(IN) IF1801 (Flow) (Flow (m3/hr)),(OUT) IF0802 Flow (Flow (m3/hr)),Itchingfield 250mm east TM (Balance) (Flow (m3/hr))
16/04/2023 23:15:00,,,8.228,0.8,7.428
16/04/2023 23:30:00,,,8.74,0.6,8.14
16/04/2023 23:45:00,,,8.22,0.6,7.62
17/04/2023 00:00:00,,,6.9,0.68,6.22
17/04/2023 00:15:00,,,6.876,0.72,6.156
17/04/2023 00:30:00,,,6.664,0.92,5.744
17/04/2023 00:45:00,,,6.756,0.8,5.956
17/04/2023 01:00:00,,,6.492,0.84,5.652
17/04/2023 01:15:00,,,5.816,0.48,5.336
17/04/2023 01:30:00,,,5.844,0.48,5.364
17/04/2023 01:45:00,,,7.64,0.52,7.12
17/04/2023 02:00:00,,,6.14,0.52,5.62
17/04/2023 02:15:00,,,5.868,0.4,5.468
17/04/2023 02:30:00,,,5.668,0.48,5.188
17/04/2023 02:45:00,,,5.924,0.52,5.404
17/04/2023 03:00:00,,,5.824,0.44,5.384
17/04/2023 03:15:00,,,6.228,0.56,5.668
17/04/2023 03:30:00,,,6,0.36,5.64
17/04/2023 03:45:00,,,6.68,0.32,6.36
17/04/2023 04:00:00,,,8.44,0.64,7.8
17/04/2023 04:15:00,,,7.22,1.08,6.14
17/04/2023 04:30:00,,,7.38,1.08,6.3
17/04/2023 04:45:00,,,11.204,1.24,9.964
17/04/2023 05:00:00,,,12.224,1.68,10.544
17/04/2023 05:15:00,,,18.668,2.2,16.468
17/04/2023 05:30:00,,,22.728,3.52,19.208
17/04/2023 05:45:00,,,28.424,4.16,24.264
17/04/2023 06:00:00,,,30.552,6.24,24.312
17/04/2023 06:15:00,,,37.364,5.68,31.684
17/04/2023 06:30:00,,,33.704,5.84,27.864
17/04/2023 06:45:00,,,32.948,6.52,26.428
17/04/2023 07:00:00,,,27.016,5,22.016
17/04/2023 07:15:00,,,27.088,6.12,20.968
17/04/2023 07:30:00,,,24.652,4.84,19.812
17/04/2023 07:45:00,,,19.276,4.4,14.876
17/04/2023 08:00:00,,,15.636,4.08,11.556
17/04/2023 08:15:00,,,19.168,3.52,15.648
17/04/2023 08:30:00,,,17.624,3.16,14.464
17/04/2023 08:45:00,,,17.684,3.28,14.404
17/04/2023 09:00:00,,,18.448,3.2,15.248
17/04/2023 09:15:00,,,16.532,3.64,12.892
17/04/2023 09:30:00,,,18.8,3.4,15.4
17/04/2023 09:45:00,,,19.228,2.96,16.268
17/04/2023 10:00:00,,,17.724,2.88,14.844
17/04/2023 10:15:00,,,19.88,2.72,17.16
17/04/2023 10:30:00,,,22.32,2.84,19.48
17/04/2023 10:45:00,,,20.38,3.28,17.1
17/04/2023 11:00:00,,,17.032,2.36,14.672
17/04/2023 11:15:00,,,15.86,2.68,13.18
17/04/2023 11:30:00,,,14.312,2.24,12.072
17/04/2023 11:45:00,,,15.216,3.12,12.096
17/04/2023 12:00:00,,,14.292,3.04,11.252
17/04/2023 12:15:00,,,16.168,2.56,13.608
17/04/2023 12:30:00,,,13.852,2.6,11.252
17/04/2023 12:45:00,,,13.144,2.52,10.624
17/04/2023 13:00:00,,,16.12,2.04,14.08
17/04/2023 13:15:00,,,16.896,1.88,15.016
17/04/2023 13:30:00,,,21.52,2.28,19.24
17/04/2023 13:45:00,,,12.896,2.08,10.816
17/04/2023 14:00:00,,,11.348,1.88,9.468
17/04/2023 14:15:00,,,11.368,1.68,9.688
17/04/2023 14:30:00,,,11.52,2.12,9.4
17/04/2023 14:45:00,,,19.38,2.08,17.3
17/04/2023 15:00:00,,,14.192,2.36,11.832
17/04/2023 15:15:00,,,13.992,2.12,11.872
17/04/2023 15:30:00,,,16.432,1.52,14.912
17/04/2023 15:45:00,,,17.644,2.04,15.604
17/04/2023 16:00:00,,,18.256,2.48,15.776
17/04/2023 16:15:00,,,15.284,2.48,12.804
17/04/2023 16:30:00,,,19.072,2.68,16.392
17/04/2023 16:45:00,,,18.008,2.4,15.608
17/04/2023 17:00:00,,,18.752,3.76,14.992
17/04/2023 17:15:00,,,21.556,4.2,17.356
17/04/2023 17:30:00,,,19.74,5.2,14.54
17/04/2023 17:45:00,,,19.404,4.64,14.764
17/04/2023 18:00:00,,,21.984,6.24,15.744
17/04/2023 18:15:00,,,18.408,6.12,12.288
17/04/2023 18:30:00,,,17.524,4.68,12.844
17/04/2023 18:45:00,,,18.376,5.08,13.296
17/04/2023 19:00:00,,,17.528,4,13.528
17/04/2023 19:15:00,,,23.364,4.32,19.044
17/04/2023 19:30:00,,,16.68,3.56,13.12
17/04/2023 19:45:00,,,15.992,4.44,11.552
17/04/2023 20:00:00,,,21.704,3.68,18.024
17/04/2023 20:15:00,,,21.048,3.4,17.648
17/04/2023 20:30:00,,,15.8,3.48,12.32
17/04/2023 20:45:00,,,16.196,3.32,12.876
17/04/2023 21:00:00,,,17.104,3.32,13.784
17/04/2023 21:15:00,,,18.952,3.24,15.712
17/04/2023 21:30:00,,,14.56,2.76,11.8
17/04/2023 21:45:00,,,12.46,2.92,9.54
17/04/2023 22:00:00,,,12.876,2.72,10.156
17/04/2023 22:15:00,,,11.024,1.48,9.544
17/04/2023 22:30:00,,,12.348,1.44,10.908
17/04/2023 22:45:00,,,10.632,1.08,9.552
17/04/2023 23:00:00,,,10.752,0.92,9.832
17/04/2023 23:15:00,,,8.412,0.76,7.652
17/04/2023 23:30:00,,,9.404,0.68,8.724
17/04/2023 23:45:00,,,7.192,0.72,6.472
18/04/2023 00:00:00,,,7.376,0.6,6.776
18/04/2023 00:15:00,,,7.212,0.36,6.852
18/04/2023 00:30:00,,,6.588,0.36,6.228
18/04/2023 00:45:00,,,8.924,0.44,8.484
18/04/2023 01:00:00,,,6.612,0.36,6.252
18/04/2023 01:15:00,,,6.74,0.36,6.38
18/04/2023 01:30:00,,,9.224,0.48,8.744
18/04/2023 01:45:00,,,6.592,0.4,6.192
18/04/2023 02:00:00,,,6.544,0.4,6.144
18/04/2023 02:15:00,,,6.78,0.36,6.42
18/04/2023 02:30:00,,,6.692,0.36,6.332
18/04/2023 02:45:00,,,11.04,0.4,10.64
18/04/2023 03:00:00,,,8.06,0.32,7.74
18/04/2023 03:15:00,,,8.196,0.6,7.596
18/04/2023 03:30:00,,,7.128,0.52,6.608
18/04/2023 03:45:00,,,8.908,0.56,8.348
18/04/2023 04:00:00,,,6.952,0.48,6.472
18/04/2023 04:15:00,,,8.34,1.04,7.3
18/04/2023 04:30:00,,,7.492,0.64,6.852
18/04/2023 04:45:00,,,8.68,1,7.68
18/04/2023 05:00:00,,,12.884,1.24,11.644
18/04/2023 05:15:00,,,15.88,2.24,13.64
18/04/2023 05:30:00,,,22.332,4.64,17.692
18/04/2023 05:45:00,,,28.872,4.6,24.272
18/04/2023 06:00:00,,,34.688,5.28,29.408
18/04/2023 06:15:00,,,37.28801,6.56,30.72801
18/04/2023 06:30:00,,,41.19998,9.12,32.07998
18/04/2023 06:45:00,,,34.6,5.48,29.12
18/04/2023 07:00:00,,,23.32,4.68,18.64
18/04/2023 07:15:00,,,19.716,5,14.716
18/04/2023 07:30:00,,,24.204,4.52,19.684
18/04/2023 07:45:00,,,19.548,4.56,14.988
18/04/2023 08:00:00,,,20.748,4.68,16.068
18/04/2023 08:15:00,,,17.628,4.16,13.468
18/04/2023 08:30:00,,,15.748,3,12.748
18/04/2023 08:45:00,,,15.972,2.96,13.012
18/04/2023 09:00:00,,,22.3,3.68,18.62
18/04/2023 09:15:00,,,14.596,3.32,11.276
18/04/2023 09:30:00,,,16.724,2.68,14.044
18/04/2023 09:45:00,,,15.64,2.36,13.28
18/04/2023 10:00:00,,,15.548,2.12,13.428
18/04/2023 10:15:00,,,14.204,3,11.204
18/04/2023 10:30:00,,,22.604,4.04,18.564
18/04/2023 10:45:00,,,17.7,2.76,14.94
18/04/2023 11:00:00,,,12.632,2.68,9.952
18/04/2023 11:15:00,,,14.636,2.56,12.076
18/04/2023 11:30:00,,,11.404,2.2,9.204
18/04/2023 11:45:00,,,11.668,2.28,9.388
18/04/2023 12:00:00,,,16.06,2.56,13.5
18/04/2023 12:15:00,,,15.3,2.24,13.06
18/04/2023 12:30:00,,,19.916,1.88,18.036
18/04/2023 12:45:00,,,15.256,2.64,12.616
18/04/2023 13:00:00,,,16.84,2.04,14.8
18/04/2023 13:15:00,,,14.9,1.76,13.14
18/04/2023 13:30:00,,,13.284,1.56,11.724
18/04/2023 13:45:00,,,19.716,1.16,18.556
18/04/2023 14:00:00,,,14.836,1.8,13.036
18/04/2023 14:15:00,,,12.116,2.32,9.796
18/04/2023 14:30:00,,,13.704,2.2,11.504
18/04/2023 14:45:00,,,15.272,1.6,13.672
18/04/2023 15:00:00,,,15.124,1.96,13.164
18/04/2023 15:15:00,,,12.796,2.88,9.916
18/04/2023 15:30:00,,,11.812,1.64,10.172
18/04/2023 15:45:00,,,15.3,1.84,13.46
18/04/2023 16:00:00,,,13.248,2.84,10.408
18/04/2023 16:15:00,,,15.796,3.12,12.676
18/04/2023 16:30:00,,,11.368,2.68,8.688
18/04/2023 16:45:00,,,14.836,2.4,12.436
18/04/2023 17:00:00,,,15.132,3.12,12.012
18/04/2023 17:15:00,,,19.044,4,15.044
18/04/2023 17:30:00,,,18.464,4.76,13.704
18/04/2023 17:45:00,,,20.384,4.84,15.544
18/04/2023 18:00:00,,,16.524,5.36,11.164
18/04/2023 18:15:00,,,18.592,6.08,12.512
18/04/2023 18:30:00,,,21.28,6.04,15.24
18/04/2023 18:45:00,,,17.836,4.48,13.356
18/04/2023 19:00:00,,,20.356,4.64,15.716
18/04/2023 19:15:00,,,15.776,4.48,11.296
18/04/2023 19:30:00,,,16.492,3.48,13.012
18/04/2023 19:45:00,,,18.144,5.04,13.104
18/04/2023 20:00:00,,,19.864,4.4,15.464
18/04/2023 20:15:00,,,16.888,3.76,13.128
18/04/2023 20:30:00,,,19.032,3.16,15.872
18/04/2023 20:45:00,,,18.268,3.44,14.828
18/04/2023 21:00:00,,,20.276,4.16,16.116
18/04/2023 21:15:00,,,14.736,3.36,11.376
18/04/2023 21:30:00,,,15.352,3.08,12.272
18/04/2023 21:45:00,,,12.66,2.36,10.3
18/04/2023 22:00:00,,,13.376,2.44,10.936
18/04/2023 22:15:00,,,10.62,1.56,9.06
18/04/2023 22:30:00,,,10.912,2.6,8.312
18/04/2023 22:45:00,,,9.048,1.24,7.808
18/04/2023 23:00:00,,,8.46,0.88,7.58
18/04/2023 23:15:00,,,11.992,1.4,10.592
18/04/2023 23:30:00,,,8.332,0.96,7.372
18/04/2023 23:45:00,,,8.536,0.72,7.816
19/04/2023 00:00:00,,,8.78,0.64,8.14
19/04/2023 00:15:00,,,6.748,0.44,6.308
19/04/2023 00:30:00,,,7.832,0.48,7.352
19/04/2023 00:45:00,,,6.4,0.36,6.04
19/04/2023 01:00:00,,,6.32,0.48,5.84
19/04/2023 01:15:00,,,6.204,0.28,5.924
19/04/2023 01:30:00,,,6.288,0.4,5.888
19/04/2023 01:45:00,,,7.484,0.28,7.204
19/04/2023 02:00:00,,,6.12,0.36,5.76
19/04/2023 02:15:00,,,6.304,0.48,5.824
19/04/2023 02:30:00,,,6.56,0.32,6.24
19/04/2023 02:45:00,,,6.592,0.36,6.232
19/04/2023 03:00:00,,,6.104,0.28,5.824
19/04/2023 03:15:00,,,6.472,0.36,6.112
19/04/2023 03:30:00,,,6.588,0.36,6.228
19/04/2023 03:45:00,,,9.424,0.44,8.984
19/04/2023 04:00:00,,,7.22,0.48,6.74
19/04/2023 04:15:00,,,8.48,1.36,7.12
19/04/2023 04:30:00,,,8.2,1.16,7.04
19/04/2023 04:45:00,,,7.452,1,6.452
19/04/2023 05:00:00,,,10.448,1.32,9.128
19/04/2023 05:15:00,,,16.068,2.36,13.708
19/04/2023 05:30:00,,,19.948,3.68,16.268
19/04/2023 05:45:00,,,24.92,4.08,20.84
19/04/2023 06:00:00,,,34.632,5.44,29.192
19/04/2023 06:15:00,,,38.04401,5.64,32.40401
19/04/2023 06:30:00,,,41.53601,7.44,34.09601
19/04/2023 06:45:00,,,38.32402,6.52,31.80402
19/04/2023 07:00:00,,,24.644,5.92,18.724
19/04/2023 07:15:00,,,25.884,6.4,19.484
19/04/2023 07:30:00,,,22.968,4.56,18.408
19/04/2023 07:45:00,,,19.872,4,15.872
19/04/2023 08:00:00,,,16.748,3.96,12.788
19/04/2023 08:15:00,,,22.208,3.32,18.888
19/04/2023 08:30:00,,,15.004,3.64,11.364
19/04/2023 08:45:00,,,16.108,3.56,12.548
19/04/2023 09:00:00,,,16.372,2.88,13.492
19/04/2023 09:15:00,,,18.048,2.32,15.728
19/04/2023 09:30:00,,,18.532,2.68,15.852
19/04/2023 09:45:00,,,19.12,2.84,16.28
19/04/2023 10:00:00,,,16.668,3.56,13.108
19/04/2023 10:15:00,,,13.124,3.2,9.924
19/04/2023 10:30:00,,,17.416,2.24,15.176
19/04/2023 10:45:00,,,18.808,2.4,16.408
19/04/2023 11:00:00,,,10.8,1.88,8.92
19/04/2023 11:15:00,,,9.752,1.68,8.072
19/04/2023 11:30:00,,,14.8,2.52,12.28
19/04/2023 11:45:00,,,12.656,2.28,10.376
19/04/2023 12:00:00,,,15.312,2.76,12.552
19/04/2023 12:15:00,,,13.424,2.08,11.344
19/04/2023 12:30:00,,,15.268,2.84,12.428
19/04/2023 12:45:00,,,15.408,1.72,13.688
19/04/2023 13:00:00,,,16.42,1.88,14.54
19/04/2023 13:15:00,,,18.34,2.44,15.9
19/04/2023 13:30:00,,,27.336,2.84,24.496
19/04/2023 13:45:00,,,12.48,1.48,11
19/04/2023 14:00:00,,,13.428,2.24,11.188
19/04/2023 14:15:00,,,15.184,1.68,13.504
19/04/2023 14:30:00,,,11.932,2.04,9.892
19/04/2023 14:45:00,,,16.8,2.44,14.36
19/04/2023 15:00:00,,,13.872,2.12,11.752
19/04/2023 15:15:00,,,18.264,2.64,15.624
19/04/2023 15:30:00,,,17.52,2.44,15.08
19/04/2023 15:45:00,,,17.844,2.32,15.524
19/04/2023 16:00:00,,,17.856,2.72,15.136
19/04/2023 16:15:00,,,15.488,2.08,13.408
19/04/2023 16:30:00,,,13.64,2.08,11.56
19/04/2023 16:45:00,,,12.968,2.64,10.328
19/04/2023 17:00:00,,,17.668,2.96,14.708
19/04/2023 17:15:00,,,22.644,4.4,18.244
19/04/2023 17:30:00,,,20.08,4.24,15.84
19/04/2023 17:45:00,,,22.476,3.72,18.756
19/04/2023 18:00:00,,,15.356,4.48,10.876
19/04/2023 18:15:00,,,16.076,5.24,10.836
19/04/2023 18:30:00,,,19.056,4.96,14.096
19/04/2023 18:45:00,,,15.436,4.68,10.756
19/04/2023 19:00:00,,,18.756,6.04,12.716
19/04/2023 19:15:00,,,23.964,6.2,17.764
19/04/2023 19:30:00,,,13.86,3.8,10.06
19/04/2023 19:45:00,,,16.212,3.56,12.652
19/04/2023 20:00:00,,,15.472,3.76,11.712
19/04/2023 20:15:00,,,19.464,5.08,14.384
19/04/2023 20:30:00,,,15.056,3.08,11.976
19/04/2023 20:45:00,,,19.82,3.08,16.74
19/04/2023 21:00:00,,,18.848,3.32,15.528
19/04/2023 21:15:00,,,18.436,4.56,13.876
19/04/2023 21:30:00,,,16.192,3.2,12.992
19/04/2023 21:45:00,,,12.4,2.8,9.6
19/04/2023 22:00:00,,,11.432,1.48,9.952
19/04/2023 22:15:00,,,9.22,1.48,7.74
19/04/2023 22:30:00,,,9.328,1.04,8.288
19/04/2023 22:45:00,,,9.468,1.2,8.268
19/04/2023 23:00:00,,,8.264,1.08,7.184
19/04/2023 23:15:00,,,8.376,0.8,7.576
19/04/2023 23:30:00,,,8.976,0.76,8.216
19/04/2023 23:45:00,,,7.28,0.56,6.72
20/04/2023 00:00:00,,,5.984,0.32,5.664
20/04/2023 00:15:00,,,6.328,0.36,5.968
20/04/2023 00:30:00,,,5.796,0.32,5.476
20/04/2023 00:45:00,,,6.112,0.4,5.712
20/04/2023 01:00:00,,,5.752,0.52,5.232
20/04/2023 01:15:00,,,5.58,0.36,5.22
20/04/2023 01:30:00,,,7.368,0.36,7.008
20/04/2023 01:45:00,,,7.156,0.4,6.756
20/04/2023 02:00:00,,,5.724,0.32,5.404
20/04/2023 02:15:00,,,5.552,0.32,5.232
20/04/2023 02:30:00,,,5.64,0.32,5.32
20/04/2023 02:45:00,,,5.552,0.36,5.192
20/04/2023 03:00:00,,,5.636,0.36,5.276
20/04/2023 03:15:00,,,5.776,0.32,5.456
20/04/2023 03:30:00,,,7.784,0.44,7.344
20/04/2023 03:45:00,,,5.924,0.44,5.484
20/04/2023 04:00:00,,,5.792,0.44,5.352
20/04/2023 04:15:00,,,6.556,0.8,5.756
20/04/2023 04:30:00,,,7.024,1.04,5.984
20/04/2023 04:45:00,,,7.984,0.96,7.024
20/04/2023 05:00:00,,,12.436,2.28,10.156
20/04/2023 05:15:00,,,17.636,2.4,15.236
20/04/2023 05:30:00,,,19.796,3,16.796
20/04/2023 05:45:00,,,28.932,4.84,24.092
20/04/2023 06:00:00,,,31.388,5.64,25.748
20/04/2023 06:15:00,,,32.98,6.16,26.82
20/04/2023 06:30:00,,,45.29599,8.24,37.05599
20/04/2023 06:45:00,,,35.256,5.88,29.376
20/04/2023 07:00:00,,,25.964,5.4,20.564
20/04/2023 07:15:00,,,28.344,5.52,22.824
20/04/2023 07:30:00,,,24.604,4.44,20.164
20/04/2023 07:45:00,,,18.844,3.72,15.124
20/04/2023 08:00:00,,,15.944,4.76,11.184
20/04/2023 08:15:00,,,17.108,2.68,14.428
20/04/2023 08:30:00,,,14.736,3.32,11.416
20/04/2023 08:45:00,,,17.78,3.76,14.02
20/04/2023 09:00:00,,,18.772,2.84,15.932
20/04/2023 09:15:00,,,17.668,2.64,15.028
20/04/2023 09:30:00,,,15.86,3,12.86
20/04/2023 09:45:00,,,15.992,3.04,12.952
20/04/2023 10:00:00,,,13.024,2.56,10.464
20/04/2023 10:15:00,,,12.336,2.48,9.856
20/04/2023 10:30:00,,,23.064,2.48,20.584
20/04/2023 10:45:00,,,22.208,1.96,20.248
20/04/2023 11:00:00,,,18.08,2.52,15.56
20/04/2023 11:15:00,,,13.148,1.84,11.308
20/04/2023 11:30:00,,,14.752,2.28,12.472
20/04/2023 11:45:00,,,15.552,2.76,12.792
20/04/2023 12:00:00,,,13.072,2.44,10.632
20/04/2023 12:15:00,,,13.36,1.84,11.52
20/04/2023 12:30:00,,,14.136,2.6,11.536
20/04/2023 12:45:00,,,16.936,1.92,15.016
20/04/2023 13:00:00,,,17.756,2.36,15.396
20/04/2023 13:15:00,,,15.116,1.64,13.476
20/04/2023 13:30:00,,,15.336,2.64,12.696
20/04/2023 13:45:00,,,12.02,1.44,10.58
20/04/2023 14:00:00,,,14.22,1.64,12.58
20/04/2023 14:15:00,,,13.096,2.6,10.496
20/04/2023 14:30:00,,,17.988,2.68,15.308
20/04/2023 14:45:00,,,16.796,2.52,14.276
20/04/2023 15:00:00,,,17.68,3.36,14.32
20/04/2023 15:15:00,,,16.908,3.12,13.788
20/04/2023 15:30:00,,,15.492,2.92,12.572
20/04/2023 15:45:00,,,15.552,2.52,13.032
20/04/2023 16:00:00,,,17.132,2.8,14.332
20/04/2023 16:15:00,,,19.812,2.92,16.892
20/04/2023 16:30:00,,,16.98,3.04,13.94
20/04/2023 16:45:00,,,16.324,3.4,12.924
20/04/2023 17:00:00,,,19.42,2.8,16.62
20/04/2023 17:15:00,,,19.292,3.08,16.212
20/04/2023 17:30:00,,,23.304,4.6,18.704
20/04/2023 17:45:00,,,23.668,6.28,17.388
20/04/2023 18:00:00,,,19.24,4.64,14.6
20/04/2023 18:15:00,,,17.948,4.8,13.148
20/04/2023 18:30:00,,,24.72,4.84,19.88
20/04/2023 18:45:00,,,17.916,3.68,14.236
20/04/2023 19:00:00,,,19.824,3.76,16.064
20/04/2023 19:15:00,,,17.816,5.24,12.576
20/04/2023 19:30:00,,,20.68,4.08,16.6
20/04/2023 19:45:00,,,19.056,3.64,15.416
20/04/2023 20:00:00,,,18.292,2.84,15.452
20/04/2023 20:15:00,,,21.284,2.76,18.524
20/04/2023 20:30:00,,,20.692,3.68,17.012
20/04/2023 20:45:00,,,18.78,2.84,15.94
20/04/2023 21:00:00,,,20.76,2.96,17.8
20/04/2023 21:15:00,,,18.952,2.2,16.752
20/04/2023 21:30:00,,,17.776,3.48,14.296
20/04/2023 21:45:00,,,17.764,3.52,14.244
20/04/2023 22:00:00,,,17.912,2.44,15.472
20/04/2023 22:15:00,,,13.404,1.92,11.484
20/04/2023 22:30:00,,,13.9,2.04,11.86
20/04/2023 22:45:00,,,12.888,1.92,10.968
20/04/2023 23:00:00,,,10.272,0.88,9.392
20/04/2023 23:15:00,,,11.164,1.16,10.004
20/04/2023 23:30:00,,,10.732,0.8,9.932
20/04/2023 23:45:00,,,7.048,0.92,6.128
21/04/2023 00:00:00,,,7.056,0.72,6.336
21/04/2023 00:15:00,,,6.7,0.84,5.86
21/04/2023 00:30:00,,,6.044,0.48,5.564
21/04/2023 00:45:00,,,6.288,0.44,5.848
21/04/2023 01:00:00,,,7.792,0.52,7.272
21/04/2023 01:15:00,,,6.376,0.6,5.776
21/04/2023 01:30:00,,,6.212,0.72,5.492
21/04/2023 01:45:00,,,6.12,0.72,5.4
21/04/2023 02:00:00,,,5.94,0.44,5.5
21/04/2023 02:15:00,,,5.708,0.4,5.308
21/04/2023 02:30:00,,,6.092,0.4,5.692
21/04/2023 02:45:00,,,6.104,0.4,5.704
21/04/2023 03:00:00,,,7.592,0.36,7.232
21/04/2023 03:15:00,,,7.348,0.36,6.988
21/04/2023 03:30:00,,,6.032,0.52,5.512
21/04/2023 03:45:00,,,6.048,0.48,5.568
21/04/2023 04:00:00,,,6.424,0.68,5.744
21/04/2023 04:15:00,,,7.216,1.24,5.976
21/04/2023 04:30:00,,,6.908,1.12,5.788
21/04/2023 04:45:00,,,9.18,1.24,7.94
21/04/2023 05:00:00,,,11.644,1.68,9.964
21/04/2023 05:15:00,,,17.636,3.12,14.516
21/04/2023 05:30:00,,,19.82,3.36,16.46
21/04/2023 05:45:00,,,24.332,3.36,20.972
21/04/2023 06:00:00,,,29.804,4.96,24.844
21/04/2023 06:15:00,,,31.088,5.92,25.168
21/04/2023 06:30:00,,,40.70002,6.6,34.10002
21/04/2023 06:45:00,,,32.728,6.28,26.448
21/04/2023 07:00:00,,,24.516,5.8,18.716
21/04/2023 07:15:00,,,24.768,5.64,19.128
21/04/2023 07:30:00,,,23.512,5.16,18.352
21/04/2023 07:45:00,,,19.844,4.6,15.244
21/04/2023 08:00:00,,,15.796,3.8,11.996
21/04/2023 08:15:00,,,18,3.04,14.96
21/04/2023 08:30:00,,,14.772,3.04,11.732
21/04/2023 08:45:00,,,16.88,2.56,14.32
21/04/2023 09:00:00,,,21.76,2.72,19.04
21/04/2023 09:15:00,,,18.6,3.6,15
21/04/2023 09:30:00,,,16.336,3.08,13.256
21/04/2023 09:45:00,,,17.248,2.8,14.448
21/04/2023 10:00:00,,,19.492,2.72,16.772
21/04/2023 10:15:00,,,14.628,2.96,11.668
21/04/2023 10:30:00,,,19.232,2.84,16.392
21/04/2023 10:45:00,,,16.124,2.64,13.484
21/04/2023 11:00:00,,,14.32,2.36,11.96
21/04/2023 11:15:00,,,15.492,3.16,12.332
21/04/2023 11:30:00,,,14.196,3.4,10.796
21/04/2023 11:45:00,,,11.812,2.12,9.692
21/04/2023 12:00:00,,,15.804,2.32,13.484
21/04/2023 12:15:00,,,15.536,2.96,12.576
21/04/2023 12:30:00,,,13.504,2.96,10.544
21/04/2023 12:45:00,,,12.932,2.6,10.332
21/04/2023 13:00:00,,,19.036,2.2,16.836
21/04/2023 13:15:00,,,19.116,1.56,17.556
21/04/2023 13:30:00,,,16.66,2.28,14.38
21/04/2023 13:45:00,,,12.528,2.44,10.088
21/04/2023 14:00:00,,,11.356,2.08,9.276
21/04/2023 14:15:00,,,14.184,1.96,12.224
21/04/2023 14:30:00,,,11.252,1.76,9.492
21/04/2023 14:45:00,,,12.604,2.36,10.244
21/04/2023 15:00:00,,,14.716,2.72,11.996
21/04/2023 15:15:00,,,17.14,2.88,14.26
21/04/2023 15:30:00,,,17.676,3.48,14.196
21/04/2023 15:45:00,,,20.08,2.8,17.28
21/04/2023 16:00:00,,,13.532,2.48,11.052
21/04/2023 16:15:00,,,14.66,3.24,11.42
21/04/2023 16:30:00,,,14.136,3.68,10.456
21/04/2023 16:45:00,,,18.348,3.92,14.428
21/04/2023 17:00:00,,,15.6,4.4,11.2
21/04/2023 17:15:00,,,20.412,4.96,15.452
21/04/2023 17:30:00,,,18.128,4.08,14.048
21/04/2023 17:45:00,,,18.396,3.08,15.316
21/04/2023 18:00:00,,,17.788,4.04,13.748
21/04/2023 18:15:00,,,16.772,5.08,11.692
21/04/2023 18:30:00,,,13.124,2.88,10.244
21/04/2023 18:45:00,,,13.72,3.4,10.32
21/04/2023 19:00:00,,,19.728,3.48,16.248
21/04/2023 19:15:00,,,17.3,2.8,14.5
21/04/2023 19:30:00,,,17.64,4.04,13.6
21/04/2023 19:45:00,,,13.46,3.96,9.5
21/04/2023 20:00:00,,,18.76,2.96,15.8
21/04/2023 20:15:00,,,15.252,3.04,12.212
21/04/2023 20:30:00,,,12.152,2.64,9.512
21/04/2023 20:45:00,,,14.004,2.56,11.444
21/04/2023 21:00:00,,,16.688,2.52,14.168
21/04/2023 21:15:00,,,18.288,4.56,13.728
21/04/2023 21:30:00,,,17.264,4.32,12.944
21/04/2023 21:45:00,,,15.548,2.96,12.588
21/04/2023 22:00:00,,,12.008,2.2,9.808
21/04/2023 22:15:00,,,10.264,1.68,8.584
21/04/2023 22:30:00,,,10.196,2.08,8.116
21/04/2023 22:45:00,,,9.328,1.56,7.768
21/04/2023 23:00:00,,,7.548,1,6.548
21/04/2023 23:15:00,,,7.816,0.88,6.936
21/04/2023 23:30:00,,,7.232,1.08,6.152
21/04/2023 23:45:00,,,8.8,0.72,8.08
22/04/2023 00:00:00,,,6.292,0.52,5.772
22/04/2023 00:15:00,,,6.368,0.52,5.848
22/04/2023 00:30:00,,,6.912,0.32,6.592
22/04/2023 00:45:00,,,5.932,0.4,5.532
22/04/2023 01:00:00,,,6.116,0.44,5.676
22/04/2023 01:15:00,,,5.78,0.44,5.34
22/04/2023 01:30:00,,,5.9,0.4,5.5
22/04/2023 01:45:00,,,7.156,0.28,6.876
22/04/2023 02:00:00,,,5.812,0.36,5.452
22/04/2023 02:15:00,,,5.852,0.32,5.532
22/04/2023 02:30:00,,,5.708,0.36,5.348
22/04/2023 02:45:00,,,5.748,0.48,5.268
22/04/2023 03:00:00,,,5.676,0.36,5.316
22/04/2023 03:15:00,,,5.752,0.24,5.512
22/04/2023 03:30:00,,,6.864,0.32,6.544
22/04/2023 03:45:00,,,6.732,0.28,6.452
22/04/2023 04:00:00,,,5.904,0.36,5.544
22/04/2023 04:15:00,,,5.784,0.36,5.424
22/04/2023 04:30:00,,,6.328,0.44,5.888
22/04/2023 04:45:00,,,7.312,0.72,6.592
22/04/2023 05:00:00,,,8.736,0.64,8.096
22/04/2023 05:15:00,,,10.812,0.64,10.172
22/04/2023 05:30:00,,,19.048,2,17.048
22/04/2023 05:45:00,,,27.372,1.92,25.452
22/04/2023 06:00:00,,,29.776,3.56,26.216
22/04/2023 06:15:00,,,29.6,3.68,25.92
22/04/2023 06:30:00,,,31.496,2.36,29.136
22/04/2023 06:45:00,,,31.324,4.4,26.924
22/04/2023 07:00:00,,,28.5,4.6,23.9
22/04/2023 07:15:00,,,22.344,4.88,17.464
22/04/2023 07:30:00,,,21.64,6.08,15.56
