Date of Reading,(CUS) IF0832 (Flow) (Flow (m3/hr)),(CUS) IF0833 (Flow) (Flow (m3/hr)),(IN) IF1801 (Flow) (Flow (m3/hr)),(OUT) IF0802 Flow (Flow (m3/hr)),Itchingfield 250mm east TM (Balance) (Flow (m3/hr))
19/12/2024 18:00:00,1.88,,8.132,4.64,1.612
19/12/2024 18:15:00,5.32,,11.084,3.48,2.284
19/12/2024 18:30:00,2.4,,8.2,4.12,1.68
19/12/2024 18:45:00,3.72,,9.708,4.44,1.548
19/12/2024 19:00:00,5,,10.932,4.4,1.532
19/12/2024 19:15:00,2.24,,7.816,4.12,1.456
19/12/2024 19:30:00,5.64,,11.46,4.44,1.38
19/12/2024 19:45:00,2.68,,7.388,3.36,1.348
19/12/2024 20:00:00,2.36,,6.732,2.92,1.452
19/12/2024 20:15:00,3.64,,8.264,3.2,1.424
19/12/2024 20:30:00,6.48,,11.632,3.48,1.672
19/12/2024 20:45:00,1.8,,7.796,4.24,1.756
19/12/2024 21:00:00,2.36,,7.612,3.8,1.452
19/12/2024 21:15:00,1.76,,5.588,2.48,1.348
19/12/2024 21:30:00,4.96,,10.344,3.96,1.424
19/12/2024 21:45:00,4,,8.84,3.48,1.36
19/12/2024 22:00:00,1.84,,6.756,3.56,1.356
19/12/2024 22:15:00,1.92,,6.044,2.8,1.324
19/12/2024 22:30:00,3.48,,7.608,2.88,1.248
19/12/2024 22:45:00,2.24,,7.432,3.8,1.392
19/12/2024 23:00:00,5.08,,9.512,3,1.432
19/12/2024 23:15:00,2.24,,5.352,1.76,1.352
19/12/2024 23:30:00,1.68,,5.516,2.44,1.396
19/12/2024 23:45:00,3.64,,6.408,1.28,1.488
20/12/2024 00:00:00,1.68,,4.228,1.12,1.428
20/12/2024 00:15:00,1.68,,4.064,1.04,1.344
20/12/2024 00:30:00,4,,6.412,1.16,1.252
20/12/2024 00:45:00,2.44,,4.4,0.72,1.24
20/12/2024 01:00:00,0.92,,2.932,0.76,1.252
20/12/2024 01:15:00,1.16,,3.012,0.56,1.292
20/12/2024 01:30:00,1.16,,3.032,0.64,1.232
20/12/2024 01:45:00,1,,2.564,0.4,1.164
20/12/2024 02:00:00,2.96,,4.728,0.48,1.288
20/12/2024 02:15:00,1,,2.936,0.72,1.216
20/12/2024 02:30:00,3.76,,5.604,0.44,1.404
20/12/2024 02:45:00,1.12,,2.748,0.4,1.228
20/12/2024 03:00:00,1.68,,3.296,0.44,1.176
20/12/2024 03:15:00,1.4,,3.048,0.4,1.248
20/12/2024 03:30:00,0.92,,2.768,0.56,1.288
20/12/2024 03:45:00,0.96,,2.736,0.56,1.216
20/12/2024 04:00:00,0.92,,2.576,0.4,1.256
20/12/2024 04:15:00,3.04,,4.9,0.64,1.22
20/12/2024 04:30:00,4.28,,6.08,0.48,1.32
20/12/2024 04:45:00,0.84,,2.884,0.76,1.284
20/12/2024 05:00:00,0.88,,2.844,0.64,1.324
20/12/2024 05:15:00,1.52,,3.644,0.84,1.284
20/12/2024 05:30:00,1.64,,3.872,0.88,1.352
20/12/2024 05:45:00,0.88,,3.312,1.2,1.232
20/12/2024 06:00:00,0.96,,3.2,0.96,1.28
20/12/2024 06:15:00,2.08,,5.368,2.04,1.248
20/12/2024 06:30:00,3.32,,7.092,2.4,1.372
20/12/2024 06:45:00,1.44,,5.376,2.68,1.256
20/12/2024 07:00:00,2.16,,7.604,4.12,1.324
20/12/2024 07:15:00,3.2,,9.596,5,1.396
20/12/2024 07:30:00,5.32,,10.712,4.08,1.312
20/12/2024 07:45:00,3.32,,9.512,4.68,1.512
20/12/2024 08:00:00,3.08,,8.744,4.2,1.464
20/12/2024 08:15:00,5.96,,12.192,4.48,1.752
20/12/2024 08:30:00,7.2,,13.14,4.24,1.7
20/12/2024 08:45:00,3.56,,9.636,4.4,1.676
20/12/2024 09:00:00,9,,15.876,5,1.876
20/12/2024 09:15:00,5.52,,12.316,5.12,1.676
20/12/2024 09:30:00,9.88,,15.324,4,1.444
20/12/2024 09:45:00,11.08,,18.208,5.32,1.808
20/12/2024 10:00:00,6.84,,13.568,4.88,1.848
20/12/2024 10:15:00,3.56,,9.476,4.32,1.596
20/12/2024 10:30:00,2.84,,8.192,3.6,1.752
20/12/2024 10:45:00,4.8,,9.972,3.32,1.852
20/12/2024 11:00:00,2.52,,7.3,3.2,1.58
20/12/2024 11:15:00,5.36,,11.264,4.2,1.704
20/12/2024 11:30:00,5.72,,11.788,4.36,1.708
20/12/2024 11:45:00,3.6,,8.264,3,1.664
20/12/2024 12:00:00,3.52,,9.204,3.16,2.524
20/12/2024 12:15:00,7.2,,13.464,4.68,1.584
20/12/2024 12:30:00,5.48,,10.52,3.52,1.52
20/12/2024 12:45:00,4.04,,7.992,2.56,1.392
20/12/2024 13:00:00,4.12,,8.524,3.12,1.284
20/12/2024 13:15:00,4.96,,9.288,2.56,1.768
20/12/2024 13:30:00,3.04,,7.708,2.88,1.788
20/12/2024 13:45:00,5.36,,9.624,2.6,1.664
20/12/2024 14:00:00,5.6,,10.44,2.92,1.92
20/12/2024 14:15:00,2.48,,6.06,1.92,1.66
20/12/2024 14:30:00,6.32,,11.028,2.8,1.908
20/12/2024 14:45:00,2.04,,6.624,3,1.584
20/12/2024 15:00:00,2.6,,6.256,2.2,1.456
20/12/2024 15:15:00,4.72,,8.204,2.04,1.444
20/12/2024 15:30:00,1.68,,6.12,2.92,1.52
20/12/2024 15:45:00,1.68,,4.764,1.52,1.564
20/12/2024 16:00:00,6.6,,10.72,2.56,1.56
20/12/2024 16:15:00,1.68,,6.624,3.56,1.384
20/12/2024 16:30:00,2.68,,9.084,4.96,1.444
20/12/2024 16:45:00,6.08,,12.032,3.88,2.072
20/12/2024 17:00:00,1.84,,8.152,4.8,1.512
20/12/2024 17:15:00,5.2,,9.792,2.96,1.632
20/12/2024 17:30:00,2.32,,7.032,3.2,1.512
20/12/2024 17:45:00,5.16,,11.14,4.32,1.66
20/12/2024 18:00:00,2.56,,8.416,4.16,1.696
20/12/2024 18:15:00,3.84,,9.256,3.64,1.776
20/12/2024 18:30:00,2.32,,8.312,3.68,2.312
20/12/2024 18:45:00,5.08,,11.076,4.28,1.716
20/12/2024 19:00:00,4.04,,8.568,2.28,2.248
20/12/2024 19:15:00,5.8,,10.592,3.2,1.592
20/12/2024 19:30:00,2.56,,7.788,3.84,1.388
20/12/2024 19:45:00,2.8,,8.932,4.36,1.772
20/12/2024 20:00:00,6.8,,11.752,3.6,1.352
20/12/2024 20:15:00,2.52,,7.132,3.36,1.252
20/12/2024 20:30:00,5.28,,9.908,3.24,1.388
20/12/2024 20:45:00,2.72,,7.54,3.44,1.38
20/12/2024 21:00:00,3.92,,7.572,2.4,1.252
20/12/2024 21:15:00,5.08,,9.576,3.24,1.256
20/12/2024 21:30:00,1.96,,7.52,4.32,1.24
20/12/2024 21:45:00,1.88,,6.592,3.44,1.272
20/12/2024 22:00:00,2.72,,6.404,2.4,1.284
20/12/2024 22:15:00,1.92,,5.428,2.28,1.228
20/12/2024 22:30:00,2.24,,6.056,2.52,1.296
20/12/2024 22:45:00,2.08,,5.48,2.2,1.2
20/12/2024 23:00:00,6.76,,11.116,2.88,1.476
20/12/2024 23:15:00,2.16,,5.992,2.48,1.352
20/12/2024 23:30:00,2.36,,6.24,2.32,1.56
20/12/2024 23:45:00,1.68,,5.136,1.96,1.496
21/12/2024 00:00:00,1.48,,4.128,1.16,1.488
21/12/2024 00:15:00,1.4,,3.88,1.12,1.36
21/12/2024 00:30:00,1.72,,3.992,0.92,1.352
21/12/2024 00:45:00,4.52,,6.98,1.04,1.42
21/12/2024 01:00:00,1,,3.696,1.28,1.416
21/12/2024 01:15:00,3.12,,5.548,0.96,1.468
21/12/2024 01:30:00,1.52,,3.772,0.88,1.372
21/12/2024 01:45:00,1.88,,4.036,0.72,1.436
21/12/2024 02:00:00,1.08,,3.132,0.64,1.412
21/12/2024 02:15:00,1.08,,2.872,0.44,1.352
21/12/2024 02:30:00,2.2,,4.012,0.48,1.332
21/12/2024 02:45:00,2.56,,4.704,0.56,1.584
21/12/2024 03:00:00,0.92,,3.128,0.84,1.368
21/12/2024 03:15:00,2,,4,0.56,1.44
21/12/2024 03:30:00,2.96,,4.772,0.48,1.332
21/12/2024 03:45:00,0.92,,2.656,0.32,1.416
21/12/2024 04:00:00,1,,3.092,0.76,1.332
21/12/2024 04:15:00,1,,3.036,0.64,1.396
21/12/2024 04:30:00,4.28,,6.708,0.72,1.708
21/12/2024 04:45:00,1.72,,4.108,0.92,1.468
21/12/2024 05:00:00,1.08,,3.332,0.76,1.492
21/12/2024 05:15:00,1.04,,2.992,0.56,1.392
21/12/2024 05:30:00,0.92,,2.888,0.56,1.408
21/12/2024 05:45:00,3.96,,6.212,0.84,1.412
21/12/2024 06:00:00,0.92,,3.648,1.28,1.448
21/12/2024 06:15:00,0.96,,3.472,1.08,1.432
21/12/2024 06:30:00,5.6,,8.148,0.96,1.588
21/12/2024 06:45:00,1,,3.424,0.88,1.544
21/12/2024 07:00:00,1.04,,4.068,1.52,1.508
21/12/2024 07:15:00,1.04,,5.116,2.52,1.556
21/12/2024 07:30:00,1.56,,5.604,2.64,1.404
21/12/2024 07:45:00,1.36,,5.484,2.76,1.364
21/12/2024 08:00:00,4.76,,9.876,3.52,1.596
21/12/2024 08:15:00,2.76,,7.296,3,1.536
21/12/2024 08:30:00,1.88,,7.752,4.36,1.512
21/12/2024 08:45:00,2.08,,7.964,4.56,1.324
21/12/2024 09:00:00,7.8,,15.348,6.16,1.388
21/12/2024 09:15:00,6.04,,12.572,5.12,1.412
21/12/2024 09:30:00,2.56,,9.732,5.92,1.252
21/12/2024 09:45:00,2.52,,9.828,5.8,1.508
21/12/2024 10:00:00,3.96,,9.904,4.6,1.344
21/12/2024 10:15:00,6,,13.376,6.12,1.256
21/12/2024 10:30:00,2.88,,11.108,6.92,1.308
21/12/2024 10:45:00,5.8,,14.864,7.48,1.584
21/12/2024 11:00:00,4.08,,12.304,6.88,1.344
21/12/2024 11:15:00,1.72,,10.076,6.8,1.556
21/12/2024 11:30:00,6.52,,14.088,6.04,1.528
21/12/2024 11:45:00,2.48,,9.204,5.08,1.644
21/12/2024 12:00:00,1.88,,6.736,3.12,1.736
21/12/2024 12:15:00,4.64,,9.628,3.4,1.588
21/12/2024 12:30:00,2.2,,6.648,3,1.448
21/12/2024 12:45:00,7.8,,13.696,4.12,1.776
21/12/2024 13:00:00,3.56,,8.644,3.68,1.404
21/12/2024 13:15:00,5.56,,10.728,3.76,1.408
21/12/2024 13:30:00,2,,7.132,3.68,1.452
21/12/2024 13:45:00,2,,7.16,3.6,1.56
21/12/2024 14:00:00,1.88,,6.68,3.24,1.56
21/12/2024 14:15:00,4.84,,10.408,3.2,2.368
21/12/2024 14:30:00,1.68,,6.14,2.88,1.58
21/12/2024 14:45:00,2.24,,6.884,3.12,1.524
21/12/2024 15:00:00,2.16,,7.056,3.4,1.496
21/12/2024 15:15:00,5.16,,10.656,3.88,1.616
21/12/2024 15:30:00,3.36,,7.668,2.64,1.668
21/12/2024 15:45:00,3.16,,7.396,2.64,1.596
21/12/2024 16:00:00,7.64,,12.304,2.8,1.864
21/12/2024 16:15:00,1.36,,7.44,4.52,1.56
21/12/2024 16:30:00,1.56,,6.456,3.12,1.776
21/12/2024 16:45:00,6.28,,10.78,2.8,1.7
21/12/2024 17:00:00,1.8,,7.884,3.92,2.164
21/12/2024 17:15:00,2.8,,9.3,4.84,1.66
21/12/2024 17:30:00,2.8,,7.996,3.64,1.556
21/12/2024 17:45:00,3.96,,9.276,3.76,1.556
21/12/2024 18:00:00,5.52,,10.116,2.52,2.076
21/12/2024 18:15:00,7.36,,11.428,2.64,1.428
21/12/2024 18:30:00,3.84,,8.764,3.36,1.564
21/12/2024 18:45:00,2.48,,8.176,4.28,1.416
21/12/2024 19:00:00,3,,8.564,4.28,1.284
21/12/2024 19:15:00,2.28,,7.052,3.32,1.452
21/12/2024 19:30:00,2.2,,6.216,2.56,1.456
21/12/2024 19:45:00,2.6,,6.708,2.6,1.508
21/12/2024 20:00:00,2.72,,6.936,2.72,1.496
21/12/2024 20:15:00,7.24,,11.82,2.96,1.62
21/12/2024 20:30:00,1.8,,6.628,3.36,1.468
21/12/2024 20:45:00,1.64,,6.136,3.04,1.456
21/12/2024 21:00:00,2.32,,6.568,2.72,1.528
21/12/2024 21:15:00,3,,6.928,2.4,1.528
21/12/2024 21:30:00,1.88,,5.484,1.88,1.724
21/12/2024 21:45:00,1.64,,5.168,2.08,1.448
21/12/2024 22:00:00,4.44,,8.72,2.84,1.44
21/12/2024 22:15:00,1.4,,4.684,2.04,1.244
21/12/2024 22:30:00,3.72,,8.08,3,1.36
21/12/2024 22:45:00,1.44,,5.46,2.76,1.26
21/12/2024 23:00:00,1.68,,6.116,3.2,1.236
21/12/2024 23:15:00,1.76,,5.62,2.6,1.26
21/12/2024 23:30:00,1.84,,5.844,2.56,1.444
21/12/2024 23:45:00,2.72,,5.664,1.68,1.264
22/12/2024 00:00:00,4.56,,8.2,2.28,1.36
22/12/2024 00:15:00,1.6,,4.448,1.56,1.288
22/12/2024 00:30:00,1.4,,4.068,1.4,1.268
22/12/2024 00:45:00,2.96,,4.992,0.8,1.232
22/12/2024 01:00:00,1.2,,3.976,1.52,1.256
22/12/2024 01:15:00,1.08,,3.38,1.08,1.22
22/12/2024 01:30:00,2.32,,4.268,0.72,1.228
22/12/2024 01:45:00,0.88,,2.732,0.6,1.252
22/12/2024 02:00:00,5.56,,7.668,0.76,1.348
22/12/2024 02:15:00,0.96,,3.052,0.72,1.372
22/12/2024 02:30:00,1.92,,3.968,0.6,1.448
22/12/2024 02:45:00,0.76,,2.748,0.44,1.548
22/12/2024 03:00:00,2.92,,4.804,0.4,1.484
22/12/2024 03:15:00,0.84,,2.948,0.6,1.508
22/12/2024 03:30:00,0.8,,2.916,0.56,1.556
22/12/2024 03:45:00,0.76,,2.808,0.52,1.528
22/12/2024 04:00:00,3.6,,5.936,0.68,1.656
22/12/2024 04:15:00,1,,3.02,0.64,1.38
22/12/2024 04:30:00,1.08,,3.012,0.56,1.372
22/12/2024 04:45:00,0.76,,2.64,0.52,1.36
22/12/2024 05:00:00,2,,3.716,0.4,1.316
22/12/2024 05:15:00,2.32,,4.228,0.52,1.388
22/12/2024 05:30:00,1.52,,3.644,0.64,1.484
22/12/2024 05:45:00,2.88,,4.888,0.6,1.408
22/12/2024 06:00:00,1.56,,3.576,0.44,1.576
22/12/2024 06:15:00,0.88,,3.052,0.68,1.492
22/12/2024 06:30:00,1.36,,3.612,0.84,1.412
22/12/2024 06:45:00,1.16,,3.376,0.84,1.376
22/12/2024 07:00:00,0.88,,3.628,1.32,1.428
22/12/2024 07:15:00,1.28,,4.432,1.8,1.352
22/12/2024 07:30:00,2.28,,5.6,1.96,1.36
22/12/2024 07:45:00,4.2,,7.692,2.08,1.412
22/12/2024 08:00:00,10.16,,15.348,3.64,1.548
22/12/2024 08:15:00,2,,6.844,3.4,1.444
22/12/2024 08:30:00,4.28,,9.756,4.04,1.436
22/12/2024 08:45:00,1.96,,8.316,4.96,1.396
22/12/2024 09:00:00,6.2,,13.444,5.64,1.604
22/12/2024 09:15:00,2.44,,9.944,5.88,1.624
22/12/2024 09:30:00,8.76,,15.6,5.36,1.48
22/12/2024 09:45:00,4.12,,11.928,6.28,1.528
22/12/2024 10:00:00,5,,12.872,6.44,1.432
22/12/2024 10:15:00,6.44,,14.288,6.44,1.408
22/12/2024 10:30:00,2.24,,8.884,5.32,1.324
22/12/2024 10:45:00,4.8,,11.848,5.44,1.608
22/12/2024 11:00:00,2.48,,12.18,7.68,2.02
22/12/2024 11:15:00,3.4,,11.384,6.48,1.504
22/12/2024 11:30:00,6.12,,13.244,5.16,1.964
22/12/2024 11:45:00,6.6,,13.564,5.44,1.524
22/12/2024 12:00:00,4.48,,11.712,5.68,1.552
22/12/2024 12:15:00,3.32,,9.88,5.04,1.52
22/12/2024 12:30:00,3.96,,9.844,4.28,1.604
22/12/2024 12:45:00,5.72,,11.796,4.64,1.436
22/12/2024 13:00:00,2.4,,8.52,4.76,1.36
22/12/2024 13:15:00,5,,9.636,3.24,1.396
22/12/2024 13:30:00,1.72,,7.276,4.2,1.356
22/12/2024 13:45:00,1.72,,7.352,4.28,1.352
22/12/2024 14:00:00,4.12,,9.584,4.08,1.384
22/12/2024 14:15:00,1.36,,6.576,3.72,1.496
22/12/2024 14:30:00,3.92,,8.948,3.56,1.468
22/12/2024 14:45:00,3.84,,9.248,3.8,1.608
22/12/2024 15:00:00,5.28,,10.74,3.72,1.74
22/12/2024 15:15:00,3.28,,7.836,3.08,1.476
22/12/2024 15:30:00,2.8,,7.412,3.2,1.412
22/12/2024 15:45:00,1.84,,6.272,3.16,1.272
22/12/2024 16:00:00,1.52,,5.696,2.4,1.776
22/12/2024 16:15:00,4.4,,8.508,2.76,1.348
22/12/2024 16:30:00,1.56,,6.456,3.64,1.256
22/12/2024 16:45:00,3.64,,8.096,3.2,1.256
22/12/2024 17:00:00,1.84,,7.424,4.32,1.264
22/12/2024 17:15:00,4.48,,9.812,3.72,1.612
22/12/2024 17:30:00,2.4,,7.328,3.48,1.448
22/12/2024 17:45:00,4.84,,10.836,4.44,1.556
22/12/2024 18:00:00,2.72,,8.96,4.28,1.96
22/12/2024 18:15:00,4.32,,10.708,4.64,1.748
22/12/2024 18:30:00,1.44,,7.94,4.8,1.7
22/12/2024 18:45:00,3.04,,9.112,4.64,1.432
22/12/2024 19:00:00,2.04,,6.836,3.32,1.476
22/12/2024 19:15:00,1.76,,6.084,2.96,1.364
22/12/2024 19:30:00,2.2,,6.884,3.28,1.404
22/12/2024 19:45:00,1.76,,6.836,3.6,1.476
22/12/2024 20:00:00,2.96,,8.1,3.72,1.42
22/12/2024 20:15:00,6.36,,11.524,3.68,1.484
22/12/2024 20:30:00,1.24,,7.116,4.44,1.436
22/12/2024 20:45:00,1.76,,7.044,3.84,1.444
22/12/2024 21:00:00,1.6,,6.42,3.36,1.46
22/12/2024 21:15:00,2.64,,7.812,3.72,1.452
22/12/2024 21:30:00,2.48,,7.592,3.68,1.432
22/12/2024 21:45:00,2.08,,5.748,2.2,1.468
22/12/2024 22:00:00,1.16,,5.42,2.92,1.34
22/12/2024 22:15:00,6.32,,11.52,3.76,1.44
22/12/2024 22:30:00,2.08,,6.612,3.12,1.412
22/12/2024 22:45:00,1.28,,5.304,2.64,1.384
22/12/2024 23:00:00,2.32,,6.912,3.16,1.432
22/12/2024 23:15:00,1.4,,4.996,2.2,1.396
22/12/2024 23:30:00,1.48,,4.528,1.6,1.448
22/12/2024 23:45:00,1.2,,4.272,1.72,1.352
23/12/2024 00:00:00,1.04,,3.456,1,1.416
23/12/2024 00:15:00,5.72,,8.336,1.24,1.376
23/12/2024 00:30:00,1.04,,3.328,0.88,1.408
23/12/2024 00:45:00,3,,5.248,0.88,1.368
23/12/2024 01:00:00,0.8,,2.936,0.8,1.336
23/12/2024 01:15:00,1.04,,3.044,0.68,1.324
23/12/2024 01:30:00,1.16,,3.064,0.56,1.344
23/12/2024 01:45:00,1.52,,3.44,0.6,1.32
23/12/2024 02:00:00,0.8,,2.8,0.68,1.32
23/12/2024 02:15:00,3.56,,5.784,0.76,1.464
23/12/2024 02:30:00,0.72,,2.828,0.72,1.388
23/12/2024 02:45:00,0.8,,2.616,0.48,1.336
23/12/2024 03:00:00,2.8,,4.46,0.32,1.34
23/12/2024 03:15:00,0.68,,2.468,0.44,1.348
23/12/2024 03:30:00,0.72,,2.448,0.48,1.248
23/12/2024 03:45:00,0.68,,2.284,0.32,1.284
23/12/2024 04:00:00,5.36,,7.064,0.44,1.264
23/12/2024 04:15:00,0.84,,2.532,0.32,1.372
23/12/2024 04:30:00,0.84,,2.884,0.72,1.324
23/12/2024 04:45:00,0.76,,2.656,0.56,1.336
23/12/2024 05:00:00,1,,2.9,0.48,1.42
23/12/2024 05:15:00,2.68,,4.596,0.44,1.476
23/12/2024 05:30:00,0.96,,3.372,1,1.412
23/12/2024 05:45:00,0.88,,3.136,0.92,1.336
23/12/2024 06:00:00,3.96,,6.032,0.72,1.352
23/12/2024 06:15:00,0.96,,3.224,1.08,1.184
23/12/2024 06:30:00,1.2,,3.932,1.52,1.212
23/12/2024 06:45:00,2.44,,5.628,1.92,1.268
23/12/2024 07:00:00,1.52,,5.06,2.28,1.26
23/12/2024 07:15:00,1.44,,5.232,2.4,1.392
23/12/2024 07:30:00,4.2,,8.216,2.64,1.376
23/12/2024 07:45:00,1.56,,7.308,4.44,1.308
23/12/2024 08:00:00,2.4,,7.5,3.84,1.26
23/12/2024 08:15:00,4.44,,11.076,5.16,1.476
23/12/2024 08:30:00,4.44,,11.116,5.28,1.396
23/12/2024 08:45:00,2.12,,7.976,4.08,1.776
23/12/2024 09:00:00,5.88,,15.204,7.6,1.724
23/12/2024 09:15:00,4.36,,12.344,6.24,1.744
23/12/2024 09:30:00,9.16,,13.996,3.24,1.596
23/12/2024 09:45:00,7.92,,14.42,4.88,1.62
23/12/2024 10:00:00,2.28,,10.512,6.56,1.672
23/12/2024 10:15:00,2.4,,10.244,6.16,1.684
23/12/2024 10:30:00,2.4,,9.22,5.28,1.54
23/12/2024 10:45:00,5.6,,12.576,5.28,1.696
23/12/2024 11:00:00,3.36,,9.404,4.52,1.524
23/12/2024 11:15:00,3.12,,10.156,5.36,1.676
23/12/2024 11:30:00,6.92,,12.116,3.76,1.436
23/12/2024 11:45:00,3.8,,9.512,4.16,1.552
23/12/2024 12:00:00,5.2,,11.528,4.88,1.448
23/12/2024 12:15:00,2.2,,8.056,4.44,1.416
23/12/2024 12:30:00,5,,9.888,3.44,1.448
23/12/2024 12:45:00,2.64,,7.264,3.16,1.464
23/12/2024 13:00:00,2.52,,6.848,2.84,1.488
23/12/2024 13:15:00,5.08,,9.312,2.6,1.632
23/12/2024 13:30:00,3.24,,7.76,2.84,1.68
23/12/2024 13:45:00,1.88,,6.604,3.4,1.324
23/12/2024 14:00:00,2.64,,7.344,3.44,1.264
23/12/2024 14:15:00,1.68,,6.348,3.44,1.228
23/12/2024 14:30:00,5.2,,9.848,3.12,1.528
23/12/2024 14:45:00,2.4,,6.408,2.68,1.328
23/12/2024 15:00:00,4.48,,8.484,2.56,1.444
23/12/2024 15:15:00,2.96,,6.472,2.2,1.312
23/12/2024 15:30:00,7.16,,11.648,3.08,1.408
23/12/2024 15:45:00,4.28,,8.58,2.8,1.5
23/12/2024 16:00:00,1.68,,5.8,2.8,1.32
23/12/2024 16:15:00,2.76,,7.88,3.8,1.32
23/12/2024 16:30:00,1.32,,5.644,3.12,1.204
23/12/2024 16:45:00,6.72,,10.864,2.8,1.344
23/12/2024 17:00:00,1.6,,5.616,2.76,1.256
23/12/2024 17:15:00,1.44,,5.076,2.4,1.236
23/12/2024 17:30:00,5.04,,9.296,2.92,1.336
23/12/2024 17:45:00,1.48,,6.632,3.92,1.232
23/12/2024 18:00:00,2.12,,6.688,3.16,1.408
23/12/2024 18:15:00,2.2,,7.368,3.36,1.808
23/12/2024 18:30:00,5.32,,10.572,3.52,1.732
23/12/2024 18:45:00,2.48,,8.976,4.64,1.856
23/12/2024 19:00:00,4.04,,9.496,4,1.456
23/12/2024 19:15:00,2.24,,7.26,3.56,1.46
23/12/2024 19:30:00,5.88,,10.484,3.08,1.524
23/12/2024 19:45:00,1.64,,6.688,3.56,1.488
23/12/2024 20:00:00,4.96,,10.308,3.76,1.588
23/12/2024 20:15:00,1.52,,7.5,4.4,1.58
23/12/2024 20:30:00,1.88,,6.476,3.04,1.556
23/12/2024 20:45:00,6.72,,12.144,3.64,1.784
23/12/2024 21:00:00,1.88,,7.028,3.64,1.508
23/12/2024 21:15:00,5.84,,11.952,4.4,1.712
23/12/2024 21:30:00,4.2,,9.208,3.52,1.488
23/12/2024 21:45:00,3.52,,7.724,2.72,1.484
23/12/2024 22:00:00,1.6,,5.796,2.76,1.436
23/12/2024 22:15:00,3.64,,8.204,3.04,1.524
23/12/2024 22:30:00,2.08,,7.148,3.48,1.588
23/12/2024 22:45:00,1.32,,6.504,3.68,1.504
23/12/2024 23:00:00,1.56,,5.476,2.44,1.476
23/12/2024 23:15:00,1.4,,4.744,1.88,1.464
23/12/2024 23:30:00,2.16,,6.1,2.48,1.46
23/12/2024 23:45:00,3.6,,7.22,2.12,1.5
24/12/2024 00:00:00,3.72,,6.844,1.52,1.604
24/12/2024 00:15:00,1.24,,4.38,1.72,1.42
24/12/2024 00:30:00,0.96,,3.44,1.08,1.4
24/12/2024 00:45:00,0.96,,3.168,0.96,1.248
24/12/2024 01:00:00,1.04,,3.324,1.04,1.244
24/12/2024 01:15:00,1.2,,3.132,0.72,1.212
24/12/2024 01:30:00,0.76,,2.572,0.64,1.172
24/12/2024 01:45:00,3.12,,5.336,1,1.216
24/12/2024 02:00:00,5.68,,7.908,0.96,1.268
24/12/2024 02:15:00,0.68,,2.636,0.72,1.236
24/12/2024 02:30:00,0.68,,2.88,0.96,1.24
24/12/2024 02:45:00,0.68,,2.476,0.56,1.236
24/12/2024 03:00:00,0.68,,2.556,0.68,1.196
24/12/2024 03:15:00,0.76,,2.696,0.72,1.216
24/12/2024 03:30:00,3.68,,5.776,0.84,1.256
24/12/2024 03:45:00,0.68,,2.312,0.44,1.192
24/12/2024 04:00:00,2.64,,4.32,0.44,1.24
24/12/2024 04:15:00,0.88,,2.66,0.56,1.22
24/12/2024 04:30:00,1.64,,3.632,0.72,1.272
24/12/2024 04:45:00,0.72,,2.548,0.52,1.308
24/12/2024 05:00:00,0.6,,2.376,0.52,1.256
24/12/2024 05:15:00,3.44,,5.26,0.44,1.38
24/12/2024 05:30:00,0.64,,2.436,0.56,1.236
24/12/2024 05:45:00,0.64,,2.6,0.72,1.24
24/12/2024 06:00:00,0.72,,2.884,0.92,1.244
24/12/2024 06:15:00,2.92,,4.908,0.72,1.268
24/12/2024 06:30:00,0.84,,3.484,1.4,1.244
24/12/2024 06:45:00,1.92,,5.076,1.88,1.276
24/12/2024 07:00:00,0.88,,3.86,1.72,1.26
24/12/2024 07:15:00,3.84,,7.032,1.88,1.312
24/12/2024 07:30:00,1.2,,4.912,2.48,1.232
24/12/2024 07:45:00,1.36,,6.32,3.32,1.64
24/12/2024 08:00:00,4.6,,9.916,3.48,1.836
24/12/2024 08:15:00,1.84,,7.504,4.2,1.464
24/12/2024 08:30:00,3.32,,8.956,4.2,1.436
24/12/2024 08:45:00,5.4,,11.432,4.68,1.352
24/12/2024 09:00:00,3.32,,10.312,5.6,1.392
24/12/2024 09:15:00,6.2,,11.932,4.12,1.612
24/12/2024 09:30:00,3.52,,9.964,4.76,1.684
24/12/2024 09:45:00,8.6,,17.256,6.52,2.136
24/12/2024 10:00:00,4.68,,11.772,5.2,1.892
24/12/2024 10:15:00,2.64,,9.716,5.6,1.476
24/12/2024 10:30:00,2.72,,9.584,5.4,1.464
24/12/2024 10:45:00,6.08,,12.76,4.84,1.84
24/12/2024 11:00:00,8.36,,16.756,6.88,1.516
24/12/2024 11:15:00,3.28,,10.456,5.88,1.296
24/12/2024 11:30:00,6.2,,11.824,4.16,1.464
24/12/2024 11:45:00,2.96,,9.948,5.28,1.708
24/12/2024 12:00:00,2.72,,10.332,5.88,1.732
24/12/2024 12:15:00,5.56,,12.656,5.48,1.616
24/12/2024 12:30:00,2.72,,8.616,4.12,1.776
24/12/2024 12:45:00,3.12,,8.884,4.12,1.644
24/12/2024 13:00:00,4.24,,9.62,3.68,1.7
24/12/2024 13:15:00,1.72,,8.476,5.32,1.436
24/12/2024 13:30:00,6.84,,12.732,4.4,1.492
24/12/2024 13:45:00,4.72,,10.548,4.08,1.748
