Date of Reading,(IN) BT0901 (Flow) (Flow (m3/hr)),(OUT) BT0301 (Flow) (Flow (m3/hr)),(OUT) BT0601 (Flow) (Flow (m3/hr)),(OUT) BT0701 (Flow) (Flow (m3/hr)),(OUT) BT0202 Flow (Flow (m3/hr)),Buchan Tower North outlet TM (Balance) (Flow (m3/hr))
01/07/2023 03:30:00,22.8,10.72,9,1.22,,1.86
01/07/2023 03:45:00,21.6,9.32,9.64,1.136,,1.504
01/07/2023 04:00:00,22.4,9.6,9.96,1.32,,1.52
01/07/2023 04:15:00,22.4,9.64,10.6,1.076,,1.084
01/07/2023 04:30:00,25.2,11.56,9.64,1.52,,2.48
01/07/2023 04:45:00,26.4,10.88,12.2,1.48,,1.84
01/07/2023 05:00:00,28,11.28,12.88,1.664,,2.176
01/07/2023 05:15:00,29.6,12.24,13.6,2.156,,1.604
01/07/2023 05:30:00,34,14.08,14.76,3.036,,2.124
01/07/2023 05:45:00,33.6,13.92,15.96,2.132,,1.588
01/07/2023 06:00:00,39.2,16.12,17.96,2.848,,2.272
01/07/2023 06:15:00,47.2,18.52,22.24,3.732,,2.708
01/07/2023 06:30:00,47.59999,19.88,21.64,4.044,,2.03599
01/07/2023 06:45:00,52.80001,21.84,22.4,5.032,,3.52801
01/07/2023 07:00:00,54,24.4,23.92,4.18,,1.5
01/07/2023 07:15:00,59.60002,24.8,26.4,5.348,,3.05202
01/07/2023 07:30:00,67.60001,25.84,30.2,8.468,,3.09201
01/07/2023 07:45:00,65.59999,26.24,29,7.172,,3.18799
01/07/2023 08:00:00,71.6,31.76,29.28,7.372,,3.188
01/07/2023 08:15:00,80.39999,31.72,32.84,10.752,,5.08799
01/07/2023 08:30:00,80.39999,31.04,34.76,9.708,,4.89199
01/07/2023 08:45:00,82.00001,33.12,36.04,7.992,,4.84801
01/07/2023 09:00:00,79.2,34.48,33.88,7.696,,3.144
01/07/2023 09:15:00,79.2,34.28,32.96,8.42,,3.54
01/07/2023 09:30:00,84.80002,37.08,35.2,8.664,,3.85602
01/07/2023 09:45:00,81.20002,36.28001,33.08,8.3,,3.54001
01/07/2023 10:00:00,78.8,34.12,31.64,7.616,,5.424
01/07/2023 10:15:00,74.00002,31.56,30.44,5.696,,6.30402
01/07/2023 10:30:00,75.6,31.56,31.04,6.46,,6.54
01/07/2023 10:45:00,79.2,35.92,31.24,7.816,,4.224
01/07/2023 11:00:00,76.79999,35.72,30.44,6.08,,4.55999
01/07/2023 11:15:00,82.00001,35.48,33.12,7.168,,6.23201
01/07/2023 11:30:00,77.19998,34.4,33.04,5.572,,4.18798
01/07/2023 11:45:00,73.59998,31.56,31.96,6.792,,3.28798
01/07/2023 12:00:00,69.99998,30.24,31.12,5.64,,2.99998
01/07/2023 12:15:00,74.00002,33.76,29.32,7.372,,3.54802
01/07/2023 12:30:00,69.59999,32.56,28.76,4.976,,3.30399
01/07/2023 12:45:00,66.80002,29.04,28.76,4.656,,4.34402
01/07/2023 13:00:00,65.99999,28.56,27.68,5.48,,4.27999
01/07/2023 13:15:00,61.6,29.08,25.8,4.416,,2.304
01/07/2023 13:30:00,61.6,28.92,26.96,3.3,,2.42
01/07/2023 13:45:00,56.80001,23.96,25.56,4.46,,2.82001
01/07/2023 14:00:00,56.40001,26.44,24.36,3.74,,1.86001
01/07/2023 14:15:00,59.19998,26.84,26.44,3.2,,2.71998
01/07/2023 14:30:00,61.2,25.96,27.88,3.824,,3.536
01/07/2023 14:45:00,58.79999,28.04,24.4,4.02,,2.33999
01/07/2023 15:00:00,59.19998,26.88,25.88,4.184,,2.25598
01/07/2023 15:15:00,63.20002,28.24,25.92,5.008,,4.03202
01/07/2023 15:30:00,63.60001,31.2,26.04,3.956,,2.40401
01/07/2023 15:45:00,62.79998,29.24,24.76,6.06,,2.73998
01/07/2023 16:00:00,61.6,27.2,25.6,5.208,,3.592
01/07/2023 16:15:00,59.19998,26.56,23.12,3.812,,5.70798
01/07/2023 16:30:00,62.79998,28.04,27.12,5.772,,1.86798
01/07/2023 16:45:00,61.6,28.56,25.72,4.508,,2.812
01/07/2023 17:00:00,67.60001,31.76,27.64,4.6,,3.60001
01/07/2023 17:15:00,64.8,30.32,27.36,4.22,,2.9
01/07/2023 17:30:00,63.20002,28.92,26.56,4.672,,3.04802
01/07/2023 17:45:00,66.39998,27.84,28.6,5.928,,4.03198
01/07/2023 18:00:00,68,30.92,28.12,5.8,,3.16
01/07/2023 18:15:00,64.8,29.4,27.04,4.972,,3.388
01/07/2023 18:30:00,64.8,27.64,27.88,5.084,,4.196
01/07/2023 18:45:00,65.99999,28.56,27.72,5.64,,4.07999
01/07/2023 19:00:00,61.6,28.16,25.84,4.728,,2.872
01/07/2023 19:15:00,66.39998,30.44,27.36,4.372,,4.22798
01/07/2023 19:30:00,61.6,27.08,26.76,3.716,,4.044
01/07/2023 19:45:00,65.2,29.32,28.8,3.904,,3.176
01/07/2023 20:00:00,66.80002,32,26.48,4.572,,3.74802
01/07/2023 20:15:00,65.59999,30.52,27.36,4.824,,2.89599
01/07/2023 20:30:00,58.79999,26.24,23.76,4.62,,4.17999
01/07/2023 20:45:00,60.8,26.6,26.64,4.06,,3.5
01/07/2023 21:00:00,59.60002,28,25.08,3.708,,2.81202
01/07/2023 21:15:00,57.6,27.4,24.12,3.76,,2.32
01/07/2023 21:30:00,56.80001,28.84,22.12,3.596,,2.24401
01/07/2023 21:45:00,54,26.76,20.2,3.976,,3.064
01/07/2023 22:00:00,53.20001,24.04,20.6,3.88,,4.68001
01/07/2023 22:15:00,46.4,20.4,19.76,3.364,,2.876
01/07/2023 22:30:00,43.6,19.68,18.52,2.784,,2.616
01/07/2023 22:45:00,39.2,17.08,16.92,2.2,,3
01/07/2023 23:00:00,38.00002,17.44,15.8,2.368,,2.39202
01/07/2023 23:15:00,36.4,17.2,15.12,1.664,,2.416
01/07/2023 23:30:00,32.8,14.72,13.52,2.372,,2.188
01/07/2023 23:45:00,31.6,14.24,13.88,1.704,,1.776
02/07/2023 00:00:00,30,14.44,11.84,1.968,,1.752
02/07/2023 00:15:00,29.2,13.84,11.92,1.9,,1.54
02/07/2023 00:30:00,26,11.4,10.84,1.912,,1.848
02/07/2023 00:45:00,26.8,11.84,10.6,1.848,,2.512
02/07/2023 01:00:00,25.2,10.6,11.08,1.916,,1.604
02/07/2023 01:15:00,23.6,9.84,9.92,1.784,,2.056
02/07/2023 01:30:00,23.2,10.04,10.2,1.164,,1.796
02/07/2023 01:45:00,22,9.72,9.88,1.204,,1.196
02/07/2023 02:00:00,21.6,10.24,8.84,1.104,,1.416
02/07/2023 02:15:00,20.8,8.96,9.32,1.016,,1.504
02/07/2023 02:30:00,21.2,9.32,9.12,1.096,,1.664
02/07/2023 02:45:00,20.4,9.04,9.32,0.932,,1.108
02/07/2023 03:00:00,20.8,9.12,8.84,1.372,,1.468
02/07/2023 03:15:00,21.6,10.2,9.2,0.94,,1.26
02/07/2023 03:30:00,22.4,10.04,9.48,1.088,,1.792
02/07/2023 03:45:00,23.2,9.36,10.24,1.52,,2.08
02/07/2023 04:00:00,37.59998,9.68,9.84,16.092,,1.98798
02/07/2023 04:15:00,31.2,9.56,11.16,9.52,,0.96
02/07/2023 04:30:00,24.8,10.24,11.16,1.136,,2.264
02/07/2023 04:45:00,25.2,11.44,10.44,1.168,,2.152
02/07/2023 05:00:00,27.6,11.56,12.4,1.732,,1.908
02/07/2023 05:15:00,31.2,13.4,13.12,1.824,,2.856
02/07/2023 05:30:00,34,14.96,14.4,2.592,,2.048
02/07/2023 05:45:00,32.8,13,14.32,2.5,,2.98
02/07/2023 06:00:00,34.4,14.08,14.76,2.588,,2.972
02/07/2023 06:15:00,38.00002,15.64,16.64,3.256,,2.46402
02/07/2023 06:30:00,42.8,18.92,17.68,3.112,,3.088
02/07/2023 06:45:00,48.80002,20.6,20.92,3.844,,3.43602
02/07/2023 07:00:00,48.80002,21.32,21.76,3.204,,2.51602
02/07/2023 07:15:00,59.19998,25.6,25.08,6.104,,2.41598
02/07/2023 07:30:00,62.39999,27.04,25.8,5.68,,3.87999
02/07/2023 07:45:00,67.60001,30.4,28.76,6.12,,2.32001
02/07/2023 08:00:00,74.40001,33.08,30.32,7.476,,3.52401
02/07/2023 08:15:00,78.8,36.51998,31.84,6.708,,3.73202
02/07/2023 08:30:00,76,33,32.04,7.864,,3.096
02/07/2023 08:45:00,79.2,35.6,32.12,8.076,,3.404
02/07/2023 09:00:00,83.59999,36.16002,37.15999,6.736,,3.54398
02/07/2023 09:15:00,87.59999,38.31998,37.84,6.62,,4.82001
02/07/2023 09:30:00,85.60001,37.76,36.20002,6.984,,4.65599
02/07/2023 09:45:00,86,38.44001,33.96,6.64,,6.95999
02/07/2023 10:00:00,87.99998,41.72,34.6,7.512,,4.16798
02/07/2023 10:15:00,83.99999,38.48,35.32,6.488,,3.71199
02/07/2023 10:30:00,83.2,37.04,36.07999,7.128,,2.95201
02/07/2023 10:45:00,81.20002,36.96001,32.56,7.016,,4.66401
02/07/2023 11:00:00,76,34.92,30.56,6.744,,3.776
02/07/2023 11:15:00,79.99999,36.83999,31.56,6.44,,5.16
02/07/2023 11:30:00,75.6,34.72,31.96,5.468,,3.452
02/07/2023 11:45:00,78.8,34.52,33.84,5.996,,4.444
02/07/2023 12:00:00,76.39999,34.6,32.48,5.836,,3.48399
02/07/2023 12:15:00,76.79999,34.68,32.36,5.216,,4.54399
02/07/2023 12:30:00,74.00002,34.28,31.2,3.576,,4.94402
02/07/2023 12:45:00,73.19999,33.36,30.52,3.776,,5.54399
02/07/2023 13:00:00,73.59998,34.52,29.28,4.46,,5.33998
02/07/2023 13:15:00,68.8,30.76,28.12,5.424,,4.496
02/07/2023 13:30:00,69.19999,30.76,27.76,5.144,,5.53599
02/07/2023 13:45:00,63.60001,28.88,24.44,5.8,,4.48001
02/07/2023 14:00:00,65.59999,30.16,26.76,4.128,,4.55199
02/07/2023 14:15:00,65.99999,30.68,26.72,4.716,,3.88399
02/07/2023 14:30:00,62.79998,27.68,27.8,3.376,,3.94398
02/07/2023 14:45:00,66.80002,27.92,30.16,4.68,,4.04002
02/07/2023 15:00:00,67.60001,27.72,31.6,4.808,,3.47201
02/07/2023 15:15:00,65.2,27.32,29.28,3.624,,4.976
02/07/2023 15:30:00,63.60001,28.36,24.68,4.236,,6.32401
02/07/2023 15:45:00,68,31.48,28.6,4.404,,3.516
02/07/2023 16:00:00,69.59999,30.76,28.88,3.92,,6.03999
02/07/2023 16:15:00,78.40001,31,34.92,6.52,,5.96001
02/07/2023 16:30:00,79.99999,33.52,33.56,7.676,,5.24399
02/07/2023 16:45:00,78.00001,33.68,34.48,6.12,,3.72001
02/07/2023 17:00:00,76.39999,33.48,31.68,6.3,,4.93999
02/07/2023 17:15:00,80.79998,35.8,33.92,6.36,,4.71998
02/07/2023 17:30:00,83.59999,34.48,38.27999,5.296,,5.544
02/07/2023 17:45:00,90,41.24002,37.08,6.368,,5.31198
02/07/2023 18:00:00,87.99998,37.32001,37.44,6.572,,6.66797
02/07/2023 18:15:00,93.2,37.44,40.39999,8.22,,7.14001
02/07/2023 18:30:00,91.59998,40.56001,39.24,7.088,,4.71197
02/07/2023 18:45:00,91.59998,39.39998,36.72,8.24,,7.24
02/07/2023 19:00:00,80.79998,36.64001,32.76,6.964,,4.43597
02/07/2023 19:15:00,84.80002,38.00002,35.68,5.708,,5.412
02/07/2023 19:30:00,85.20001,39.71999,34.32,6.684,,4.47602
02/07/2023 19:45:00,83.59999,39.84001,33.4,4.716,,5.64398
02/07/2023 20:00:00,77.19998,36.47999,30.44,4.664,,5.61599
02/07/2023 20:15:00,75.2,35.64,30.8,5.084,,3.676
02/07/2023 20:30:00,72,34.12,29,4.536,,4.344
02/07/2023 20:45:00,71.20001,31.08,30.64,4.932,,4.54801
02/07/2023 21:00:00,66.39998,30.56,27.56,3.936,,4.34398
02/07/2023 21:15:00,65.59999,29.68,27.56,5.092,,3.26799
02/07/2023 21:30:00,58.79999,26.24,21.52,4.976,,6.06399
02/07/2023 21:45:00,57.2,25.16,24.6,4.076,,3.364
02/07/2023 22:00:00,54.4,25.68,21.48,4.768,,2.472
02/07/2023 22:15:00,47.59999,22.4,19.56,2.584,,3.05599
02/07/2023 22:30:00,44.79998,20.56,18.2,3.916,,2.12398
02/07/2023 22:45:00,36.79999,16.96,15.8,2.708,,1.33199
02/07/2023 23:00:00,36.79999,17.72,15.2,2.108,,1.77199
02/07/2023 23:15:00,34.8,16.52,13.52,2.052,,2.708
02/07/2023 23:30:00,28.8,13.48,11.68,1.4,,2.24
02/07/2023 23:45:00,26.8,11.76,11.96,1.408,,1.672
03/07/2023 00:00:00,26,11,11.88,1.204,,1.916
03/07/2023 00:15:00,26.4,10.56,12.24,1.176,,2.424
03/07/2023 00:30:00,24.8,11.28,10.56,1.128,,1.832
03/07/2023 00:45:00,24,11.52,10.48,1.004,,0.996
03/07/2023 01:00:00,22.8,10.32,9.8,1.164,,1.516
03/07/2023 01:15:00,22,10.24,9,1.136,,1.624
03/07/2023 01:30:00,22.4,10.04,9.36,0.988,,2.012
03/07/2023 01:45:00,22,10.12,9.84,0.864,,1.176
03/07/2023 02:00:00,23.2,10.2,10.16,1,,1.84
03/07/2023 02:15:00,21.6,9.24,9.92,0.836,,1.604
03/07/2023 02:30:00,20.8,9.8,8.8,0.9,,1.3
03/07/2023 02:45:00,20.8,9.12,9.24,0.964,,1.476
03/07/2023 03:00:00,22.4,10.72,9.6,0.852,,1.228
03/07/2023 03:15:00,24.8,12.04,9.16,0.968,,2.632
03/07/2023 03:30:00,23.6,10.8,9.96,0.96,,1.88
03/07/2023 03:45:00,24.4,12.08,10.12,1.116,,1.084
03/07/2023 04:00:00,26.4,12.64,10.84,1.34,,1.58
03/07/2023 04:15:00,32,14.32,13.88,1.708,,2.092
03/07/2023 04:30:00,32.4,13.44,14.04,2.672,,2.248
03/07/2023 04:45:00,34,15.68,13.28,2.484,,2.556
03/07/2023 05:00:00,37.59998,16.08,16.08,2.2,,3.23998
03/07/2023 05:15:00,42.8,18.48,18.48,2.748,,3.092
03/07/2023 05:30:00,48.39998,20.36,20.24,4.84,,2.95998
03/07/2023 05:45:00,63.60001,27.84,26.44,5.752,,3.56801
03/07/2023 06:00:00,66.39998,29.92,27.76,5.048,,3.67198
03/07/2023 06:15:00,80.79998,34.56,31.92,7.508,,6.81198
03/07/2023 06:30:00,78.00001,32.92,32.96,8.34,,3.78001
03/07/2023 06:45:00,74.00002,32.64,31.2,6.276,,3.88402
03/07/2023 07:00:00,75.6,32.2,33.2,6.988,,3.212
03/07/2023 07:15:00,75.2,30.92,33.12,7.54,,3.62
03/07/2023 07:30:00,71.20001,31.16,31.28,6.56,,2.20001
03/07/2023 07:45:00,65.99999,28.92,28.84,6.2,,2.03999
03/07/2023 08:00:00,62.79998,26.68,29.12,5.648,,1.35198
03/07/2023 08:15:00,60.8,26.92,27.44,4.488,,1.952
03/07/2023 08:30:00,58,25.52,25.2,4.676,,2.604
03/07/2023 08:45:00,58,25.96,25.76,4.204,,2.076
03/07/2023 09:00:00,59.60002,26.16,24.28,5.452,,3.70802
03/07/2023 09:15:00,58.79999,25.68,25.88,5.476,,1.76399
03/07/2023 09:30:00,58.79999,27.56,24.16,5.048,,2.03199
03/07/2023 09:45:00,56.80001,25.36,23.72,5.84,,1.88001
03/07/2023 10:00:00,60.00001,26.64,25.8,4.92,,2.64001
03/07/2023 10:15:00,59.19998,25.92,25.68,5.388,,2.21198
03/07/2023 10:30:00,60.8,26.4,26.8,4.572,,3.028
03/07/2023 10:45:00,58,26.12,22.76,4.352,,4.768
03/07/2023 11:00:00,57.2,25.6,24.12,3.82,,3.66
03/07/2023 11:15:00,57.6,23.36,27.92,3.956,,2.364
03/07/2023 11:30:00,53.20001,22.36,24.32,3.716,,2.80401
03/07/2023 11:45:00,52.40002,24,23,3.496,,1.90402
03/07/2023 12:00:00,56.00002,23.32,26.44,2.66,,3.58002
03/07/2023 12:15:00,55.59998,22.92,24.96,3.828,,3.89198
03/07/2023 12:30:00,59.19998,26.48,25.04,3.992,,3.68798
03/07/2023 12:45:00,55.59998,25.44,22.72,3.98,,3.45998
03/07/2023 13:00:00,55.59998,25.24,21.72,3.308,,5.33198
03/07/2023 13:15:00,56.00002,24.04,23.52,3.656,,4.78402
03/07/2023 13:30:00,55.59998,26.6,22.96,2.868,,3.17198
03/07/2023 13:45:00,54.4,25.56,22.24,3.212,,3.388
03/07/2023 14:00:00,48.80002,22.32,21.56,2.588,,2.33202
03/07/2023 14:15:00,51.59999,23.68,21.4,3.072,,3.44799
03/07/2023 14:30:00,53.6,27.2,19.52,3.708,,3.172
03/07/2023 14:45:00,54.4,23.68,23.88,4.12,,2.72
03/07/2023 15:00:00,53.6,24.8,21.64,3.34,,3.82
03/07/2023 15:15:00,56.00002,23.88,25.6,3.536,,2.98402
03/07/2023 15:30:00,56.80001,24.44,24.48,3.78,,4.10001
03/07/2023 15:45:00,56.80001,24.04,25.96,3.784,,3.01601
03/07/2023 16:00:00,60.8,26.72,26.48,4.176,,3.424
03/07/2023 16:15:00,65.59999,25.6,30.24,4.572,,5.18799
03/07/2023 16:30:00,60.00001,25.36,28.04,3.704,,2.89601
03/07/2023 16:45:00,67.20001,28.68,30.84,4.684,,2.99601
03/07/2023 17:00:00,71.6,31,31.44,4.492,,4.668
03/07/2023 17:15:00,73.19999,31.08,30.92,6.316,,4.88399
03/07/2023 17:30:00,77.19998,32.8,34.72,5.936,,3.74398
03/07/2023 17:45:00,78.00001,33.28,34.28,6.364,,4.07601
03/07/2023 18:00:00,77.19998,36.36,30.72,5.9,,4.21998
03/07/2023 18:15:00,79.99999,34.2,33.24,7.972,,4.58799
03/07/2023 18:30:00,83.99999,40.11998,34.36,5.836,,3.68401
03/07/2023 18:45:00,74.40001,34.48,30.88,5.152,,3.88801
03/07/2023 19:00:00,71.6,30.56,28.8,6.456,,5.784
03/07/2023 19:15:00,78.40001,35.68,31.2,6.828,,4.69201
03/07/2023 19:30:00,74.00002,32.64,30.44,5.656,,5.26402
03/07/2023 19:45:00,71.6,31.88,30.2,5.524,,3.996
03/07/2023 20:00:00,71.20001,31.32,29.04,6.696,,4.14401
03/07/2023 20:15:00,69.19999,32.96,27.32,6.308,,2.61199
03/07/2023 20:30:00,70.80001,31.68,29.92,4.592,,4.60801
03/07/2023 20:45:00,63.20002,30.36,23.6,4.084,,5.15602
03/07/2023 21:00:00,57.2,27.72,23,3.784,,2.696
03/07/2023 21:15:00,60.8,28.56,23.68,5.2,,3.36
03/07/2023 21:30:00,53.6,22.48,22.84,4.544,,3.736
03/07/2023 21:45:00,54,23.52,24.08,3.824,,2.576
03/07/2023 22:00:00,48.80002,21.88,20.44,3.756,,2.72402
03/07/2023 22:15:00,43.99999,18.88,18.2,3.08,,3.83999
03/07/2023 22:30:00,41.60002,18.28,17.32,3.212,,2.78802
03/07/2023 22:45:00,36,16.48,15.8,2.108,,1.612
03/07/2023 23:00:00,32,15.28,13.6,2.012,,1.108
03/07/2023 23:15:00,30.4,13.56,13.6,1.652,,1.588
03/07/2023 23:30:00,27.2,11.48,12.64,1.748,,1.332
03/07/2023 23:45:00,25.2,11.16,11.24,1.648,,1.152
04/07/2023 00:00:00,26.8,11.88,11.44,1.784,,1.696
04/07/2023 00:15:00,24,10.44,10.44,1.316,,1.804
04/07/2023 00:30:00,23.2,10.32,10.68,1.092,,1.108
04/07/2023 00:45:00,22.8,10.12,10.52,1.148,,1.012
04/07/2023 01:00:00,22,8.96,10,1.248,,1.792
04/07/2023 01:15:00,20.8,8.72,9.52,1.444,,1.116
04/07/2023 01:30:00,22,9.44,9.48,1.244,,1.836
04/07/2023 01:45:00,21.6,9,9.92,1.144,,1.536
04/07/2023 02:00:00,20.8,9.2,9.2,0.868,,1.532
04/07/2023 02:15:00,20.8,8.96,9.92,1.056,,0.864
04/07/2023 02:30:00,21.2,8.28,9.6,0.944,,2.376
04/07/2023 02:45:00,21.6,9.12,10.16,0.996,,1.324
04/07/2023 03:00:00,22,9.36,10.6,0.948,,1.092
04/07/2023 03:15:00,22.4,9.68,10.24,1.012,,1.468
04/07/2023 03:30:00,23.2,9.72,10.96,1.144,,1.376
04/07/2023 03:45:00,24.8,10.84,11.2,1.34,,1.42
04/07/2023 04:00:00,25.6,11.92,11.24,1.176,,1.264
04/07/2023 04:15:00,29.6,12.16,13.6,2.076,,1.764
04/07/2023 04:30:00,32,13.28,14.76,2.068,,1.892
04/07/2023 04:45:00,34.4,14.76,15.44,2.344,,1.856
04/07/2023 05:00:00,36.79999,15.28,16.72,2.032,,2.76799
04/07/2023 05:15:00,40.39999,16.52,18.44,2.152,,3.28799
04/07/2023 05:30:00,51.59999,22,22.84,4.124,,2.63599
04/07/2023 05:45:00,56.40001,22.68,24.28,5.696,,3.74401
04/07/2023 06:00:00,62.79998,27.12,27.84,5.536,,2.30398
04/07/2023 06:15:00,70.40002,29.04,31.08,5.732,,4.54802
04/07/2023 06:30:00,74.80001,33.68,30.04,7.52,,3.56001
04/07/2023 06:45:00,78.8,34.64,33.36,6.808,,3.992
04/07/2023 07:00:00,75.6,36.79999,30.52,5.34,,2.94001
04/07/2023 07:15:00,73.19999,33.4,30.92,6.488,,2.39199
04/07/2023 07:30:00,67.20001,29.2,27.64,7.768,,2.59201
04/07/2023 07:45:00,60.40001,23.92,28,6.128,,2.35201
04/07/2023 08:00:00,55.19999,24.32,25.44,4.228,,1.21199
04/07/2023 08:15:00,60.00001,26.32,26.92,4.376,,2.38401
04/07/2023 08:30:00,59.60002,26.44,24.32,4.652,,4.18802
04/07/2023 08:45:00,59.19998,25.08,27.44,4.332,,2.34798
04/07/2023 09:00:00,61.2,26.24,27.88,4.344,,2.736
04/07/2023 09:15:00,58.79999,23.96,26.64,5.136,,3.06399
04/07/2023 09:30:00,58,27.76,24.36,3.192,,2.688
04/07/2023 09:45:00,55.19999,22.68,25.92,4.288,,2.31199
04/07/2023 10:00:00,56.00002,23.8,24.8,5.188,,2.21202
04/07/2023 10:15:00,60.00001,26.88,26.08,5.552,,1.48801
04/07/2023 10:30:00,59.60002,24.8,27.36,5.076,,2.36402
04/07/2023 10:45:00,59.19998,25.52,25.16,5.512,,3.00798
04/07/2023 11:00:00,54.4,24.36,22.56,4.164,,3.316
04/07/2023 11:15:00,49.60001,22.04,22.16,3.72,,1.68001
04/07/2023 11:30:00,47.99999,22.08,19.76,3.548,,2.61199
04/07/2023 11:45:00,49.20001,22.52,20.04,4.592,,2.04801
04/07/2023 12:00:00,52.80001,23.6,23.4,3.964,,1.83601
04/07/2023 12:15:00,50.8,23.44,22.24,3.384,,1.736
04/07/2023 12:30:00,49.20001,22.68,21.12,3.208,,2.19201
04/07/2023 12:45:00,50.8,21.92,23,2.992,,2.888
04/07/2023 13:00:00,50.4,21.8,22.44,3.304,,2.856
04/07/2023 13:15:00,51.19999,22.04,23.72,3.66,,1.77999
04/07/2023 13:30:00,52.40002,23.44,22.84,3.664,,2.45602
04/07/2023 13:45:00,49.20001,21.16,21,3.776,,3.26401
04/07/2023 14:00:00,50.8,21.72,21.72,3.916,,3.444
04/07/2023 14:15:00,48.39998,20.56,20.68,3.66,,3.49998
04/07/2023 14:30:00,50.4,22.36,21.44,4.224,,2.376
04/07/2023 14:45:00,52.40002,23,23.12,3.852,,2.42802
04/07/2023 15:00:00,53.6,23.88,24.48,3.148,,2.092
04/07/2023 15:15:00,54.4,23.8,24.76,3.492,,2.348
04/07/2023 15:30:00,57.2,25.4,25.64,4.016,,2.144
04/07/2023 15:45:00,62.39999,28.96,26.68,4.964,,1.79599
04/07/2023 16:00:00,62.39999,29.24,25,4.876,,3.28399
04/07/2023 16:15:00,63.20002,27.96,28.24,3.744,,3.25602
04/07/2023 16:30:00,70.40002,31.6,31.08,4.436,,3.28402
04/07/2023 16:45:00,73.19999,32.08,32.48,5.04,,3.59999
04/07/2023 17:00:00,74.00002,32.24,33.04,4.936,,3.78402
04/07/2023 17:15:00,81.20002,35.36,35.08,6.752,,4.00802
04/07/2023 17:30:00,76.39999,33.68,32,6.408,,4.31199
04/07/2023 17:45:00,80.79998,36,34.48,5.784,,4.53598
04/07/2023 18:00:00,82.00001,37.15999,33.92,7.144,,3.77602
04/07/2023 18:15:00,82.00001,35.76,34.4,7.62,,4.22001
04/07/2023 18:30:00,85.20001,38.95999,35.16,7.088,,3.99202
04/07/2023 18:45:00,76.79999,35.96,31.4,5.156,,4.28399
04/07/2023 19:00:00,77.19998,33.68,31.48,6.604,,5.43598
04/07/2023 19:15:00,77.60002,35.2,31.6,6.24,,4.56002
04/07/2023 19:30:00,76.39999,35.88,31.56,5.524,,3.43599
04/07/2023 19:45:00,68,33.16,25.84,5.28,,3.72
04/07/2023 20:00:00,67.20001,30.44,26.48,6.516,,3.76401
04/07/2023 20:15:00,67.20001,29.68,27.32,4.972,,5.22801
04/07/2023 20:30:00,66.39998,29.6,27.92,4.836,,4.04398
04/07/2023 20:45:00,63.60001,29.6,24.88,5.424,,3.69601
04/07/2023 21:00:00,59.60002,26.92,23.8,4.636,,4.24402
04/07/2023 21:15:00,54.79999,25.16,22.72,3.632,,3.28799
04/07/2023 21:30:00,56.40001,24,22.4,6.604,,3.39601
04/07/2023 21:45:00,50.8,20.76,20.44,6.276,,3.324
04/07/2023 22:00:00,46.00001,21.6,18.96,2.828,,2.61201
04/07/2023 22:15:00,44.79998,22.28,18.2,2.272,,2.04798
04/07/2023 22:30:00,39.6,18.16,17.16,2.084,,2.196
04/07/2023 22:45:00,35.6,15.52,15.32,2.088,,2.672
04/07/2023 23:00:00,31.6,15.08,13.56,1.652,,1.308
04/07/2023 23:15:00,32.4,15.6,13.04,1.884,,1.876
04/07/2023 23:30:00,28.4,14.96,10.8,1.472,,1.168
04/07/2023 23:45:00,25.6,12.44,10.6,1.052,,1.508
05/07/2023 00:00:00,24.8,11.24,10.36,2.216,,0.984
05/07/2023 00:15:00,24,11.52,9.52,1.256,,1.704
05/07/2023 00:30:00,22.4,9.92,9.68,1.504,,1.296
05/07/2023 00:45:00,21.6,9.6,9.04,1.204,,1.756
05/07/2023 01:00:00,21.6,9.48,9.28,1.112,,1.728
05/07/2023 01:15:00,22,9.64,9.6,1.348,,1.412
05/07/2023 01:30:00,22,9.08,10.64,1.052,,1.228
05/07/2023 01:45:00,20.4,8.56,9.32,1.004,,1.516
05/07/2023 02:00:00,21.2,9.36,8.68,0.996,,2.164
05/07/2023 02:15:00,21.2,9.48,9.36,1.004,,1.356
05/07/2023 02:30:00,21.2,9.48,9.24,0.98,,1.5
05/07/2023 02:45:00,21.2,9.56,9.16,1.048,,1.432
05/07/2023 03:00:00,21.2,10.04,8.92,1.108,,1.132
05/07/2023 03:15:00,22.8,10.56,9.84,1.068,,1.332
05/07/2023 03:30:00,24,10.64,10.36,0.976,,2.024
05/07/2023 03:45:00,24.4,11.08,10.56,1.44,,1.32
05/07/2023 04:00:00,25.6,12.4,10.08,1.568,,1.552
05/07/2023 04:15:00,30,13.32,12.2,1.844,,2.636
05/07/2023 04:30:00,32.4,13.56,13.72,2.28,,2.84
05/07/2023 04:45:00,32.8,12.88,15.64,2.568,,1.712
05/07/2023 05:00:00,37.59998,16.36,16.32,2.876,,2.04398
05/07/2023 05:15:00,41.19998,17.68,17.12,3.232,,3.16798
05/07/2023 05:30:00,46.8,20.2,20.8,3.304,,2.496
05/07/2023 05:45:00,50.8,22.84,20.88,4.924,,2.156
05/07/2023 06:00:00,59.60002,27.04,24.8,4.284,,3.47602
05/07/2023 06:15:00,65.99999,29,27.16,6.004,,3.83599
05/07/2023 06:30:00,72.79999,30.2,31.76,7.356,,3.48399
05/07/2023 06:45:00,74.80001,33.44,29.52,6.68,,5.16001
