Date of Reading,(IN) NX1301 (Flow) (Flow (m3/hr)),(OUT) CS0401 (Flow) (Flow (m3/hr)),(OUT) CS1201 (Flow) (Flow (m3/hr)),(OUT) CS0501 (Flow) (Flow (m3/hr)),(OUT) CS0301 (Flow) (Flow (m3/hr)),(OUT) CS0101 (Flow) (Flow (m3/hr)),(OUT) CS0202 (Flow) (Flow (m3/hr)),Coltstaple 400mm trunk main (Balance) (Flow (m3/hr))
30/09/2022 14:15:00,122.4,17.76,33.2,0,17.52,16.08,6.56,31.28
30/09/2022 14:30:00,120.40002,17.64,32,0,16.68,15.08,7.72,31.28002
30/09/2022 14:45:00,128.00002,18.04,33.6,0,18.44,15.2,7.36,35.36002
30/09/2022 15:00:00,130.39999,18.8,34,0,17.64,16.84,8.2,34.91999
30/09/2022 15:15:00,133.6,17.56,33.6,0,18.4,16.64,7.68,39.72
30/09/2022 15:30:00,132.00001,17.84,32,0,18.2,16.32,8.24,39.40001
30/09/2022 15:45:00,140,21,34.8,0,17.16,17.8,7.8,41.44
30/09/2022 16:00:00,144.4,21.24,37.59998,0,16.84,18,7.96,42.76002
30/09/2022 16:15:00,146.80001,21.84,40.79999,0,19.16,17.64,6.48,40.88002
30/09/2022 16:30:00,148.80002,21.68,39.2,0,21.32,16.52,6.96,43.12002
30/09/2022 16:45:00,149.60002,22.64,38.00002,0,21.16,19.64,6.32,41.84
30/09/2022 17:00:00,153.60001,24.68,38.00002,0,21.36,18.64,6.84,44.07999
30/09/2022 17:15:00,156.80002,25.44,40,0,23.16,19.2,6.76,42.24002
30/09/2022 17:30:00,160.80001,25.96,40.79999,0,24.24,20.12,9.36,40.32002
30/09/2022 17:45:00,151.6,22.56,35.2,0,22.2,19.24,7.8,44.6
30/09/2022 18:00:00,152.80002,23.84,37.19999,0,23.88,20.08,6.52,41.28003
30/09/2022 18:15:00,151.6,26.2,35.6,0,21.64,20.32,7.6,40.24
30/09/2022 18:30:00,146.00002,23.12,35.2,0,21.84,18,8.32,39.52002
30/09/2022 18:45:00,144,22.88,33.2,0,20.92,18.28,7.4,41.32
30/09/2022 19:00:00,128.00002,18.4,31.6,0,18.56,17.48,6.84,35.12002
30/09/2022 19:15:00,127.20002,19.8,31.2,0,18,16.24,6.8,35.16002
30/09/2022 19:30:00,126,19.6,30,0,18.36,15.92,7.12,35
30/09/2022 19:45:00,125.6,18.92,31.6,0,16.68,16.16,6.72,35.52
30/09/2022 20:00:00,123.60002,19.52,29.2,0,18,16.32,6.52,34.04002
30/09/2022 20:15:00,126.4,17.88,33.6,0,16.12,16.04,6.8,35.96
30/09/2022 20:30:00,117.60001,16.16,29.6,0,14.88,15.88,6.92,34.16001
30/09/2022 20:45:00,117.60001,16.44,29.2,0,16.4,15.64,6.6,33.32001
30/09/2022 21:00:00,120.40002,18.96,30,0,17.12,16.16,7.16,31.00002
30/09/2022 21:15:00,120.00002,16.96,30.4,0,15.68,16.44,6.6,33.92002
30/09/2022 21:30:00,119.2,16.88,31.2,0,15.12,16.2,6.48,33.32
30/09/2022 21:45:00,120.80002,15.76,31.2,0,16.32,16.6,6.44,34.48002
30/09/2022 22:00:00,117.20002,15.08,29.6,0,16.88,16.84,7.36,31.44002
30/09/2022 22:15:00,105.99998,14.4,28.4,0,15.16,15.4,5.56,27.07998
30/09/2022 22:30:00,95.19998,12.56,25.2,0,13.04,13.8,5.44,25.15998
30/09/2022 22:45:00,93.2,10.92,24.4,0,14.24,13.96,5.64,24.04
30/09/2022 23:00:00,88.80001,9.84,24,0,11.92,14.76,5.28,23.00001
30/09/2022 23:15:00,84.39998,9.16,22.4,0,11.36,14.28,5.72,21.47998
30/09/2022 23:30:00,80.39999,8.72,20.8,0,11.16,14,5.24,20.47999
30/09/2022 23:45:00,77.60002,7.4,20.8,0,9.96,13.8,5.04,20.60002
01/10/2022 00:00:00,75.6,7.88,20,0,9.96,13.92,4.08,19.76
01/10/2022 00:15:00,74.00002,7.72,20,0,9.96,13.4,4.16,18.76002
01/10/2022 00:30:00,72.79999,7.16,19.6,0,9.32,13.44,4.48,18.79999
01/10/2022 00:45:00,69.99998,6.64,19.2,0,8.96,13.12,3.84,18.23998
01/10/2022 01:00:00,71.20001,6.4,18.4,0,9.24,13.24,4.24,19.68001
01/10/2022 01:15:00,69.59999,6.28,19.2,0,8.84,12.92,4,18.35999
01/10/2022 01:30:00,71.20001,7.4,19.6,0,8.84,12.8,4,18.56001
01/10/2022 01:45:00,68.8,6.36,19.2,0,9.04,12.76,3.88,17.56
01/10/2022 02:00:00,68.8,6.2,19.2,0,9.04,12.92,3.6,17.84
01/10/2022 02:15:00,68,6,18.8,0,9.16,12.72,3.52,17.8
01/10/2022 02:30:00,68.4,6.12,19.2,0,9,12.6,3.56,17.92
01/10/2022 02:45:00,68.4,6.44,19.2,0,8.8,12.6,3.52,17.84
01/10/2022 03:00:00,66.39998,5.68,18.4,0,9.16,12.6,3.44,17.11998
01/10/2022 03:15:00,69.99998,6.4,18.4,0,9.32,12.96,3.4,19.51998
01/10/2022 03:30:00,69.59999,6.4,18.8,0,9.04,12.68,3.52,19.15999
01/10/2022 03:45:00,69.19999,6.8,18.8,0,9.2,12.12,3.68,18.59999
01/10/2022 04:00:00,69.19999,6.6,18.8,0,9.32,11.68,3.68,19.11999
01/10/2022 04:15:00,69.99998,6.48,20.8,0,9.16,11.48,3.68,18.39998
01/10/2022 04:30:00,71.6,7.04,21.2,0,10,11.32,3.68,18.36
01/10/2022 04:45:00,76.39999,7.36,21.2,0,10.32,11.6,5.2,20.71999
01/10/2022 05:00:00,79.6,8.56,22,0,11.6,12.12,5.36,19.96
01/10/2022 05:15:00,86.4,9.04,23.6,0,12.16,13.4,5.44,22.76
01/10/2022 05:30:00,89.20001,9.76,25.2,0,12.56,13.04,5.4,23.24001
01/10/2022 05:45:00,98.39999,13.68,26,0,14.2,13.68,4.2,26.63999
01/10/2022 06:00:00,105.19999,13.2,28,10.08,17.48,13.16,5.08,18.19999
01/10/2022 06:15:00,126.4,17.6,31.2,23.96,18.52,16.44,6.16,12.52
01/10/2022 06:30:00,142.00002,20.24,36.4,0,19.96,16.72,8.28,40.40002
01/10/2022 06:45:00,159.60002,26.88,40.39999,0,21.64,19.16,8.36,43.16003
01/10/2022 07:00:00,169.99999,31.56,40.79999,0,24.2,19.68,8.84,44.92
01/10/2022 07:15:00,189.20002,31.92,45.60001,0,24.68,21.44,9.32,56.24001
01/10/2022 07:30:00,199.60002,33.88,45.60001,0,28.72,23.88,9.52,58.00001
01/10/2022 07:45:00,204.8,35.04,46.8,0,31.44,23.88,11.76,55.88
01/10/2022 08:00:00,211.60001,36.83999,50.4,0,28.6,23.24,10.28,62.24002
01/10/2022 08:15:00,207.60001,38.31998,48.39998,0,28.12,22.44,11.92,58.40005
01/10/2022 08:30:00,211.60001,38.04001,45.60001,0,29.36,24.12,12.56,61.91999
01/10/2022 08:45:00,211.20001,39.48001,46.8,0,29.64,23.2,9.72,62.36
01/10/2022 09:00:00,210.80002,36.60001,47.2,0,29.88,24.8,11.64,60.68001
01/10/2022 09:15:00,201.6,36.04,46.8,0,28.12,22.64,12.24,55.76
01/10/2022 09:30:00,196.80001,31.88,43.2,0,28.88,22.16,12.56,58.12001
01/10/2022 09:45:00,194,31,43.99999,0,26.96,21.16,12.44,58.44001
01/10/2022 10:00:00,188.40002,28.12,42.8,0,27.96,21.36,11.36,56.80002
01/10/2022 10:15:00,186.00001,29.68,42.00001,0,24.52,22.36,11.16,56.28
01/10/2022 10:30:00,178.40002,26.52,41.19998,0,24.76,22.28,11.04,52.60004
01/10/2022 10:45:00,174.40002,27.8,40.39999,0,25.6,21.64,10.4,48.56003
01/10/2022 11:00:00,168.8,28,37.59998,0,24.56,21.56,10,47.08002
01/10/2022 11:15:00,168.8,26.56,36.79999,0,23.72,20.68,9.36,51.68001
01/10/2022 11:30:00,164.80001,27.8,35.6,0,22.48,19.72,10.44,48.76001
01/10/2022 11:45:00,164.80001,26.56,36.4,0,25.28,21.16,9.72,45.68001
01/10/2022 12:00:00,159.60002,23.8,36.4,0,24.96,18.88,8.72,46.84002
01/10/2022 12:15:00,149.60002,24.04,34.4,0,24,17.84,7.48,41.84002
01/10/2022 12:30:00,152.40002,25.92,35.6,0,19.12,19,8.36,44.40002
01/10/2022 12:45:00,146.00002,24.04,34,0,20.36,18.88,8.12,40.60002
01/10/2022 13:00:00,147.2,22.88,35.2,0,20.24,18.72,8.52,41.64
01/10/2022 13:15:00,143.6,24.44,34.4,0,20.52,17.72,7.64,38.88
01/10/2022 13:30:00,140,21.88,32.4,0,19.68,17.72,7.72,40.6
01/10/2022 13:45:00,137.59999,20.28,32,0,19.8,17.56,6.84,41.11999
01/10/2022 14:00:00,132.40001,17.52,32,0,20.16,17.52,6.6,38.60001
01/10/2022 14:15:00,136.4,18.52,34.4,0,16.48,18.88,7.2,40.92
01/10/2022 14:30:00,136.00001,20.2,33.2,0,18.96,18.08,7.52,38.04001
01/10/2022 14:45:00,135.20002,19.56,31.6,0,18.36,19.52,7.68,38.48002
01/10/2022 15:00:00,135.20002,20.96,32.4,0,17.24,18.8,7.68,38.12002
01/10/2022 15:15:00,135.20002,20.64,32,0,19.08,18.12,7.6,37.76002
01/10/2022 15:30:00,148,21.48,37.19999,0,22.8,18.6,8.6,39.32001
01/10/2022 15:45:00,147.6,22,34,0,23.64,19.6,9.12,39.24
01/10/2022 16:00:00,145.60002,21.36,33.6,0,23.12,20.2,9.24,38.08002
01/10/2022 16:15:00,151.99999,21.16,35.2,0,22.88,20.04,9.32,43.39999
01/10/2022 16:30:00,156.80002,23,38.40001,0,23.64,22.4,8.52,40.84001
01/10/2022 16:45:00,157.20001,23.96,37.19999,0,22.04,21.4,8.96,43.64002
01/10/2022 17:00:00,156.00002,23.64,36.79999,0,22.2,20.16,8.4,44.80003
01/10/2022 17:15:00,163.60002,26.2,35.6,0,22.4,21.56,8,49.84002
01/10/2022 17:30:00,170.40002,27.76,40.39999,0,24.36,20.84,9.48,47.56003
01/10/2022 17:45:00,160.80001,25.48,40.79999,0,22.76,21.32,6.52,43.92002
01/10/2022 18:00:00,152.40002,21.92,35.2,0,22.08,21.84,7.88,43.48002
01/10/2022 18:15:00,146.80001,19.64,34.8,0,22.52,20.8,7.48,41.56001
01/10/2022 18:30:00,135.60001,20.16,32,0,20.32,19.44,7.08,36.60001
01/10/2022 18:45:00,136.4,21.88,33.2,0,18.64,18.84,7.4,36.44
01/10/2022 19:00:00,129.2,18.28,32,0,19.72,17.24,6.12,35.84
01/10/2022 19:15:00,125.6,18.32,32,0,17.16,16.92,6.04,35.16
01/10/2022 19:30:00,124.40002,18.24,29.6,0,16.36,18,6.08,36.12002
01/10/2022 19:45:00,122.4,15.88,30.8,0,16.2,17.6,6.12,35.8
01/10/2022 20:00:00,120.80002,18.32,29.2,0,14.68,17.24,6.16,35.20002
01/10/2022 20:15:00,117.60001,18.68,28.4,0,14.76,16.92,5.48,33.36001
01/10/2022 20:30:00,119.59999,19,28.8,0,15.72,16.56,5.68,33.83999
01/10/2022 20:45:00,118.4,17.84,29.6,0,16.4,16.72,5.6,32.24
01/10/2022 21:00:00,114.40001,16.88,27.6,0,15.92,16.64,6.4,30.96001
01/10/2022 21:15:00,114.00001,15.4,29.2,0,14.16,16.88,6.44,31.92001
01/10/2022 21:30:00,114.40001,15.64,29.6,0,15.52,15.92,6.36,31.36001
01/10/2022 21:45:00,115.99999,17.16,30,0,17.16,16.56,5.88,29.23999
01/10/2022 22:00:00,111.2,15.72,28.8,0,14.76,16.64,5.8,29.48
01/10/2022 22:15:00,105.99998,14.56,28,0,13.72,15.72,6.48,27.51998
01/10/2022 22:30:00,100.00001,13.76,26.4,0,13.64,15.2,6.16,24.84001
01/10/2022 22:45:00,93.6,11.24,23.6,0,12.64,15.4,5.76,24.96
01/10/2022 23:00:00,87.19999,8.68,22.8,0,12,14.92,5.56,23.23999
01/10/2022 23:15:00,82.00001,9.28,21.6,0,11.08,13.72,5.08,21.24001
01/10/2022 23:30:00,80.79998,8.64,22,0,11.08,13.72,5,20.35998
01/10/2022 23:45:00,76.79999,8.52,20.4,0,10.52,13,4.48,19.87999
02/10/2022 00:00:00,74.80001,7.72,21.2,0,10.24,12.96,3.84,18.84001
02/10/2022 00:15:00,72.4,7.16,20.4,0,9.44,12.56,3.48,19.36
02/10/2022 00:30:00,72,7.36,20,0,9.2,12.68,3.8,18.96
02/10/2022 00:45:00,70.40002,7.12,20.8,0,9.28,12.2,4.04,16.96002
02/10/2022 01:00:00,68.4,6.56,19.2,0,8.92,12.24,3.84,17.64
02/10/2022 01:15:00,69.99998,7.08,20,0,8.76,12.2,3.8,18.15998
02/10/2022 01:30:00,68.8,6.76,18.8,0,9,12.08,3.88,18.28
02/10/2022 01:45:00,65.59999,6.52,17.6,0,8.96,12.48,3.68,16.35999
02/10/2022 02:00:00,65.99999,6.6,18,0,8.8,12,3.48,17.11999
02/10/2022 02:15:00,66.80002,6.68,19.6,0,8.64,11.96,3.44,16.48002
02/10/2022 02:30:00,66.80002,6.56,19.6,0,8.52,12.28,3.32,16.52002
02/10/2022 02:45:00,66.80002,7.48,18.8,6.12,9,11.84,3.4,10.16002
02/10/2022 03:00:00,64.4,6.44,18.4,16.76,9.04,10.92,3.24,-0.4
02/10/2022 03:15:00,65.2,6.12,18.8,17.16,9.36,10.88,3.32,-0.44
02/10/2022 03:30:00,65.2,5.88,18.8,16.4,8.92,10.96,3.2,1.04
02/10/2022 03:45:00,65.2,5.88,18.4,17.92,8.48,11.16,3.48,-0.12
02/10/2022 04:00:00,66.80002,6.64,18.8,18.08,8.68,11.56,3.44,-0.39998
02/10/2022 04:15:00,66.80002,6.36,20.4,17.64,8.96,10.84,3.76,-1.15998
02/10/2022 04:30:00,69.59999,7.04,21.2,18.12,9.04,11.12,3.56,-0.48001
02/10/2022 04:45:00,72,5.88,21.2,18.32,10.16,12.12,4.76,-0.44
02/10/2022 05:00:00,74.40001,6.88,21.6,18.96,10.36,12.36,5.12,-0.87999
02/10/2022 05:15:00,78.00001,8.24,21.2,20.72,10.72,12.88,4.84,-0.59999
02/10/2022 05:30:00,81.20002,8.12,22.8,21.6,11.68,12.68,4.88,-0.55998
02/10/2022 05:45:00,83.99999,9.44,24.4,21.96,12.44,12.56,4.6,-1.40001
02/10/2022 06:00:00,92.40001,10.8,26,25.32,13.56,12.96,4.8,-1.03999
02/10/2022 06:15:00,102.80002,13.08,27.6,29.4,14.76,14.32,5.12,-1.47998
02/10/2022 06:30:00,111.6,17.32,28.4,30.92,16.04,15.84,4.84,-1.76
02/10/2022 06:45:00,127.20002,19.32,32.4,34.92,18.56,17.28,6.68,-1.95998
02/10/2022 07:00:00,136.8,23,33.6,37.96002,20.16,17.92,6.44,-2.28002
02/10/2022 07:15:00,148.80002,23.88,35.2,40.79999,22.36,20.08,8.64,-2.15997
02/10/2022 07:30:00,166.39999,30.04,40,47.52,22.24,20.8,9,-3.20001
02/10/2022 07:45:00,177.60002,29.68,43.99999,50.08,25.6,22.08,9.36,-3.19997
02/10/2022 08:00:00,184,31.32,46.4,53.39999,25.04,22.8,8.72,-3.67999
02/10/2022 08:15:00,189.20002,35,44.39999,54.4,26.88,23.36,8.96,-3.79997
02/10/2022 08:30:00,191.2,35.36,43.6,56.16,27.88,22.76,10,-4.56
02/10/2022 08:45:00,191.60003,34.36,44.39999,57.31999,27.84,21.72,9.68,-3.71995
02/10/2022 09:00:00,192.00002,35.56,44.79998,54.4,27.8,21.72,10.84,-3.11996
02/10/2022 09:15:00,183.6,31.36,42.8,56.63999,26.24,20.76,10.08,-4.27999
02/10/2022 09:30:00,183.6,32.48,43.6,56.00002,25.4,21.24,8.6,-3.72002
02/10/2022 09:45:00,188.80002,32.44,44.79998,54.24001,25.96,22.88,11.88,-3.39997
02/10/2022 10:00:00,179.6,30.4,41.19998,55.12,25.2,20.88,10.44,-3.63998
02/10/2022 10:15:00,172.8,27.4,40.39999,54.47999,23.8,21.52,8.92,-3.71998
02/10/2022 10:30:00,182.00002,29.2,43.2,52.88,25.4,22.24,12.4,-3.31998
02/10/2022 10:45:00,176.4,27.2,45.60001,48.08002,23.8,22.04,10.68,-1.00003
02/10/2022 11:00:00,174.40002,29.44,43.2,50.36,24.24,20.68,9.6,-3.11998
02/10/2022 11:15:00,173.60003,29.56,43.2,48.12001,23.92,22.28,9.32,-2.79998
02/10/2022 11:30:00,169.2,30.44,42.8,44.07998,23.8,21.04,9.44,-2.39998
02/10/2022 11:45:00,169.6,28.12,41.19998,49.79999,22.6,21.52,9.44,-3.07997
02/10/2022 12:00:00,163.60002,27.84,39.6,46.91999,24.32,19.6,8.16,-2.83997
02/10/2022 12:15:00,164.00002,26.2,41.19998,49.16002,23.16,19.28,8.28,-3.27998
02/10/2022 12:30:00,162.79999,24.84,41.19998,48.12001,23.16,19.72,8.72,-2.96
02/10/2022 12:45:00,156.00002,24.92,40.79999,45.83999,21.4,18.16,7.6,-2.71996
02/10/2022 13:00:00,151.6,23.84,39.6,42.19999,20.08,19.88,8.72,-2.71999
02/10/2022 13:15:00,151.2,23.64,38.80001,42.32002,19.48,18.84,10.28,-2.16003
02/10/2022 13:30:00,149.20002,23.6,39.2,42.44,18.04,18.44,9.76,-2.27998
02/10/2022 13:45:00,144,22.68,37.19999,40.24001,18.92,18.12,9.48,-2.64
02/10/2022 14:00:00,146.80001,23.12,36.4,43.12001,19.4,19.08,8.76,-3.08
02/10/2022 14:15:00,143.20001,21.04,37.19999,41.44,17.84,19.76,7.92,-1.99998
02/10/2022 14:30:00,135.60001,21.12,33.2,39.44002,17.96,18.48,7.68,-2.28001
02/10/2022 14:45:00,133.99999,20.96,33.2,37.28002,19.24,18.92,6.72,-2.32003
02/10/2022 15:00:00,138.00002,20.32,35.6,38.63999,19.68,18.28,7.84,-2.35997
02/10/2022 15:15:00,146.80001,24.16,37.19999,42.55999,19.72,18.44,7.04,-2.31997
02/10/2022 15:30:00,147.2,22.48,38.00002,41.11999,22.68,17.88,7.28,-2.24001
02/10/2022 15:45:00,147.6,22,38.40001,42.19999,21.48,18.76,7.72,-2.96
02/10/2022 16:00:00,148,24.48,37.19999,43.67999,18.68,18.88,7.48,-2.39998
02/10/2022 16:15:00,149.60002,21.88,40.39999,41.68001,19.48,20.48,7.96,-2.27998
02/10/2022 16:30:00,153.20002,20.12,43.2,43.6,20.96,19.4,7.4,-1.47998
02/10/2022 16:45:00,164.00002,25.72,40.39999,45.20002,24.4,22.84,8,-2.55999
02/10/2022 17:00:00,168.8,28.48,41.60002,47.76001,23.52,23.12,7.36,-3.04003
02/10/2022 17:15:00,176.4,29.16,44.39999,50.92002,25,23.16,7.36,-3.60001
02/10/2022 17:30:00,175.60001,30.32,44.39999,52.56,22.28,21.52,8,-3.47998
02/10/2022 17:45:00,177.60002,29.52,45.20002,50.8,24.44,22.52,8.56,-3.44
02/10/2022 18:00:00,172.00001,27.76,44.79998,48.88001,22.68,22.24,8.92,-3.27998
02/10/2022 18:15:00,176,29.68,43.6,49.52002,24.88,21.88,9.08,-2.64002
02/10/2022 18:30:00,172.00001,27.44,44.39999,51.23999,22.48,21.36,8.52,-3.43997
02/10/2022 18:45:00,155.2,25.72,40,42.91999,21.32,20.12,7.88,-2.75999
02/10/2022 19:00:00,156.40002,23.92,39.2,45.43999,19.88,22.16,8.56,-2.75997
02/10/2022 19:15:00,159.19999,25.44,43.2,43.88,21.28,20.44,8.08,-3.12001
02/10/2022 19:30:00,145.20002,21.48,34,41.15999,23.12,19.6,7.64,-1.79997
02/10/2022 19:45:00,136.8,21.36,33.2,41.64001,18.68,17.64,6.96,-2.68001
02/10/2022 20:00:00,132.40001,24.56,31.6,37.72001,18.48,16.96,5.8,-2.72
02/10/2022 20:15:00,134.40002,23.08,31.6,36.28001,20.44,18.24,6.24,-1.47999
02/10/2022 20:30:00,128.80001,19.08,31.6,37.19999,20.48,17.96,4.68,-2.19998
02/10/2022 20:45:00,122.8,18.2,30.8,34.92,17.64,18.04,5.64,-2.44
02/10/2022 21:00:00,124.40002,18.04,29.6,37.44,16.8,18.2,6,-1.67998
02/10/2022 21:15:00,129.2,18.92,33.2,39.39998,16.24,18,6,-2.55998
02/10/2022 21:30:00,124.80001,19.68,32.8,35.92,16.72,16.36,5.88,-2.55999
02/10/2022 21:45:00,118.8,17.76,30.4,33.56,16.16,16.36,6.6,-2.04
02/10/2022 22:00:00,109.19999,14.52,27.2,30.52,15.56,16.28,6.28,-1.16001
02/10/2022 22:15:00,101.59999,13.12,26.8,26.4,14.28,15.2,6.72,-0.92001
02/10/2022 22:30:00,93.2,11.4,24.8,24.32,12.64,13.56,6.48,0
02/10/2022 22:45:00,87.99998,10.44,23.6,24.2,11.8,13.76,5.68,-1.48002
02/10/2022 23:00:00,83.59999,9.72,23.2,21.84,11.32,13.44,5,-0.92001
02/10/2022 23:15:00,78.40001,9.24,20.8,20.44,10.44,12.84,4.96,-0.31999
02/10/2022 23:30:00,74.80001,8.04,21.6,19,9.72,12.76,4.92,-1.23999
02/10/2022 23:45:00,72.79999,7.92,20.4,18.68,9.24,12.64,4.12,-0.20001
03/10/2022 00:00:00,69.99998,7.36,19.6,18.88,9.12,12.12,3.56,-0.64002
03/10/2022 00:15:00,68.8,7.16,20,17.56,8.92,12.2,3.44,-0.48
03/10/2022 00:30:00,68.4,7.28,19.6,17.84,8.8,11.84,3.88,-0.84
03/10/2022 00:45:00,67.60001,6.56,19.2,17.32,8.96,12.04,3.96,-0.43999
03/10/2022 01:00:00,68.8,7.08,19.2,18.16,8.96,11.84,3.92,-0.36
03/10/2022 01:15:00,68.4,6.96,19.6,18.44,8.56,11.88,3.72,-0.76
03/10/2022 01:30:00,68,6.84,19.6,17.4,8.88,12,3.92,-0.64
03/10/2022 01:45:00,67.20001,6.64,19.6,16.76,9.48,11.84,3.8,-0.91999
03/10/2022 02:00:00,65.99999,6.68,19.6,16.24,9.48,11.16,3.44,-0.60001
03/10/2022 02:15:00,65.59999,7.12,18.4,16.68,9,11.4,3.32,-0.32001
03/10/2022 02:30:00,64.8,6.4,18.8,16.48,8.84,11.08,3.4,-0.2
03/10/2022 02:45:00,65.59999,6.84,18.8,16.48,9,11.68,3.36,-0.56001
03/10/2022 03:00:00,65.59999,6.56,18.8,16.96,9.16,11,3.32,-0.20001
03/10/2022 03:15:00,67.20001,6.8,19.6,18.16,9.2,10.96,3.28,-0.79999
03/10/2022 03:30:00,66.39998,6.28,18.4,18.92,8.88,10.88,3.24,-0.20002
03/10/2022 03:45:00,68,7,19.6,18.8,9.48,10.88,3.52,-1.28
03/10/2022 04:00:00,68.8,7.72,19.2,18.28,9.8,10.8,3.48,-0.48
03/10/2022 04:15:00,70.80001,7.72,19.6,18.84,10.04,10.96,3.64,1E-05
03/10/2022 04:30:00,71.6,7.76,20.8,18,10,12.44,3.8,-1.2
03/10/2022 04:45:00,78.8,8.76,22.4,19.64,11.16,12.52,5.16,-0.84
03/10/2022 05:00:00,83.59999,9.08,22.8,21.88,13.44,12.16,5.12,-0.88001
03/10/2022 05:15:00,100.00001,13.8,25.6,28.24,14.32,13.52,6.24,-1.71999
03/10/2022 05:30:00,114.00001,14.48,29.6,31.88,18.12,15.64,6.24,-1.95999
03/10/2022 05:45:00,135.20002,20.64,32.8,38.00002,21.4,18.24,5.88,-1.76
03/10/2022 06:00:00,151.99999,27,38.40001,43.76002,20.6,18.28,6.6,-2.64004
03/10/2022 06:15:00,179.20001,30.64,43.2,56.40001,26.84,18.84,7.16,-3.88
03/10/2022 06:30:00,194.8,35.68,46.00001,57.12001,28.76,22.28,8.76,-3.80002
03/10/2022 06:45:00,203.60002,41.8,50.8,56.00002,28.8,21.16,8.8,-3.76
03/10/2022 07:00:00,203.20002,35.52,51.99998,61.40002,27.2,21.56,9.68,-4.15998
03/10/2022 07:15:00,207.20002,36.28001,50.4,63.56002,26.68,23.6,10.72,-4.04001
03/10/2022 07:30:00,204.40001,36.72,51.19999,62.56001,24.2,23.44,10.92,-4.63999
03/10/2022 07:45:00,195.60002,31.36,51.19999,56.48,25.52,23.72,11.04,-3.71997
03/10/2022 08:00:00,195.60002,31.4,48.39998,58.83998,26.8,23.28,11,-4.11994
03/10/2022 08:15:00,184.40003,31.04,41.60002,56.36002,27.8,22,9.56,-3.96001
03/10/2022 08:30:00,183.2,32.24,42.00001,54.68,25.88,21.08,10.92,-3.60001
03/10/2022 08:45:00,182.00002,30.4,43.2,55.76,24.08,21.24,10.92,-3.59998
03/10/2022 09:00:00,170.80002,27.08,43.99999,48.96,24.56,19.64,10.04,-3.47997
03/10/2022 09:15:00,169.2,25.48,45.60001,48.44002,24.12,18.48,10.12,-3.04003
03/10/2022 09:30:00,163.20002,24.6,40.79999,47.48,23.96,19.64,9.96,-3.23997
03/10/2022 09:45:00,162.79999,25.16,41.19998,46.44,21.88,21.32,9.8,-2.99999
03/10/2022 10:00:00,154.4,22.52,38.40001,45.47999,21.2,19.12,8.68,-1
03/10/2022 10:15:00,148.80002,23.56,38.40001,41.11999,20,19.08,9.04,-2.39998
03/10/2022 10:30:00,157.20001,23.8,41.19998,42.95999,21.24,19.64,10.48,-2.11996
03/10/2022 10:45:00,150.8,23.04,36.79999,43.24,20.4,20.2,9.76,-2.63999
03/10/2022 11:00:00,146.80001,21.4,36,41.36,20.64,20.4,9.76,-2.75999
03/10/2022 11:15:00,151.99999,22.48,38.40001,40,21.48,22.12,10,-2.48002
03/10/2022 11:30:00,149.60002,23.16,38.00002,40.32,19.96,20.48,9.72,-2.04
03/10/2022 11:45:00,148.39999,21,37.19999,41.15999,19.72,21.52,10.24,-2.43999
03/10/2022 12:00:00,142.40002,20.32,34,39.24,20.52,21.48,8.4,-1.55998
03/10/2022 12:15:00,136.00001,19,33.2,38.84,18.48,19.64,9.4,-2.55999
03/10/2022 12:30:00,131.60002,18.68,32.8,37.12,17.6,19.8,8.56,-2.95998
03/10/2022 12:45:00,132.40001,18.64,32.4,38.31998,16.96,19.92,8.2,-2.03997
03/10/2022 13:00:00,135.20002,18.56,34,39.39998,18.32,18.44,8.76,-2.27996
03/10/2022 13:15:00,136.00001,19.04,34.8,40.36,16,19.76,8.72,-2.67999
03/10/2022 13:30:00,137.59999,19.04,35.6,37.19999,19.6,19.24,8.96,-2.04
03/10/2022 13:45:00,130.39999,18.56,31.6,35.16,17.92,19.32,9.84,-2.00001
03/10/2022 14:00:00,131.60002,18.12,32.4,38.04001,17.12,19.48,8.16,-1.71999
03/10/2022 14:15:00,128.80001,17.8,34,35.92,16.52,18.6,8.08,-2.11999
03/10/2022 14:30:00,122.8,18.36,30.4,34.88,14.6,18.2,7.84,-1.48
03/10/2022 14:45:00,126.79999,16.24,32.4,35.96,17.16,19.64,7.72,-2.32001
03/10/2022 15:00:00,126.79999,16.56,31.6,36,18.72,17.84,7.88,-1.80001
03/10/2022 15:15:00,130.80002,17.04,32.4,37.04,20.24,16.72,9.08,-1.71998
03/10/2022 15:30:00,132.8,17.68,34,38.52,19.04,17.92,8.12,-2.48
03/10/2022 15:45:00,133.99999,20.04,34.4,38.16,18.12,18.24,7.52,-2.48001
03/10/2022 16:00:00,142.00002,19.48,36.4,39.28,19.6,18.2,9.56,-0.51998
03/10/2022 16:15:00,148.80002,23.36,39.6,38.95999,20.08,19.68,9.6,-2.47997
03/10/2022 16:30:00,143.20001,20.52,33.6,44.39999,20.04,19.28,7.76,-2.39998
03/10/2022 16:45:00,144.4,22,34.8,43.48001,20.24,19.2,8.04,-3.36001
03/10/2022 17:00:00,155.2,25.2,36,47.76001,21.24,19.96,8.2,-3.16001
03/10/2022 17:15:00,169.6,29.12,38.00002,52.31999,24.68,20.4,8.56,-3.48001
