Date of Reading,(IN) NX1301 (Flow) (Flow (m3/hr)),(OUT) CS0401 (Flow) (Flow (m3/hr)),(OUT) CS1201 (Flow) (Flow (m3/hr)),(OUT) CS0501 (Flow) (Flow (m3/hr)),(OUT) CS0301 (Flow) (Flow (m3/hr)),(OUT) CS0101 (Flow) (Flow (m3/hr)),(OUT) CS0202 (Flow) (Flow (m3/hr)),Coltstaple 400mm trunk main (Balance) (Flow (m3/hr))
26/04/2021 00:00:00,68.8,11.68,11.6,17.4,10.52,12.48,4.24,0.88
26/04/2021 00:15:00,67.20001,12.96,10.4,17.6,10.2,11.68,4.32,0.04001
26/04/2021 00:30:00,65.99999,12.36,10,17.28,10.64,11.48,4.12,0.11999
26/04/2021 00:45:00,65.59999,12.52,10,17.36,10.12,11.2,3.96,0.43999
26/04/2021 01:00:00,66.39998,13.36,10,17.36,9.84,11.36,4.04,0.43998
26/04/2021 01:15:00,66.80002,13.12,10.8,17.16,9.68,11.36,5,-0.31998
26/04/2021 01:30:00,68.4,13.32,10,16.92,9.96,11.6,5.76,0.84
26/04/2021 01:45:00,68.4,13.36,10.4,17.28,9.88,11.32,5.88,0.28
26/04/2021 02:00:00,66.80002,12.64,9.6,16.12,10.12,11.4,5.84,1.08002
26/04/2021 02:15:00,65.59999,11.76,9.6,16.04,10.24,11.96,5.76,0.23999
26/04/2021 02:30:00,64.00001,11.32,9.2,15.68,10.12,11.12,5.8,0.76001
26/04/2021 02:45:00,63.60001,11.28,8.8,16.04,9.84,11.24,5.92,0.48001
26/04/2021 03:00:00,63.60001,11.2,9.2,16.04,9.72,11.24,5.68,0.52001
26/04/2021 03:15:00,64.8,11.28,10.4,16.44,9.64,11.08,5.92,0.04
26/04/2021 03:30:00,67.20001,12.16,10.4,17.04,9.6,11.16,5.8,1.04001
26/04/2021 03:45:00,67.60001,11.84,11.2,16.68,10.2,11.2,5.96,0.52001
26/04/2021 04:00:00,68.8,12.28,11.6,17.12,10.68,11.16,5.92,0.04
26/04/2021 04:15:00,73.59998,13.2,13.2,18.32,10.96,11.4,6.4,0.11998
26/04/2021 04:30:00,78.00001,13.44,14,19.16,11.96,13.2,6,0.24001
26/04/2021 04:45:00,83.59999,15,14.8,22.32,12.44,12.52,6.2,0.31999
26/04/2021 05:00:00,93.2,16.44,18,25,13.48,13.64,6.96,-0.32
26/04/2021 05:15:00,107.20001,20.36,19.2,30.44,15.6,14.24,8.04,-0.67999
26/04/2021 05:30:00,126,24.6,22,36.51998,19.64,16.56,7.72,-1.03998
26/04/2021 05:45:00,154.8,26.84,29.2,45.68,24.32,20.84,7.64,0.28
26/04/2021 06:00:00,173.60003,32.68,31.6,51.59999,27,23.8,9.52,-2.59996
26/04/2021 06:15:00,198.4,41.19998,37.19999,57.12001,31.52,22.76,11.04,-2.43998
26/04/2021 06:30:00,212,40.92001,43.6,61.27999,34.4,23.68,11.08,-2.96
26/04/2021 06:45:00,218.80001,42.91999,46.8,63.52002,32.76,26.16,9.72,-3.08
26/04/2021 07:00:00,220.80002,44.03999,43.99999,64.87999,34.2,24.44,12.16,-2.91995
26/04/2021 07:15:00,222.40001,44.03999,42.8,65.04001,35.24,25.6,12.84,-3.15999
26/04/2021 07:30:00,224.80002,43.48001,43.99999,67.16002,34,27.08,12.24,-3.16
26/04/2021 07:45:00,218.40001,42.68002,43.6,60.12,34.08,28.88,12.08,-3.04001
26/04/2021 08:00:00,220,41.64001,42.8,63.52002,33.76,27.92,13.36,-3.00003
26/04/2021 08:15:00,222.8,39.2,43.99999,64.8,35.76,27.92,14.32,-3.19999
26/04/2021 08:30:00,206.80002,37.59998,39.2,58.96001,34.92,26.68,12.36,-2.91997
26/04/2021 08:45:00,206.40002,42.48,36.79999,56.08001,33.68,27.36,12.36,-2.35998
26/04/2021 09:00:00,202.40003,40.79999,38.40001,50.28001,36.24001,27.24,11.88,-2.43999
26/04/2021 09:15:00,206.80002,37.12,38.40001,58.43999,35.72,28.04,11.88,-2.79998
26/04/2021 09:30:00,201.2,38.00002,37.19999,53.92001,34.6,27.92,11.6,-2.04002
26/04/2021 09:45:00,200.00002,36.32,40,53.71999,33.36,26.84,11.96,-2.19997
26/04/2021 10:00:00,191.60003,36.47999,37.59998,51.64002,30.16,25.84,11.76,-1.87996
26/04/2021 10:15:00,191.60003,35.04,35.6,51.91999,31.76,26.48,12.72,-1.91996
26/04/2021 10:30:00,194,36.24001,36.79999,52.96,30.64,26.52,13.08,-2.24
26/04/2021 10:45:00,192.40002,34.08,38.00002,51.99998,30.64,27.04,12.8,-2.15998
26/04/2021 11:00:00,187.6,32.84,35.2,50.92002,28.32,28.56,13.44,-1.68002
26/04/2021 11:15:00,194.8,34.6,35.6,52.48001,31.28,29.72,13.28,-2.16001
26/04/2021 11:30:00,189.60001,30.6,35.6,50.68001,32.44,28.08,12.8,-0.6
26/04/2021 11:45:00,189.20002,31.84,35.6,49.72,32.76,28.12,12.6,-1.43998
26/04/2021 12:00:00,184.80002,31.52,32.8,48.96,32.68,28.24,12.88,-2.27998
26/04/2021 12:15:00,184.80002,31.28,33.6,51.27998,32.36,25.52,13.28,-2.51996
26/04/2021 12:30:00,172.00001,28.48,31.6,46.48,30.24,24.24,12.56,-1.59999
26/04/2021 12:45:00,169.99999,27.84,30.4,46.64002,29.12,24.64,12.96,-1.60003
26/04/2021 13:00:00,173.60003,29.24,28.8,49.96001,29.88,24.84,12.96,-2.07998
26/04/2021 13:15:00,171.60001,27.96,29.6,47.27999,31.08,25.32,12.56,-2.19998
26/04/2021 13:30:00,165.2,27.16,28,44.28,29.8,25.24,12.08,-1.36
26/04/2021 13:45:00,174.00002,28.72,31.6,47.40001,29.6,25.6,13,-1.91999
26/04/2021 14:00:00,172.8,29.04,31.6,46.76,29.32,25.48,12.36,-1.76
26/04/2021 14:15:00,169.99999,29.24,31.6,44.39999,28,26.52,12.12,-1.88
26/04/2021 14:30:00,172.00001,28.08,32.4,45.32,27.84,28.16,11.48,-1.27999
26/04/2021 14:45:00,168.8,26.4,32.4,41.72,29,30.24,10.44,-1.4
26/04/2021 15:00:00,176.4,30,32,48.76002,29.44,28.08,10.12,-2.00002
26/04/2021 15:15:00,182.00002,29.8,34,47.95999,30.68,29,12.24,-1.67997
26/04/2021 15:30:00,183.6,31.12,35.2,48.52001,31,26.36,13.32,-1.92001
26/04/2021 15:45:00,189.20002,33.56,34.4,51.19999,31.36,26.52,13.8,-1.63997
26/04/2021 16:00:00,194.4,35.68,35.6,53.35999,32.96,26.6,12.04,-1.83999
26/04/2021 16:15:00,198,37.51999,38.80001,51.52,31.28,27.76,13.4,-2.28
26/04/2021 16:30:00,207.60001,40.72,38.00002,57.56,32.16,29.36,13.04,-3.24001
26/04/2021 16:45:00,210.80002,38.95999,38.80001,59.51999,33.08,28.16,14.84,-2.55997
26/04/2021 17:00:00,217.60002,40.75999,36.79999,68.32001,33.76,26.96,14.12,-3.11997
26/04/2021 17:15:00,228.40002,43.04002,38.00002,71.39999,35.76,29.04,14.56,-3.40001
26/04/2021 17:30:00,226.4,41.51999,38.00002,68.51999,35.88,29.56,13.4,-0.48
26/04/2021 17:45:00,226.00001,45.68,39.2,68.44,36.43999,27.48,12.32,-3.55998
26/04/2021 18:00:00,224.00003,45.4,39.2,65.12,38.00002,24.76,14.24,-2.71999
26/04/2021 18:15:00,208.8,40.20001,39.2,63.20002,33.12,25.32,11.08,-3.32003
26/04/2021 18:30:00,205.2,40.36,35.2,62.52001,31.68,25.76,12.6,-2.92001
26/04/2021 18:45:00,199.60002,37.8,36.79999,61.88,32.08,22.52,11.96,-3.43997
26/04/2021 19:00:00,194,39.56,34.8,55.32001,30.52,25.32,10.52,-2.04001
26/04/2021 19:15:00,190.4,37.24002,38.00002,50.15999,32.48,23.8,10.6,-1.88003
26/04/2021 19:30:00,171.60001,34.16,31.2,46.36001,29.24,22,10.28,-1.64
26/04/2021 19:45:00,175.20001,31.76,40.39999,46.87999,27.32,20.24,9.96,-1.35997
26/04/2021 20:00:00,156.80002,31.8,28,44.39999,24.4,21.08,8.68,-1.55997
26/04/2021 20:15:00,152.80002,29.4,30.4,40.24001,25.16,18.76,9.8,-0.95999
26/04/2021 20:30:00,142.40002,26.92,29.2,36.43999,23.4,18.72,8.96,-1.23997
26/04/2021 20:45:00,136.00001,27,27.6,34.92,20.68,19.16,7.8,-1.15999
26/04/2021 21:00:00,133.6,25.12,25.6,36.51998,18.92,20.04,8.76,-1.35998
26/04/2021 21:15:00,143.20001,29,27.2,39.48001,22.44,17.8,8.56,-1.28
26/04/2021 21:30:00,133.2,25.84,27.2,37.36001,18.92,17.16,7.76,-1.04001
26/04/2021 21:45:00,123.60002,23.08,26.4,33.84,17.12,16.88,8,-1.71998
26/04/2021 22:00:00,115.2,22.56,23.2,29.12,17.52,15.76,7.64,-0.6
26/04/2021 22:15:00,104.4,19.72,21.2,26.48,15.92,14.88,6.92,-0.72
26/04/2021 22:30:00,94.79999,17.84,18.4,22.04,14.88,15.56,6.24,-0.16001
26/04/2021 22:45:00,87.99998,15.6,18.4,19.88,13.72,14.44,5.96,-2E-05
26/04/2021 23:00:00,81.20002,16.32,15.2,18.72,12.32,12.72,5.8,0.12002
26/04/2021 23:15:00,74.80001,13.28,14.4,16.4,11.24,12.12,5.84,1.52001
26/04/2021 23:30:00,73.59998,13.48,14,16.16,11.32,12.36,5.6,0.67998
26/04/2021 23:45:00,68.4,12.4,12.8,14.32,11.28,11.84,5.4,0.36
27/04/2021 00:00:00,68,12.8,12.4,15.04,11.04,11.2,4.92,0.6
27/04/2021 00:15:00,63.20002,12.36,11.2,13.56,10.6,10.4,4.8,0.28002
27/04/2021 00:30:00,64.4,12.44,11.6,13.52,10.6,10.12,5.2,0.92
27/04/2021 00:45:00,64.4,12.72,10.8,13.76,10.96,10.72,4.8,0.64
27/04/2021 01:00:00,61.99999,11.76,11.2,12.84,10.76,10,4.84,0.59999
27/04/2021 01:15:00,61.2,11.88,10.8,12.68,10.28,10.04,4.96,0.56
27/04/2021 01:30:00,61.2,11.88,10.4,12.72,10.52,10.28,4.72,0.68
27/04/2021 01:45:00,60.8,11.76,10,12.52,10.64,10.08,4.68,1.12
27/04/2021 02:00:00,59.19998,11.76,10,12,10.68,9.64,4.64,0.47998
27/04/2021 02:15:00,58.39999,11.48,10,11.88,10.32,9.6,4.64,0.47999
27/04/2021 02:30:00,59.60002,11.48,10,11.96,10.48,9.76,4.68,1.24002
27/04/2021 02:45:00,58.79999,11.44,9.6,11.92,10.32,9.76,4.68,1.07999
27/04/2021 03:00:00,58.39999,11.6,9.6,12.08,10.36,9.52,4.76,0.47999
27/04/2021 03:15:00,61.6,11.72,10.4,14.12,10.32,9.56,4.88,0.6
27/04/2021 03:30:00,62.79998,12.84,10.4,14.36,10.44,9.68,4.92,0.15998
27/04/2021 03:45:00,64.00001,12.56,11.2,13.88,10.76,9.88,4.72,1.00001
27/04/2021 04:00:00,65.2,13.08,11.6,14.84,10.64,9.64,4.56,0.84
27/04/2021 04:15:00,72.4,14.44,13.6,16.72,12.48,9.88,4.96,0.32
27/04/2021 04:30:00,73.19999,14.4,13.6,16.28,11.92,11.12,5.32,0.55999
27/04/2021 04:45:00,76,14.52,14.4,16.76,12.4,11.76,5.24,0.92
27/04/2021 05:00:00,87.19999,18.04,16.8,20.6,13.28,12.48,5.28,0.71999
27/04/2021 05:15:00,97.99999,18.52,19.2,24.44,15.08,13.32,6.32,1.11999
27/04/2021 05:30:00,122.8,26.2,23.2,34.56,17.84,15.32,7.16,-1.48
27/04/2021 05:45:00,144,31.48,26.4,40.64,22.44,16.68,7.64,-1.28
27/04/2021 06:00:00,167.60002,34.92,32.4,47.40001,27.04,19.2,8.56,-1.91999
27/04/2021 06:15:00,194,41.76,36.79999,54.76,30.92,21.28,10.48,-1.99999
27/04/2021 06:30:00,202.40003,40.92001,40.79999,56.52,33.92,22.44,10.84,-3.03997
27/04/2021 06:45:00,221.20002,46.64002,50,61.63999,32.48,22.56,10.8,-2.91999
27/04/2021 07:00:00,219.2,46.08,45.20002,62.68,32.64,23.4,12.6,-3.40002
27/04/2021 07:15:00,219.6,40.52002,44.39999,64.51999,35.04,26.48,11.56,-2.92
27/04/2021 07:30:00,227.60003,43.36002,44.39999,66.35999,38.72002,26.2,11.96,-3.39999
27/04/2021 07:45:00,214.00002,43.40002,41.60002,59.56002,35.28,25.84,11.44,-3.12004
27/04/2021 08:00:00,220.80002,40.52002,41.60002,66.39998,35.84,26.96,12.36,-2.88
27/04/2021 08:15:00,215.6,40.79999,40,64.51999,35.8,26.2,11.72,-3.43998
27/04/2021 08:30:00,206.40002,37.15999,39.6,58.96001,36.43999,25.08,12.08,-2.91997
27/04/2021 08:45:00,204.40001,36.36,38.40001,56.84,37.44,27.32,10.64,-2.6
27/04/2021 09:00:00,208.4,37.55999,38.80001,57.88001,37.87999,27.88,10.8,-2.4
27/04/2021 09:15:00,206.40002,34.48,41.60002,56.16,38.88,27.08,11.36,-3.16
27/04/2021 09:30:00,198.80003,33.8,38.80001,53.75999,37.15999,24.92,12.92,-2.55996
27/04/2021 09:45:00,198.4,35.96,38.80001,50.72,36.60001,25.36,12.72,-1.76002
27/04/2021 10:00:00,185.60002,31.64,35.6,48.56,35,23.84,13.08,-2.11998
27/04/2021 10:15:00,182.80001,30.44,36.79999,47.63999,34.04,22.4,12.76,-1.27997
27/04/2021 10:30:00,186.00001,31.4,34.8,51.27998,34.56,22.96,13.36,-2.35997
27/04/2021 10:45:00,179.6,32.56,34.8,48.2,30.84,23.04,12.4,-2.24
27/04/2021 11:00:00,183.2,29.68,32.4,51.12,31,24.48,14.32,0.2
27/04/2021 11:15:00,180.4,30.72,34,51.55999,29.96,22.88,13.56,-2.27999
27/04/2021 11:30:00,181.60002,31.88,34.4,49.28,31.44,24.4,12.4,-2.19998
27/04/2021 11:45:00,185.20002,31.32,34.8,56.48,29.44,23.8,12.2,-2.83998
27/04/2021 12:00:00,185.60002,30.92,36.79999,54.83999,28.6,23.6,13.36,-2.51996
27/04/2021 12:15:00,185.60002,31.12,35.2,55.96002,29.12,23.72,12.96,-2.48
27/04/2021 12:30:00,183.2,31.28,32,56.23999,29.36,23.4,13.76,-2.83999
27/04/2021 12:45:00,180.80003,32.96,30.4,55.87999,29.52,23.2,11.48,-2.63996
27/04/2021 13:00:00,176,31.56,29.6,53.12002,28.8,22.8,12.4,-2.28002
27/04/2021 13:15:00,177.20003,30.84,28.4,55.68001,28.6,24,12.28,-2.59998
27/04/2021 13:30:00,180,33.32,27.2,58.72,28.2,23.8,12,-3.24
27/04/2021 13:45:00,182.40001,34.56,28.8,57.92,27.36,24.68,11.6,-2.51999
27/04/2021 14:00:00,176.8,29.84,27.2,55.68001,28.88,25.04,12.96,-2.80001
27/04/2021 14:15:00,177.20003,30.8,29.6,54,29.04,23.08,13.08,-2.39997
27/04/2021 14:30:00,178.80001,31.76,30.8,53.39999,29.68,24.28,11.76,-2.87998
27/04/2021 14:45:00,174.40002,31.32,30.4,51.16,30,23.16,10.6,-2.23998
27/04/2021 15:00:00,179.6,31.56,32,49.36,33.16,23.44,12.04,-1.96
27/04/2021 15:15:00,188.80002,34.32,33.6,54.83999,32.52,22.32,13.6,-2.39997
27/04/2021 15:30:00,194,34.36,35.6,54.76,32.92,25.24,13.08,-1.96
27/04/2021 15:45:00,194,33.84,36.79999,55.96002,31,25.72,13.24,-2.56001
27/04/2021 16:00:00,190.8,35,37.19999,51.40001,30.64,25.4,13.24,-2.08
27/04/2021 16:15:00,195.60002,38.63999,36.4,53.20001,29.88,26.24,13.36,-2.11998
27/04/2021 16:30:00,205.2,39.16001,40.39999,58.24001,34.12,25.8,9.84,-2.36001
27/04/2021 16:45:00,213.20003,39.76002,37.59998,63.36,36.11999,25.96,10.72,-0.31996
27/04/2021 17:00:00,221.60002,41.91998,42.40001,62.84002,39.16001,26.48,11.48,-2.68
27/04/2021 17:15:00,222.8,42.08,43.2,65.68002,39.76002,24.36,11.16,-3.44004
27/04/2021 17:30:00,224.40002,45.64001,41.19998,69.59999,35.84,23.12,12.48,-3.47996
27/04/2021 17:45:00,222.00001,44.35999,39.6,70.6,35.2,23.64,12.52,-3.91998
27/04/2021 18:00:00,230.4,45.04,45.20002,65.12,38.00002,26.56,13.04,-2.56004
27/04/2021 18:15:00,229.60001,46.4,43.6,71.71999,36.68,23.12,11.84,-3.75998
27/04/2021 18:30:00,220,46.64002,40,66.48001,33.08,23.68,13.28,-3.16003
27/04/2021 18:45:00,214.80001,46.96002,40,60.44,34.68,24.8,10.6,-2.68001
27/04/2021 19:00:00,206.40002,43.27999,40.79999,57.84001,31,23.04,13.16,-2.71997
27/04/2021 19:15:00,194.4,38.72002,36.4,53.79998,31.4,22.72,13.44,-2.08
27/04/2021 19:30:00,183.6,37.55999,35.6,48.24,30,22.84,11.48,-2.11999
27/04/2021 19:45:00,179.20001,35.88,35.6,47.56,28.32,20.6,13.12,-1.87999
27/04/2021 20:00:00,167.20002,33.88,33.6,42.08,27.92,19.08,12.08,-1.43998
27/04/2021 20:15:00,164.80001,31.16,33.2,44.44002,28.28,18.96,10.64,-1.88001
27/04/2021 20:30:00,152.40002,29.56,28.4,42.00001,24.76,18.28,10.76,-1.35999
27/04/2021 20:45:00,143.6,26.92,26.4,40.39999,24.6,16.96,10.4,-2.07999
27/04/2021 21:00:00,136.00001,25.96,28,35.32,20.72,16.84,10.72,-1.55999
27/04/2021 21:15:00,156.00002,28.64,30.8,42.12,25.52,19.36,11.48,-1.91998
27/04/2021 21:30:00,147.2,25.88,30,39.84001,23.8,18.24,11.12,-1.68001
27/04/2021 21:45:00,134.80002,25.28,25.2,36.47999,20.56,17.64,10.72,-1.07997
27/04/2021 22:00:00,129.2,24.76,24.4,34.68,19.28,15.32,11.44,-0.68
27/04/2021 22:15:00,118.00001,22,23.2,29.6,18.52,15.84,9.6,-0.75999
27/04/2021 22:30:00,108,20.6,20.8,26.92,16.48,14.92,8.68,-0.4
27/04/2021 22:45:00,97.2,16.56,18.4,24.24,15,14.08,8.72,0.2
27/04/2021 23:00:00,91.19999,16.28,15.2,23.28,14.32,13.36,8.64,0.11999
27/04/2021 23:15:00,85.20001,15.44,14.4,20.76,13.52,13.12,8.36,-0.39999
27/04/2021 23:30:00,81.20002,14.44,14.4,17.84,13.4,12.68,8.6,-0.15998
27/04/2021 23:45:00,77.19998,14.6,12.8,16.68,12.6,11.72,8.2,0.59998
28/04/2021 00:00:00,74.40001,13.64,12,15.92,12.8,11.68,8.36,1E-05
28/04/2021 00:15:00,74.80001,14.32,11.6,15.96,12.72,11.6,8,0.60001
28/04/2021 00:30:00,72.4,13.72,12,15.32,12.44,11.16,7.76,0
28/04/2021 00:45:00,70.80001,13.6,10.8,15.04,11.72,11.56,7.76,0.32001
28/04/2021 01:00:00,70.40002,13.64,10.8,14.84,11.64,11.24,7.8,0.44002
28/04/2021 01:15:00,69.99998,13.72,10.4,14.28,12,11.12,8.04,0.43998
28/04/2021 01:30:00,69.19999,13.44,10,13.92,11.92,11.28,7.92,0.71999
28/04/2021 01:45:00,69.59999,13.64,10.4,14.04,11.84,11.24,7.84,0.59999
28/04/2021 02:00:00,69.59999,12.76,10.4,14.24,12.16,11.16,7.92,0.95999
28/04/2021 02:15:00,67.60001,12.48,10,13.8,12.16,10.88,7.76,0.52001
28/04/2021 02:30:00,68,12.44,10.4,13.48,11.96,11.2,7.68,0.84
28/04/2021 02:45:00,67.60001,12.32,10,13.64,11.88,10.88,7.68,1.20001
28/04/2021 03:00:00,68,12.24,10.4,13.72,11.84,10.96,7.76,1.08
28/04/2021 03:15:00,71.6,12.8,11.6,15.84,12.32,11,7.8,0.24
28/04/2021 03:30:00,72,13,11.6,15.72,12.2,11.12,7.68,0.68
28/04/2021 03:45:00,72.79999,13.6,11.2,15.6,12.4,11.08,7.72,1.19999
28/04/2021 04:00:00,74.00002,13.96,12,16.76,12.32,10.8,7.84,0.32002
28/04/2021 04:15:00,79.6,14.36,14,17.2,13.96,11.12,8.56,0.4
28/04/2021 04:30:00,83.59999,14.48,14.4,19.2,13.76,12.72,7.88,1.15999
28/04/2021 04:45:00,87.99998,16.4,14.4,21,14.04,13.24,8.24,0.67998
28/04/2021 05:00:00,92.40001,17.36,16.4,22.72,14.24,13.32,8.6,-0.23999
28/04/2021 05:15:00,106.80001,20.48,19.2,27.84,16.6,15.24,7.88,-0.43999
28/04/2021 05:30:00,125.6,25.44,25.2,34.32,19.08,16.24,6.2,-0.88
28/04/2021 05:45:00,148,30.8,25.6,40.52002,24.92,19.52,7.52,-0.88002
28/04/2021 06:00:00,169.99999,33.36,32,50.72,26.36,21.52,8.2,-2.16001
28/04/2021 06:15:00,196.80001,40.79999,42.40001,53.28,29,23.16,10.64,-2.47999
28/04/2021 06:30:00,219.2,43.12001,49.60001,61.48001,34.2,22.96,10.6,-2.76003
28/04/2021 06:45:00,229.60001,46.19999,49.60001,68,32.88,24.72,11.2,-2.99999
28/04/2021 07:00:00,229.20001,45.28001,51.19999,68.60002,32.12,24.84,10.8,-3.64001
28/04/2021 07:15:00,218.80001,43.84001,43.99999,66.39998,32.84,25.4,9.68,-3.35997
28/04/2021 07:30:00,232.80001,49.36,50,69.16,32.76,24.56,10.28,-3.31999
28/04/2021 07:45:00,224.00003,44.24,48.39998,63.07999,31.8,28.44,11,-2.95994
28/04/2021 08:00:00,219.6,44.84002,41.19998,62.03999,32.36,31.24,11,-3.07999
28/04/2021 08:15:00,212,41.68001,38.80001,62.20001,31.48,29.48,11.24,-2.88003
28/04/2021 08:30:00,212.4,40.84002,38.40001,64.72001,30.92,29.36,11.12,-2.96004
28/04/2021 08:45:00,195.20003,42.04001,35.6,56.32002,27,27,9.84,-2.6
28/04/2021 09:00:00,197.6,42.27998,34.4,58.12002,28.96,25.96,10.44,-2.56
28/04/2021 09:15:00,188.00003,38.2,33.6,54.20002,27.68,26.28,10.32,-2.27999
28/04/2021 09:30:00,182.40001,36.16002,34.8,53.39999,26.44,24.56,9.52,-2.48
28/04/2021 09:45:00,176,35.76,31.6,51.44,26.8,24,8.52,-2.12
28/04/2021 10:00:00,174.00002,31.04,34.8,48.48001,27.6,23.8,10.08,-1.79999
28/04/2021 10:15:00,169.6,31.44,30.4,48.28,26.64,26,8.08,-1.24
28/04/2021 10:30:00,164.80001,31.68,29.6,46.84,25.4,24.48,7.68,-0.87999
28/04/2021 10:45:00,167.20002,31.72,33.2,46.32001,22.88,25.04,9.6,-1.55999
28/04/2021 11:00:00,169.2,29.04,36.79999,47.36002,24.44,24.8,8.56,-1.80001
28/04/2021 11:15:00,164.80001,29.48,33.6,47.27999,24.88,22.16,8.92,-1.51998
28/04/2021 11:30:00,160.80001,30.32,32.4,44.48002,24.48,20.84,10,-1.72001
28/04/2021 11:45:00,154.4,27.4,37.19999,41.44,22,19.4,8.68,-1.71999
28/04/2021 12:00:00,148.80002,28.32,30,40.64,22.64,19.52,9.28,-1.59998
28/04/2021 12:15:00,150.40001,29.2,28.8,43.71998,23.04,19.2,8.6,-2.15997
28/04/2021 12:30:00,142.80001,26.96,27.2,40.68,22.08,18.96,8.16,-1.23999
28/04/2021 12:45:00,136.4,24.84,28,36.60001,22.44,18.76,7.44,-1.68001
28/04/2021 13:00:00,142.00002,26.16,28.8,37.4,22.92,20.2,7.12,-0.59998
28/04/2021 13:15:00,130.39999,24.56,25.2,36.20002,20.72,18.4,6.88,-1.56003
28/04/2021 13:30:00,131.20002,25.6,26,35.48,20.6,18.08,6.32,-0.87998
28/04/2021 13:45:00,132.8,26.4,26.4,33.88,22.84,18,5.92,-0.64
28/04/2021 14:00:00,129.6,26.8,24.8,33.8,20.72,18.16,6,-0.68
28/04/2021 14:15:00,127.60002,26,25.2,33.44,20.36,17.6,5.96,-0.95998
28/04/2021 14:30:00,128.00002,25.84,26.4,31.96,20.08,18.36,5.8,-0.43998
28/04/2021 14:45:00,132.8,25.96,26,34.24,22.72,18.76,6.44,-1.32
28/04/2021 15:00:00,131.20002,25.36,26.4,33.28,22,18.48,6.04,-0.35998
28/04/2021 15:15:00,133.99999,25.6,26,36.36,21.24,19.12,7.12,-1.44001
28/04/2021 15:30:00,143.20001,28.84,28.4,39.56,23.12,17.72,6.72,-1.15999
28/04/2021 15:45:00,146.40001,28.52,29.6,39.04002,22.8,18.88,8.96,-1.40001
28/04/2021 16:00:00,147.2,29.44,29.6,37.68001,24.44,19.4,7.88,-1.24001
28/04/2021 16:15:00,147.6,27.6,30.4,38.59999,23.28,18.44,8.84,0.44001
28/04/2021 16:30:00,150.8,33.08,28.4,39.76002,23.88,19.56,7.16,-1.04002
28/04/2021 16:45:00,158,32.24,30.8,44.52001,25.16,19.96,7.04,-1.72001
28/04/2021 17:00:00,162.79999,33,33.6,41.44,26.88,20.28,8.92,-1.32001
28/04/2021 17:15:00,172.4,36.96001,34.8,47.99999,28.12,17.96,8.4,-1.84
28/04/2021 17:30:00,177.20003,35.36,39.6,47.59999,27.8,19.36,9.36,-1.87996
28/04/2021 17:45:00,183.6,39.08002,38.40001,50.47999,28.52,20.8,8.32,-2.00002
28/04/2021 18:00:00,176.4,36.87998,37.19999,49.16002,26.44,20.48,8.44,-2.19999
28/04/2021 18:15:00,178.40002,37.12,36.79999,47.72002,27.48,22.44,8.88,-2.03999
28/04/2021 18:30:00,162.4,32.24,32.8,45.24001,26.56,19,8.24,-1.68001
28/04/2021 18:45:00,166,33.32,35.6,46.8,24.64,17.92,9.52,-1.8
28/04/2021 19:00:00,157.20001,30.28,33.2,42.44,25.68,18.92,8.24,-1.55999
28/04/2021 19:15:00,166,31.4,35.2,47.00002,27.56,18.92,7.84,-1.92002
28/04/2021 19:30:00,151.2,27.76,31.6,40.32,25.88,19.24,7.6,-1.2
28/04/2021 19:45:00,139.20001,25.76,30.8,35.8,22.16,17.72,8.16,-1.19999
28/04/2021 20:00:00,148,28.32,31.2,39.16001,24.08,18.76,7.68,-1.20001
28/04/2021 20:15:00,144.79999,27.4,32,38.2,24.2,17.6,6.8,-1.40001
28/04/2021 20:30:00,132.00001,25.28,29.2,33.12,21.64,16.4,7.2,-0.83999
28/04/2021 20:45:00,123.60002,25.52,24,32.28,20.44,15.48,6.44,-0.55998
28/04/2021 21:00:00,121.20001,25,23.6,32.6,19.2,15,7.32,-1.51999
28/04/2021 21:15:00,138.40002,27,29.2,38.2,22.12,15.96,7.12,-1.19998
28/04/2021 21:30:00,129.6,24.8,25.6,37.87999,20.96,15.84,6.16,-1.63999
28/04/2021 21:45:00,114.00001,21.72,24.8,29.64,17.56,15,6.52,-1.23999
28/04/2021 22:00:00,109.59998,19.2,23.6,28.56,17.16,14.44,6.04,0.59998
28/04/2021 22:15:00,100.4,19.12,21.2,23.92,16.12,14.2,6.16,-0.32
28/04/2021 22:30:00,92.80001,17,21.6,21.04,14.56,13.8,4.64,0.16001
28/04/2021 22:45:00,83.99999,15.72,18.8,19.68,13.2,12.2,4.16,0.23999
28/04/2021 23:00:00,74.40001,14.08,14.8,16.24,12.68,12.4,4.04,0.16001
28/04/2021 23:15:00,71.20001,14.56,13.2,15.12,12.04,11.48,4.04,0.76001
28/04/2021 23:30:00,68.8,13.4,13.6,14.32,11.68,11.68,3.76,0.36
28/04/2021 23:45:00,65.59999,13.36,11.2,13.88,11.72,11.16,3.56,0.71999
29/04/2021 00:00:00,62.39999,12.84,10.8,13.2,10.88,10.56,3.52,0.59999
29/04/2021 00:15:00,60.40001,11.64,10.4,12.68,10.88,10.56,3.6,0.64001
29/04/2021 00:30:00,60.40001,11.8,10.4,13.24,10.64,10.44,3.48,0.40001
29/04/2021 00:45:00,59.19998,11.68,10,13.04,10.28,10.28,3.48,0.43998
